Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 4 1967,Gabon,1-0,DR Congo,Friendly,Libreville › Gabon
Wed Jan 4 1967,Uruguay,1-1,Romania,Friendly,Montevideo › Uruguay
Thu Jan 5 1967,Mexico,3-0,Switzerland,Friendly,Mexico City › Mexico
Sun Jan 8 1967,Mexico,0-2,Switzerland,Friendly,Guadalajara › Mexico
Wed Jan 11 1967,Jamaica,1-1,Curaçao,CONCACAF Championship qualification,Kingston › Jamaica
Thu Jan 12 1967,Cuba,1-1,Haiti,CONCACAF Championship qualification,Kingston › Jamaica
Fri Jan 13 1967,Curaçao,1-2,Trinidad and Tobago,CONCACAF Championship qualification,Kingston › Jamaica
Fri Jan 13 1967,Uruguay,4-0,Bolivia,Copa América,Montevideo › Uruguay
Sat Jan 14 1967,Jamaica,2-1,Cuba,CONCACAF Championship qualification,Kingston › Jamaica
Tue Jan 17 1967,Curaçao,2-2,Cuba,CONCACAF Championship qualification,Kingston › Jamaica
Tue Jan 17 1967,Egypt,1-2,German DR,Friendly,Cairo › United Arab Republic
Wed Jan 18 1967,Argentina,4-1,Paraguay,Copa América,Montevideo › Uruguay
Wed Jan 18 1967,Chile,2-0,Venezuela,Copa América,Montevideo › Uruguay
Wed Jan 18 1967,Guatemala,3-1,Honduras,Friendly,Guatemala › Guatemala
Wed Jan 18 1967,Jamaica,1-1,Trinidad and Tobago,CONCACAF Championship qualification,Kingston › Jamaica
Thu Jan 19 1967,Curaçao,0-1,Haiti,CONCACAF Championship qualification,Kingston › Jamaica
Fri Jan 20 1967,Cuba,1-2,Trinidad and Tobago,CONCACAF Championship qualification,Kingston › Jamaica
Fri Jan 20 1967,Egypt,0-3,German DR,Friendly,Cairo › United Arab Republic
Sat Jan 21 1967,Jamaica,0-1,Haiti,CONCACAF Championship qualification,Kingston › Jamaica
Sat Jan 21 1967,Martinique,2-1,Guadeloupe,Friendly,Fort-de-France › Martinique
Sat Jan 21 1967,Uruguay,4-0,Venezuela,Copa América,Montevideo › Uruguay
Sun Jan 22 1967,Bolivia,0-1,Argentina,Copa América,Montevideo › Uruguay
Sun Jan 22 1967,Chile,4-2,Paraguay,Copa América,Montevideo › Uruguay
Sun Jan 22 1967,DR Congo,4-1,Congo,Friendly,Kinshasa › DR Congo
Sun Jan 22 1967,Honduras,1-1,Guatemala,Friendly,Tegucigalpa › Honduras
Sun Jan 22 1967,Tunisia,0-0,Turkey,Friendly,Tunis › Tunisia
Mon Jan 23 1967,Martinique,2-1,French Guiana,Friendly,Fort-de-France › Martinique
Tue Jan 24 1967,Egypt,2-2,German DR,Friendly,Alexandria › United Arab Republic
Wed Jan 25 1967,Argentina,5-1,Venezuela,Copa América,Montevideo › Uruguay
Wed Jan 25 1967,Paraguay,1-0,Bolivia,Copa América,Montevideo › Uruguay
Thu Jan 26 1967,Uruguay,2-2,Chile,Copa América,Montevideo › Uruguay
Sat Jan 28 1967,Argentina,2-0,Chile,Copa América,Montevideo › Uruguay
Sat Jan 28 1967,Bolivia,0-3,Venezuela,Copa América,Montevideo › Uruguay
Sat Jan 28 1967,Nigeria,2-2,Ghana,Friendly,Lagos › Nigeria
Sun Jan 29 1967,Burkina Faso,3-2,Niger,Friendly,Ouagadougou › Upper Volta
Sun Jan 29 1967,Sudan,1-2,German DR,Friendly,Khartoum › Sudan
Sun Jan 29 1967,Uruguay,2-0,Paraguay,Copa América,Montevideo › Uruguay
Tue Jan 31 1967,Niger,1-3,Congo,Friendly,Niamey › Niger
Wed Feb 1 1967,Bolivia,0-0,Chile,Copa América,Montevideo › Uruguay
Wed Feb 1 1967,Turkey,0-0,Spain,UEFA Euro qualification,Istanbul › Turkey
Wed Feb 1 1967,Venezuela,3-5,Paraguay,Copa América,Montevideo › Uruguay
Thu Feb 2 1967,Uruguay,1-0,Argentina,Copa América,Montevideo › Uruguay
Fri Feb 3 1967,Mali,1-0,Congo,Friendly,Bamako › Mali
Sun Feb 5 1967,Tunisia,4-0,Cameroon,African Cup of Nations qualification,Tunis › Tunisia
Sun Feb 12 1967,Burkina Faso,1-2,Algeria,African Cup of Nations qualification,Ouagadougou › Upper Volta
Sun Feb 12 1967,Ghana,2-0,Nigeria,Friendly,Accra › Ghana
Sun Feb 12 1967,Iraq,1-1,German DR,Friendly,Baghdad › Iraq
Mon Feb 13 1967,Guatemala,3-1,Panama,CONCACAF Championship qualification,Guatemala › Guatemala
Wed Feb 15 1967,Greece,4-0,Libya,Friendly,Athens › Greece
Wed Feb 15 1967,Guatemala,3-1,Nicaragua,CONCACAF Championship qualification,Guatemala › Guatemala
Fri Feb 17 1967,Nicaragua,3-1,Panama,CONCACAF Championship qualification,Guatemala › Guatemala
Sat Feb 18 1967,Togo,2-4,DR Congo,Friendly,Lomé › Togo
Sun Feb 19 1967,Ethiopia,2-0,Kenya,Friendly,Khartoum › Sudan
Sun Feb 19 1967,Ghana,2-2,Ivory Coast,Friendly,Accra › Ghana
Sun Feb 19 1967,Tunisia,1-1,Congo,African Cup of Nations qualification,Tunis › Tunisia
Tue Feb 21 1967,Sudan,1-0,Tanzania,Friendly,Khartoum › Sudan
Wed Feb 22 1967,Germany,5-1,Morocco,Friendly,Karlsruhe › Germany
Wed Feb 22 1967,Turkey,2-1,Republic of Ireland,UEFA Euro qualification,Ankara › Turkey
Thu Feb 23 1967,Kenya,2-0,Tanzania,Friendly,Khartoum › Sudan
Fri Feb 24 1967,Sudan,1-1,Ethiopia,Friendly,Khartoum › Sudan
Fri Feb 24 1967,Uganda,0-5,DR Congo,Friendly,Kampala › Uganda
Sun Feb 26 1967,Cameroon,1-1,Congo,African Cup of Nations qualification,Yaoundé › Cameroon
Sun Feb 26 1967,Sudan,5-3,Ethiopia,Friendly,Khartoum › Sudan
Tue Feb 28 1967,Ethiopia,2-1,Sudan,Friendly,Addis Abeba › Ethiopia
Tue Feb 28 1967,France,0-2,Corsica,Friendly,Marseille › France
Sun Mar 5 1967,Benin,1-1,Congo,Friendly,Cotonou › Dahomey
Sun Mar 5 1967,Ivory Coast,1-1,Liberia,Friendly,Abidjan › Ivory Coast
Mon Mar 6 1967,Mexico,4-0,Nicaragua,CONCACAF Championship,Tegucigalpa › Honduras
Tue Mar 7 1967,Libya,1-1,Sudan,Friendly,Tripoli › Libya
Wed Mar 8 1967,Greece,1-2,Romania,Friendly,Athens › Greece
Wed Mar 8 1967,Haiti,2-3,Trinidad and Tobago,CONCACAF Championship,Tegucigalpa › Honduras
Fri Mar 10 1967,Guatemala,1-0,Mexico,CONCACAF Championship,Tegucigalpa › Honduras
Fri Mar 10 1967,Iraq,2-2,Sudan,Friendly,Tripoli › Libya
Sun Mar 12 1967,Libya,0-1,Iraq,Friendly,Tripoli › Libya
