Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 6 Aug 2010 (31),Roda (1),0-0,0-0,Twente (1)
?,(Sat) 7 Aug 2010 (31),Graafschap (1),3-0,1-0,Excelsior (1)
?,(Sat) 7 Aug 2010 (31),Heerenveen (1),1-3,0-0,PSV Eindhoven (1)
?,(Sat) 7 Aug 2010 (31),Heracles (1),3-0,1-0,Willem II (1)
?,(Sat) 7 Aug 2010 (31),Nijmegen (1),1-0,0-0,VVV Venlo (1)
?,(Sun) 8 Aug 2010 (31),Feyenoord (1),3-1,0-1,Utrecht (1)
?,(Sun) 8 Aug 2010 (31),Groningen (1),2-2,0-0,Ajax (1)
?,(Sun) 8 Aug 2010 (31),NAC Breda (1),1-1,0-0,AZ Alkmaar (1)
?,(Sun) 8 Aug 2010 (31),Vitesse (1),3-1,1-1,Den Haag (1)
?,(Sat) 14 Aug 2010 (32),Ajax (2),4-2,2-2,Vitesse (2)
?,(Sat) 14 Aug 2010 (32),AZ Alkmaar (2),1-1,0-0,Groningen (2)
?,(Sat) 14 Aug 2010 (32),PSV Eindhoven (2),6-0,2-0,Graafschap (2)
?,(Sat) 14 Aug 2010 (32),Twente (2),0-0,0-0,Heerenveen (2)
?,(Sat) 14 Aug 2010 (32),VVV Venlo (2),1-0,1-0,Heracles (2)
?,(Sun) 15 Aug 2010 (32),Den Haag (2),1-3,1-2,Roda (2)
?,(Sun) 15 Aug 2010 (32),Excelsior (2),3-2,1-1,Feyenoord (2)
?,(Sun) 15 Aug 2010 (32),Utrecht (2),3-1,1-1,NAC Breda (2)
?,(Sun) 15 Aug 2010 (32),Willem II (2),3-5,2-1,Nijmegen (2)
?,(Fri) 20 Aug 2010 (33),Excelsior (3),4-2,0-1,Nijmegen (3)
?,(Sat) 21 Aug 2010 (33),Ajax (3),3-0,1-0,Roda (3)
?,(Sat) 21 Aug 2010 (33),Groningen (3),2-1,2-0,Graafschap (3)
?,(Sat) 21 Aug 2010 (33),Heerenveen (3),3-1,1-1,NAC Breda (3)
?,(Sat) 21 Aug 2010 (33),Vitesse (3),0-3,0-0,Twente (3)
?,(Sun) 22 Aug 2010 (33),Heracles (3),1-1,1-0,Feyenoord (3)
?,(Sun) 22 Aug 2010 (33),PSV Eindhoven (3),3-1,1-0,AZ Alkmaar (3)
?,(Sun) 22 Aug 2010 (33),Utrecht (3),3-0,3-0,Willem II (3)
?,(Sun) 22 Aug 2010 (33),VVV Venlo (3),2-3,1-1,Den Haag (3)
?,(Fri) 27 Aug 2010 (34),Willem II (4),0-3,0-1,Groningen (4)
?,(Sat) 28 Aug 2010 (34),NAC Breda (4),2-0,2-0,VVV Venlo (4)
?,(Sat) 28 Aug 2010 (34),Nijmegen (4),2-2,0-0,Heerenveen (4)
?,(Sat) 28 Aug 2010 (34),Roda (4),4-2,3-0,Heracles (4)
?,(Sun) 29 Aug 2010 (34),AZ Alkmaar (4),1-1,0-1,Excelsior (4)
?,(Sun) 29 Aug 2010 (34),Den Haag (4),2-2,0-1,PSV Eindhoven (4)
?,(Sun) 29 Aug 2010 (34),Feyenoord (4),4-0,2-0,Vitesse (4)
?,(Sun) 29 Aug 2010 (34),Graafschap (4),0-5,0-2,Ajax (4)
?,(Sun) 29 Aug 2010 (34),Twente (4),4-0,0-0,Utrecht (4)
?,(Sat) 11 Sep 2010 (36),Ajax (5),2-0,1-0,Willem II (5)
?,(Sat) 11 Sep 2010 (36),AZ Alkmaar (5),1-2,1-1,Roda (5)
?,(Sat) 11 Sep 2010 (36),Excelsior (5),2-1,0-1,Heracles (5)
?,(Sat) 11 Sep 2010 (36),Heerenveen (5),2-1,0-0,Vitesse (5)
?,(Sat) 11 Sep 2010 (36),PSV Eindhoven (5),3-1,0-1,Nijmegen (5)
?,(Sat) 11 Sep 2010 (36),VVV Venlo (5),1-2,1-1,Twente (5)
?,(Sun) 12 Sep 2010 (36),Den Haag (5),2-2,1-0,Graafschap (5)
?,(Sun) 12 Sep 2010 (36),Groningen (5),1-0,0-0,Utrecht (5)
?,(Sun) 12 Sep 2010 (36),NAC Breda (5),2-0,0-0,Feyenoord (5)
?,(Fri) 17 Sep 2010 (37),Graafschap (6),3-2,1-1,Heerenveen (6)
?,(Sat) 18 Sep 2010 (37),Groningen (6),2-0,0-0,Excelsior (6)
?,(Sat) 18 Sep 2010 (37),Vitesse (6),0-0,0-0,NAC Breda (6)
?,(Sat) 18 Sep 2010 (37),Willem II (6),2-4,1-1,Den Haag (6)
?,(Sun) 19 Sep 2010 (37),Feyenoord (6),1-2,0-1,Ajax (6)
?,(Sun) 19 Sep 2010 (37),Heracles (6),0-0,0-0,Twente (6)
?,(Sun) 19 Sep 2010 (37),Nijmegen (6),0-1,0-1,AZ Alkmaar (6)
?,(Sun) 19 Sep 2010 (37),Roda (6),0-0,0-0,PSV Eindhoven (6)
?,(Sun) 19 Sep 2010 (37),Utrecht (6),3-2,1-1,VVV Venlo (6)
?,(Sat) 25 Sep 2010 (38),AZ Alkmaar (7),1-0,1-0,Utrecht (7)
?,(Sat) 25 Sep 2010 (38),Den Haag (7),3-2,2-1,Heracles (7)
?,(Sat) 25 Sep 2010 (38),Heerenveen (7),2-2,2-0,Roda (7)
?,(Sat) 25 Sep 2010 (38),PSV Eindhoven (7),1-1,0-0,Groningen (7)
?,(Sat) 25 Sep 2010 (38),Twente (7),2-2,1-1,Ajax (7)
?,(Sun) 26 Sep 2010 (38),Excelsior (7),0-2,0-0,Vitesse (7)
?,(Sun) 26 Sep 2010 (38),NAC Breda (7),2-1,0-1,Willem II (7)
?,(Sun) 26 Sep 2010 (38),Nijmegen (7),3-0,1-0,Feyenoord (7)
?,(Sun) 26 Sep 2010 (38),VVV Venlo (7),1-0,1-0,Graafschap (7)
?,(Fri) 1 Oct 2010 (39),Vitesse (8),0-0,0-0,Willem II (8)
?,(Sat) 2 Oct 2010 (39),Excelsior (8),1-2,1-0,Roda (8)
?,(Sat) 2 Oct 2010 (39),NAC Breda (8),2-0,1-0,Nijmegen (8)
?,(Sun) 3 Oct 2010 (39),Ajax (8),1-2,0-2,Utrecht (8)
?,(Sun) 3 Oct 2010 (39),AZ Alkmaar (8),2-1,1-1,Heracles (8)
?,(Sun) 3 Oct 2010 (39),Graafschap (8),1-1,1-1,Feyenoord (8)
?,(Sun) 3 Oct 2010 (39),Heerenveen (8),0-0,0-0,Den Haag (8)
?,(Sun) 3 Oct 2010 (39),PSV Eindhoven (8),3-0,0-0,VVV Venlo (8)
?,(Sun) 3 Oct 2010 (39),Twente (8),4-2,1-1,Groningen (8)
?,(Sat) 16 Oct 2010 (41),Ajax (9),3-0,2-0,NAC Breda (9)
?,(Sat) 16 Oct 2010 (41),Den Haag (9),2-1,0-1,Excelsior (9)
?,(Sat) 16 Oct 2010 (41),Feyenoord (9),0-1,0-0,Twente (9)
?,(Sat) 16 Oct 2010 (41),Utrecht (9),2-2,2-0,Graafschap (9)
?,(Sat) 16 Oct 2010 (41),VVV Venlo (9),0-1,0-0,AZ Alkmaar (9)
?,(Sun) 17 Oct 2010 (41),Groningen (9),1-0,0-0,Heerenveen (9)
?,(Sun) 17 Oct 2010 (41),Heracles (9),3-2,1-0,Nijmegen (9)
?,(Sun) 17 Oct 2010 (41),Roda (9),4-1,3-0,Vitesse (9)
?,(Sun) 17 Oct 2010 (41),Willem II (9),2-4,2-3,PSV Eindhoven (9)
?,(Fri) 22 Oct 2010 (42),NAC Breda (10),1-2,1-0,Roda (10)
?,(Sat) 23 Oct 2010 (42),Graafschap (10),1-1,1-0,Heracles (10)
?,(Sat) 23 Oct 2010 (42),Heerenveen (10),2-0,0-0,VVV Venlo (10)
?,(Sat) 23 Oct 2010 (42),Nijmegen (10),3-2,2-0,Groningen (10)
?,(Sun) 24 Oct 2010 (42),AZ Alkmaar (10),3-0,2-0,Willem II (10)
?,(Sun) 24 Oct 2010 (42),Excelsior (10),2-2,2-0,Ajax (10)
?,(Sun) 24 Oct 2010 (42),PSV Eindhoven (10),10-0,2-0,Feyenoord (10)
?,(Sun) 24 Oct 2010 (42),Twente (10),3-2,1-1,Den Haag (10)
?,(Sun) 24 Oct 2010 (42),Vitesse (10),1-4,0-2,Utrecht (10)
?,(Tue) 26 Oct 2010 (43),Heracles (11),4-1,3-0,NAC Breda (11)
?,(Tue) 26 Oct 2010 (43),Roda (11),1-1,0-0,Nijmegen (11)
?,(Wed) 27 Oct 2010 (43),Ajax (11),3-1,1-1,Heerenveen (11)
?,(Wed) 27 Oct 2010 (43),Feyenoord (11),3-0,0-0,VVV Venlo (11)
?,(Wed) 27 Oct 2010 (43),Graafschap (11),2-1,0-0,AZ Alkmaar (11)
?,(Wed) 27 Oct 2010 (43),Groningen (11),3-1,0-1,Den Haag (11)
?,(Wed) 27 Oct 2010 (43),Utrecht (11),2-0,1-0,Excelsior (11)
?,(Wed) 27 Oct 2010 (43),Vitesse (11),0-2,0-1,PSV Eindhoven (11)
?,(Wed) 27 Oct 2010 (43),Willem II (11),1-3,1-2,Twente (11)
?,(Sat) 30 Oct 2010 (43),Excelsior (12),0-2,0-0,Heerenveen (12)
?,(Sat) 30 Oct 2010 (43),Heracles (12),1-4,1-1,Ajax (12)
?,(Sat) 30 Oct 2010 (43),NAC Breda (12),2-0,0-0,Graafschap (12)
?,(Sat) 30 Oct 2010 (43),PSV Eindhoven (12),0-1,0-0,Twente (12)
?,(Sat) 30 Oct 2010 (43),VVV Venlo (12),3-5,1-2,Groningen (12)
?,(Sun) 31 Oct 2010 (43),AZ Alkmaar (12),2-1,1-0,Feyenoord (12)
?,(Sun) 31 Oct 2010 (43),Den Haag (12),1-0,1-0,Utrecht (12)
?,(Sun) 31 Oct 2010 (43),Nijmegen (12),0-0,0-0,Vitesse (12)
?,(Sun) 31 Oct 2010 (43),Roda (12),2-2,1-1,Willem II (12)
?,(Fri) 5 Nov 2010 (44),Willem II (13),1-4,0-1,VVV Venlo (13)
?,(Sat) 6 Nov 2010 (44),Graafschap (13),1-4,0-1,Nijmegen (13)
?,(Sat) 6 Nov 2010 (44),Groningen (13),2-1,2-1,NAC Breda (13)
?,(Sat) 6 Nov 2010 (44),Heerenveen (13),3-2,2-0,Heracles (13)
?,(Sat) 6 Nov 2010 (44),Twente (13),2-1,1-1,Excelsior (13)
?,(Sun) 7 Nov 2010 (44),Ajax (13),0-1,0-1,Den Haag (13)
?,(Sun) 7 Nov 2010 (44),Feyenoord (13),1-1,0-1,Roda (13)
?,(Sun) 7 Nov 2010 (44),Utrecht (13),1-2,0-1,PSV Eindhoven (13)
?,(Sun) 7 Nov 2010 (44),Vitesse (13),1-1,0-0,AZ Alkmaar (13)
?,(Sat) 13 Nov 2010 (45),NAC Breda (14),2-1,0-1,Twente (14)
?,(Sat) 13 Nov 2010 (45),PSV Eindhoven (14),4-2,2-1,Excelsior (14)
?,(Sun) 14 Nov 2010 (45),AZ Alkmaar (14),2-0,0-0,Ajax (14)
?,(Sun) 14 Nov 2010 (45),Feyenoord (14),2-2,1-0,Heerenveen (14)
?,(Sun) 14 Nov 2010 (45),Heracles (14),3-0,1-0,Groningen (14)
?,(Sun) 14 Nov 2010 (45),Nijmegen (14),1-1,0-1,Den Haag (14)
?,(Sun) 14 Nov 2010 (45),VVV Venlo (14),1-5,0-2,Vitesse (14)
?,(Sat) 20 Nov 2010 (46),Ajax (15),0-0,0-0,PSV Eindhoven (15)
?,(Sat) 20 Nov 2010 (46),Excelsior (15),1-0,0-0,VVV Venlo (15)
?,(Sat) 20 Nov 2010 (46),Graafschap (14),3-1,2-1,Roda (14)
?,(Sat) 20 Nov 2010 (46),Twente (15),1-2,1-1,AZ Alkmaar (15)
?,(Sat) 20 Nov 2010 (46),Vitesse (15),2-0,1-0,Heracles (15)
?,(Sun) 21 Nov 2010 (46),Den Haag (15),3-0,1-0,NAC Breda (15)
?,(Sun) 21 Nov 2010 (46),Groningen (15),2-0,1-0,Feyenoord (15)
