Date,Team 1,Score,Team 2,Tournament,City
Wed Feb 6 2013,Romania,3-2,Australia,Friendly,Málaga › Spain
Wed Feb 6 2013,Rwanda,2-2,Uganda,Friendly,Kigali › Rwanda
Wed Feb 6 2013,Saudi Arabia,2-1,China PR,AFC Asian Cup qualification,Dammam › Saudi Arabia
Wed Feb 6 2013,Scotland,1-0,Estonia,Friendly,Aberdeen › Scotland
Wed Feb 6 2013,Slovenia,0-3,Bosnia and Herzegovina,Friendly,Ljubljana › Slovenia
Wed Feb 6 2013,Spain,3-1,Uruguay,Friendly,Doha › Qatar
Wed Feb 6 2013,Sweden,2-3,Argentina,Friendly,Solna › Sweden
Wed Feb 6 2013,Tanzania,1-0,Cameroon,Friendly,Dar es Salaam › Tanzania
Wed Feb 6 2013,Thailand,1-3,Kuwait,AFC Asian Cup qualification,Bangkok › Thailand
Wed Feb 6 2013,Turkey,0-2,Czech Republic,Friendly,Manisa › Turkey
Wed Feb 6 2013,Uzbekistan,0-0,Hong Kong,AFC Asian Cup qualification,Tashkent › Uzbekistan
Wed Feb 6 2013,Vietnam,1-2,United Arab Emirates,AFC Asian Cup qualification,Hanoi › Vietnam
Wed Feb 6 2013,Wales,2-1,Austria,Friendly,Swansea › Wales
Wed Feb 6 2013,Yemen,0-2,Bahrain,AFC Asian Cup qualification,Sharjah › United Arab Emirates
Wed Feb 6 2013,Zimbabwe,2-1,Botswana,Friendly,Harare › Zimbabwe
Sat Feb 9 2013,Mali,3-1,Ghana,African Cup of Nations,Port Elizabeth › South Africa
Sat Feb 9 2013,Nepal,0-1,Pakistan,Friendly,Kathmandu › Nepal
Sun Feb 10 2013,Nigeria,1-0,Burkina Faso,African Cup of Nations,Johannesburg › South Africa
Tue Feb 12 2013,Maldives,1-1,Pakistan,Friendly,Malé › Maldives
Thu Feb 14 2013,Maldives,3-0,Pakistan,Friendly,Malé › Maldives
Wed Feb 27 2013,Gambia,0-2,Mauritania,Friendly,Bakau › Gambia
Sat Mar 2 2013,Afghanistan,1-0,Sri Lanka,AFC Challenge Cup qualification,Vientiane › Laos
Sat Mar 2 2013,Burma,5-0,Guam,AFC Challenge Cup qualification,Rangoon › Burma
Sat Mar 2 2013,Gambia,0-0,Mauritania,Friendly,Bakau › Gambia
Sat Mar 2 2013,India,2-1,Chinese Taipei,AFC Challenge Cup qualification,Rangoon › Burma
Sat Mar 2 2013,Laos,1-1,Mongolia,AFC Challenge Cup qualification,Vientiane › Laos
Sat Mar 2 2013,Nepal,6-0,Northern Mariana Islands,AFC Challenge Cup qualification,Kathmandu › Nepal
Sat Mar 2 2013,Palestine,1-0,Bangladesh,AFC Challenge Cup qualification,Kathmandu › Nepal
Mon Mar 4 2013,Guam,0-4,India,AFC Challenge Cup qualification,Rangoon › Burma
Mon Mar 4 2013,Laos,4-2,Sri Lanka,AFC Challenge Cup qualification,Vientiane › Laos
Mon Mar 4 2013,Mongolia,0-1,Afghanistan,AFC Challenge Cup qualification,Vientiane › Laos
Mon Mar 4 2013,Nepal,0-2,Bangladesh,AFC Challenge Cup qualification,Kathmandu › Nepal
Mon Mar 4 2013,Northern Mariana Islands,0-9,Palestine,AFC Challenge Cup qualification,Kathmandu › Nepal
Wed Mar 6 2013,Bangladesh,4-0,Northern Mariana Islands,AFC Challenge Cup qualification,Kathmandu › Nepal
Wed Mar 6 2013,Burma,1-0,India,AFC Challenge Cup qualification,Rangoon › Burma
Wed Mar 6 2013,Laos,1-1,Afghanistan,AFC Challenge Cup qualification,Vientiane › Laos
Wed Mar 6 2013,Nepal,0-0,Palestine,AFC Challenge Cup qualification,Kathmandu › Nepal
Wed Mar 6 2013,Sri Lanka,3-0,Mongolia,AFC Challenge Cup qualification,Vientiane › Laos
Thu Mar 7 2013,Qatar,3-1,Egypt,Friendly,Doha › Qatar
Sat Mar 16 2013,Senegal,0-4,Libya,Friendly,Casablanca › Morocco
Sun Mar 17 2013,Bahrain,0-0,Lebanon,Friendly,Riffa › Bahrain
Sun Mar 17 2013,Kyrgyzstan,1-0,Macau,AFC Challenge Cup qualification,Bishkek › Kyrgyzstan
Sun Mar 17 2013,Malaysia,1-4,Saudi Arabia,Friendly,Shah Alam › Malaysia
Sun Mar 17 2013,Qatar,1-0,Thailand,Friendly,Doha › Qatar
Sun Mar 17 2013,Tajikistan,1-0,Pakistan,AFC Challenge Cup qualification,Bishkek › Kyrgyzstan
Tue Mar 19 2013,Botswana,1-0,Malawi,Friendly,Gaborone › Botswana
Tue Mar 19 2013,Kyrgyzstan,1-0,Pakistan,AFC Challenge Cup qualification,Bishkek › Kyrgyzstan
Tue Mar 19 2013,Macau,0-3,Tajikistan,AFC Challenge Cup qualification,Bishkek › Kyrgyzstan
Wed Mar 20 2013,Oman,3-0,Haiti,Friendly,Muscat › Oman
Wed Mar 20 2013,Rwanda,0-1,Libya,Friendly,Kigali › Rwanda
Thu Mar 21 2013,Ecuador,5-0,El Salvador,Friendly,Quito › Ecuador
Thu Mar 21 2013,Italy,2-2,Brazil,Friendly,Geneva › Switzerland
Thu Mar 21 2013,Jordan,1-0,Belarus,Friendly,Amman › Jordan
Thu Mar 21 2013,Kuwait,2-1,Palestine,Friendly,Kuwait City › Kuwait
Thu Mar 21 2013,Kyrgyzstan,1-0,Tajikistan,AFC Challenge Cup qualification,Bishkek › Kyrgyzstan
Thu Mar 21 2013,Pakistan,2-0,Macau,AFC Challenge Cup qualification,Bishkek › Kyrgyzstan
Fri Mar 22 2013,Andorra,0-2,Turkey,FIFA World Cup qualification,Sant Julià de Lòria › Andorra
Fri Mar 22 2013,Argentina,3-0,Venezuela,FIFA World Cup qualification,Buenos Aires › Argentina
Fri Mar 22 2013,Austria,6-0,Faroe Islands,FIFA World Cup qualification,Vienna › Austria
Fri Mar 22 2013,Bahrain,1-0,Qatar,AFC Asian Cup qualification,Riffa › Bahrain
Fri Mar 22 2013,Bosnia and Herzegovina,3-1,Greece,FIFA World Cup qualification,Zenica › Bosnia and Herzegovina
Fri Mar 22 2013,Bulgaria,6-0,Malta,FIFA World Cup qualification,Sofia › Bulgaria
Fri Mar 22 2013,China PR,1-0,Iraq,AFC Asian Cup qualification,Changsha › China PR
Fri Mar 22 2013,Colombia,5-0,Bolivia,FIFA World Cup qualification,Barranquilla › Colombia
Fri Mar 22 2013,Croatia,2-0,Serbia,FIFA World Cup qualification,Zagreb › Croatia
Fri Mar 22 2013,Czech Republic,0-3,Denmark,FIFA World Cup qualification,Olomouc › Czech Republic
Fri Mar 22 2013,Egypt,10-0,Eswatini,Friendly,Alexandria › Egypt
Fri Mar 22 2013,France,3-1,Georgia,FIFA World Cup qualification,Saint-Denis › France
Fri Mar 22 2013,Honduras,2-2,Mexico,FIFA World Cup qualification,San Pedro Sula › Honduras
Fri Mar 22 2013,Hong Kong,1-0,Vietnam,AFC Asian Cup qualification,Kowloon › Hong Kong
Fri Mar 22 2013,Hungary,2-2,Romania,FIFA World Cup qualification,Budapest › Hungary
Fri Mar 22 2013,Israel,3-3,Portugal,FIFA World Cup qualification,Ramat-Gan › Israel
Fri Mar 22 2013,Jamaica,1-1,Panama,FIFA World Cup qualification,Kingston › Jamaica
Fri Mar 22 2013,Japan,2-1,Canada,Friendly,Doha › Qatar
Fri Mar 22 2013,Kazakhstan,0-3,Germany,FIFA World Cup qualification,Astana › Kazakhstan
Fri Mar 22 2013,Lebanon,5-2,Thailand,AFC Asian Cup qualification,Beirut › Lebanon
Fri Mar 22 2013,Liechtenstein,1-1,Latvia,FIFA World Cup qualification,Vaduz › Liechtenstein
Fri Mar 22 2013,Luxembourg,0-0,Azerbaijan,FIFA World Cup qualification,Luxembourg › Luxembourg
Fri Mar 22 2013,North Macedonia,0-2,Belgium,FIFA World Cup qualification,Skopje › North Macedonia
Fri Mar 22 2013,Malaysia,2-1,Yemen,AFC Asian Cup qualification,Shah Alam › Malaysia
Fri Mar 22 2013,Moldova,0-1,Montenegro,FIFA World Cup qualification,Chişinău › Moldova
Fri Mar 22 2013,Netherlands,3-0,Estonia,FIFA World Cup qualification,Amsterdam › Netherlands
Fri Mar 22 2013,New Zealand,2-1,New Caledonia,FIFA World Cup qualification,Dunedin › New Zealand
Fri Mar 22 2013,Norway,0-1,Albania,FIFA World Cup qualification,Oslo › Norway
Fri Mar 22 2013,Peru,1-0,Chile,FIFA World Cup qualification,Lima › Peru
Fri Mar 22 2013,Poland,1-3,Ukraine,FIFA World Cup qualification,Warsaw › Poland
Fri Mar 22 2013,San Marino,0-8,England,FIFA World Cup qualification,Serravalle › San Marino
Fri Mar 22 2013,Scotland,1-2,Wales,FIFA World Cup qualification,Glasgow › Scotland
Fri Mar 22 2013,Slovakia,1-1,Lithuania,FIFA World Cup qualification,Žilina › Slovakia
Fri Mar 22 2013,Slovenia,1-2,Iceland,FIFA World Cup qualification,Ljubljana › Slovenia
Fri Mar 22 2013,Spain,1-1,Finland,FIFA World Cup qualification,Gijón › Spain
Fri Mar 22 2013,Sweden,0-0,Republic of Ireland,FIFA World Cup qualification,Solna › Sweden
Fri Mar 22 2013,Tahiti,2-0,Solomon Islands,FIFA World Cup qualification,Pirae › French Polynesia
Fri Mar 22 2013,Turkmenistan,7-0,Cambodia,AFC Challenge Cup qualification,Manila › Philippines
Fri Mar 22 2013,United Arab Emirates,2-1,Uzbekistan,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Fri Mar 22 2013,Uruguay,1-1,Paraguay,FIFA World Cup qualification,Montevideo › Uruguay
Fri Mar 22 2013,United States,1-0,Costa Rica,FIFA World Cup qualification,Commerce City › United States
Sat Mar 23 2013,Belize,0-0,Trinidad and Tobago,Friendly,Belmopan › Belize
Sat Mar 23 2013,Burkina Faso,4-0,Niger,FIFA World Cup qualification,Ouagadougou › Burkina Faso
Sat Mar 23 2013,Cameroon,2-1,Togo,FIFA World Cup qualification,Yaoundé › Cameroon
Sat Mar 23 2013,Congo,1-0,Gabon,FIFA World Cup qualification,Pointe-Noire › Congo
Sat Mar 23 2013,Cyprus,0-0,Switzerland,FIFA World Cup qualification,Nicosia › Cyprus
Sat Mar 23 2013,Indonesia,1-2,Saudi Arabia,AFC Asian Cup qualification,Jakarta › Indonesia
Sat Mar 23 2013,Ivory Coast,3-0,Gambia,FIFA World Cup qualification,Abidjan › Ivory Coast
Sat Mar 23 2013,Namibia,0-1,Malawi,FIFA World Cup qualification,Windhoek › Namibia
Sat Mar 23 2013,Nigeria,1-1,Kenya,FIFA World Cup qualification,Calabar › Nigeria
Sat Mar 23 2013,Senegal,1-1,Angola,FIFA World Cup qualification,Conakry › Guinea
Sat Mar 23 2013,South Africa,2-0,Central African Republic,FIFA World Cup qualification,Cape Town › South Africa
Sat Mar 23 2013,Tunisia,2-1,Sierra Leone,FIFA World Cup qualification,Radès › Tunisia
Sun Mar 24 2013,DR Congo,0-0,Libya,FIFA World Cup qualification,Kinshasa › DR Congo
Sun Mar 24 2013,Dominican Republic,3-1,Haiti,Friendly,San Cristóbal › Dominican Republic
Sun Mar 24 2013,Equatorial Guinea,0-3,Cape Verde,FIFA World Cup qualification,Malabo › Equatorial Guinea
Sun Mar 24 2013,Ethiopia,1-0,Botswana,FIFA World Cup qualification,Addis Ababa › Ethiopia
Sun Mar 24 2013,Ghana,4-0,Sudan,FIFA World Cup qualification,Kumasi › Ghana
Sun Mar 24 2013,Lesotho,1-1,Zambia,FIFA World Cup qualification,Maseru › Lesotho
Sun Mar 24 2013,Liberia,2-0,Uganda,FIFA World Cup qualification,Paynesville › Liberia
Sun Mar 24 2013,Mozambique,0-0,Guinea,FIFA World Cup qualification,Maputo › Mozambique
Sun Mar 24 2013,Philippines,8-0,Cambodia,AFC Challenge Cup qualification,Manila › Philippines
Sun Mar 24 2013,Rwanda,1-2,Mali,FIFA World Cup qualification,Kigali › Rwanda
Sun Mar 24 2013,Tanzania,3-1,Morocco,FIFA World Cup qualification,Dar es Salaam › Tanzania
Mon Mar 25 2013,Canada,0-2,Belarus,Friendly,Doha › Qatar
Mon Mar 25 2013,Russia,1-1,Brazil,Friendly,London › England
Tue Mar 26 2013,Albania,4-1,Lithuania,Friendly,Tirana › Albania
Tue Mar 26 2013,Algeria,3-1,Benin,FIFA World Cup qualification,Blida › Algeria
Tue Mar 26 2013,Armenia,0-3,Czech Republic,FIFA World Cup qualification,Yerevan › Armenia
Tue Mar 26 2013,Australia,2-2,Oman,FIFA World Cup qualification,Sydney › Australia
Tue Mar 26 2013,Azerbaijan,0-2,Portugal,FIFA World Cup qualification,Baku › Azerbaijan
Tue Mar 26 2013,Belgium,1-0,North Macedonia,FIFA World Cup qualification,Brussels › Belgium
Tue Mar 26 2013,Bolivia,1-1,Argentina,FIFA World Cup qualification,La Paz › Bolivia
Tue Mar 26 2013,Chile,2-0,Uruguay,FIFA World Cup qualification,Santiago › Chile
Tue Mar 26 2013,Costa Rica,2-0,Jamaica,FIFA World Cup qualification,San José › Costa Rica
Tue Mar 26 2013,Denmark,1-1,Bulgaria,FIFA World Cup qualification,Copenhagen › Denmark
Tue Mar 26 2013,Ecuador,4-1,Paraguay,FIFA World Cup qualification,Quito › Ecuador
Tue Mar 26 2013,Egypt,2-1,Zimbabwe,FIFA World Cup qualification,Alexandria › Egypt
Tue Mar 26 2013,Estonia,2-0,Andorra,FIFA World Cup qualification,Tallinn › Estonia
Tue Mar 26 2013,France,0-1,Spain,FIFA World Cup qualification,Saint-Denis › France
Tue Mar 26 2013,Germany,4-1,Kazakhstan,FIFA World Cup qualification,Nuremberg › Germany
Tue Mar 26 2013,Iraq,2-1,Syria,Friendly,Baghdad › Iraq
Tue Mar 26 2013,Republic of Ireland,2-2,Austria,FIFA World Cup qualification,Dublin › Republic of Ireland
Tue Mar 26 2013,Jordan,2-1,Japan,FIFA World Cup qualification,Amman › Jordan
Tue Mar 26 2013,South Korea,2-1,Qatar,FIFA World Cup qualification,Seoul › South Korea
Tue Mar 26 2013,Kuwait,1-1,Iran,AFC Asian Cup qualification,Kuwait City › Kuwait
Tue Mar 26 2013,Luxembourg,0-3,Finland,Friendly,Luxembourg › Luxembourg
Tue Mar 26 2013,Malaysia,0-2,Palestine,Friendly,Kuantan › Malaysia
Tue Mar 26 2013,Malta,0-2,Italy,FIFA World Cup qualification,Attard › Malta
Tue Mar 26 2013,Mexico,0-0,United States,FIFA World Cup qualification,Mexico City › Mexico
Tue Mar 26 2013,Montenegro,1-1,England,FIFA World Cup qualification,Podgorica › Montenegro
Tue Mar 26 2013,Netherlands,4-0,Romania,FIFA World Cup qualification,Amsterdam › Netherlands
Tue Mar 26 2013,New Caledonia,1-0,Tahiti,FIFA World Cup qualification,Nouméa › New Caledonia
Tue Mar 26 2013,Northern Ireland,0-2,Israel,FIFA World Cup qualification,Belfast › Northern Ireland
Tue Mar 26 2013,Panama,2-0,Honduras,FIFA World Cup qualification,Panama City › Panama
Tue Mar 26 2013,Peru,3-0,Trinidad and Tobago,Friendly,Lima › Peru
Tue Mar 26 2013,Philippines,1-0,Turkmenistan,AFC Challenge Cup qualification,Manila › Philippines
Tue Mar 26 2013,Poland,5-0,San Marino,FIFA World Cup qualification,Warsaw › Poland
Tue Mar 26 2013,Serbia,2-0,Scotland,FIFA World Cup qualification,Novi Sad › Serbia
Tue Mar 26 2013,Slovakia,0-0,Sweden,Friendly,Žilina › Slovakia
Tue Mar 26 2013,Solomon Islands,0-2,New Zealand,FIFA World Cup qualification,Honiara › Solomon Islands
Tue Mar 26 2013,Turkey,1-1,Hungary,FIFA World Cup qualification,Istanbul › Turkey
Tue Mar 26 2013,Ukraine,2-1,Moldova,FIFA World Cup qualification,Odesa › Ukraine
Tue Mar 26 2013,Uzbekistan,1-0,Lebanon,FIFA World Cup qualification,Tashkent › Uzbekistan
Tue Mar 26 2013,Venezuela,1-0,Colombia,FIFA World Cup qualification,Puerto Ordaz › Venezuela
Tue Mar 26 2013,Wales,1-2,Croatia,FIFA World Cup qualification,Swansea › Wales
Sat Apr 6 2013,Bolivia,0-4,Brazil,Friendly,Santa Cruz › Bolivia
Wed Apr 17 2013,Mexico,0-0,Peru,Friendly,San Francisco › United States
Wed Apr 17 2013,Qatar,2-0,Palestine,Friendly,Doha › Qatar
Sun Apr 21 2013,Saint Vincent and the Grenadines,0-2,Saint Lucia,Windward Islands Tournament,Kingstown › Saint Vincent and the Grenadines
