Date,Team 1,Score,Team 2,Tournament,City
Tue Jan 2 2018,Iraq,0-0,United Arab Emirates,Gulf Cup,Kuwait City › Kuwait
Tue Jan 2 2018,Oman,1-0,Bahrain,Gulf Cup,Kuwait City › Kuwait
Fri Jan 5 2018,Oman,0-0,United Arab Emirates,Gulf Cup,Kuwait City › Kuwait
Sun Jan 7 2018,Estonia,1-1,Sweden,Friendly,Abu Dhabi › United Arab Emirates
Thu Jan 11 2018,Denmark,0-1,Sweden,Friendly,Abu Dhabi › United Arab Emirates
Thu Jan 11 2018,Indonesia,0-6,Iceland,Friendly,Sleman › Indonesia
Thu Jan 11 2018,Jordan,1-2,Finland,Friendly,Abu Dhabi › United Arab Emirates
Sat Jan 13 2018,Morocco,4-0,Mauritania,African Nations Championship,Casablanca › Morocco
Sun Jan 14 2018,Indonesia,1-4,Iceland,Friendly,Jakarta › Indonesia
Sun Jan 14 2018,Guinea,1-2,Sudan,African Nations Championship,Casablanca › Morocco
Sun Jan 14 2018,Ivory Coast,0-1,Namibia,African Nations Championship,Marrakech › Morocco
Sun Jan 14 2018,Zambia,3-1,Uganda,African Nations Championship,Marrakech › Morocco
Mon Jan 15 2018,Libya,3-0,Equatorial Guinea,African Nations Championship,Tangiers › Morocco
Mon Jan 15 2018,Nigeria,0-0,Rwanda,African Nations Championship,Tangiers › Morocco
Tue Jan 16 2018,Angola,0-0,Burkina Faso,African Nations Championship,Agadir › Morocco
Tue Jan 16 2018,Cameroon,0-1,Congo,African Nations Championship,Agadir › Morocco
Wed Jan 17 2018,Morocco,3-1,Guinea,African Nations Championship,Casablanca › Morocco
Wed Jan 17 2018,Sudan,1-0,Mauritania,African Nations Championship,Casablanca › Morocco
Thu Jan 18 2018,Ivory Coast,0-2,Zambia,African Nations Championship,Marrakech › Morocco
Thu Jan 18 2018,Uganda,0-1,Namibia,African Nations Championship,Marrakech › Morocco
Fri Jan 19 2018,Libya,0-1,Nigeria,African Nations Championship,Tangiers › Morocco
Fri Jan 19 2018,Rwanda,1-0,Equatorial Guinea,African Nations Championship,Tangiers › Morocco
Sat Jan 20 2018,Angola,1-0,Cameroon,African Nations Championship,Agadir › Morocco
Sat Jan 20 2018,Congo,2-0,Burkina Faso,African Nations Championship,Agadir › Morocco
Sun Jan 21 2018,Mauritania,0-1,Guinea,African Nations Championship,Marrakech › Morocco
Sun Jan 21 2018,Sudan,0-0,Morocco,African Nations Championship,Casablanca › Morocco
Mon Jan 22 2018,Namibia,1-1,Zambia,African Nations Championship,Casablanca › Morocco
