Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 2 2011,Iran,1-0,Angola,Friendly,Doha › Qatar
Sun Jan 2 2011,Iraq,2-3,China PR,Friendly,Doha › Qatar
Sun Jan 2 2011,Jordan,2-2,Uzbekistan,Friendly,Dubai › United Arab Emirates
Sun Jan 2 2011,United Arab Emirates,2-0,Syria,Friendly,Al Ain › United Arab Emirates
Tue Jan 4 2011,Bahrain,0-1,North Korea,Friendly,Riffa › Bahrain
Tue Jan 4 2011,Saudi Arabia,0-0,Angola,Friendly,Dammam › Saudi Arabia
Wed Jan 5 2011,Egypt,5-1,Tanzania,Nile Basin Tournament,Cairo › Egypt
Wed Jan 5 2011,Kenya,1-0,Sudan,Nile Basin Tournament,Cairo › Egypt
Wed Jan 5 2011,Uganda,3-1,Burundi,Nile Basin Tournament,Cairo › Egypt
Wed Jan 5 2011,United Arab Emirates,0-0,Australia,Friendly,al-Ain › United Arab Emirates
Fri Jan 7 2011,Qatar,0-2,Uzbekistan,AFC Asian Cup,Doha › Qatar
Sat Jan 8 2011,DR Congo,1-0,Kenya,Nile Basin Tournament,Cairo › Egypt
Sat Jan 8 2011,Egypt,1-0,Uganda,Nile Basin Tournament,Cairo › Egypt
Sat Jan 8 2011,Kuwait,0-2,China PR,AFC Asian Cup,Doha › Qatar
Sat Jan 8 2011,Tanzania,1-1,Burundi,Nile Basin Tournament,Cairo › Egypt
Sun Jan 9 2011,Japan,1-1,Jordan,AFC Asian Cup,Doha › Qatar
Sun Jan 9 2011,Saudi Arabia,1-2,Syria,AFC Asian Cup,Rayyan › Qatar
Mon Jan 10 2011,India,0-4,Australia,AFC Asian Cup,Doha › Qatar
Mon Jan 10 2011,South Korea,2-1,Bahrain,AFC Asian Cup,Doha › Qatar
Tue Jan 11 2011,DR Congo,2-1,Sudan,Nile Basin Tournament,Cairo › Egypt
Tue Jan 11 2011,Egypt,3-0,Burundi,Nile Basin Tournament,Ismailia › Egypt
Tue Jan 11 2011,Iraq,1-2,Iran,AFC Asian Cup,Rayyan › Qatar
Tue Jan 11 2011,North Korea,0-0,United Arab Emirates,AFC Asian Cup,Doha › Qatar
