Date,Team 1,Score,Team 2,Tournament,City
Sat Jan 6 2007,Martinique,3-0,Guadeloupe,Friendly,Le Lamentin › Martinique
Sun Jan 7 2007,Haiti,2-0,Bermuda,CFU Caribbean Cup qualification,Couva › Trinidad and Tobago
Sun Jan 7 2007,Singapore,4-1,Philippines,Friendly,Singapore › Singapore
Sun Jan 7 2007,Yemen,4-1,Eritrea,Friendly,Sana'a › Yemen
Mon Jan 8 2007,Saudi Arabia,3-0,Gambia,Friendly,Dammam › Saudi Arabia
Tue Jan 9 2007,Bermuda,0-3,Haiti,CFU Caribbean Cup qualification,Couva › Trinidad and Tobago
Thu Jan 11 2007,Costa Rica,2-0,Nicaragua,Friendly,San José › Costa Rica
Thu Jan 11 2007,Saudi Arabia,2-1,Syria,Friendly,Dammam › Saudi Arabia
Fri Jan 12 2007,Haiti,1-0,Martinique,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Fri Jan 12 2007,Malaysia,4-0,Philippines,AFF Championship,Bangkok › Thailand
Fri Jan 12 2007,Thailand,1-1,Burma,AFF Championship,Bangkok › Thailand
Fri Jan 12 2007,Trinidad and Tobago,1-1,Barbados,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Sat Jan 13 2007,Indonesia,3-1,Laos,AFF Championship,Singapore › Singapore
Sat Jan 13 2007,Qatar,1-1,Oman,Friendly,Doha › Qatar
Sat Jan 13 2007,Singapore,0-0,Vietnam,AFF Championship,Singapore › Singapore
Sun Jan 14 2007,Cuba,1-2,Guadeloupe,CFU Caribbean Cup,San Fernando › Trinidad and Tobago
Sun Jan 14 2007,Malaysia,0-0,Burma,AFF Championship,Bangkok › Thailand
Sun Jan 14 2007,Panama,1-1,Armenia,Friendly,Monterey Park › United States
Sun Jan 14 2007,Thailand,4-0,Philippines,AFF Championship,Bangkok › Thailand
Sun Jan 14 2007,Venezuela,2-0,Sweden,Friendly,Maracaibo › Venezuela
Mon Jan 15 2007,Haiti,2-0,Barbados,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Mon Jan 15 2007,Singapore,11-0,Laos,AFF Championship,Singapore › Singapore
Mon Jan 15 2007,Trinidad and Tobago,5-1,Martinique,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Mon Jan 15 2007,Vietnam,1-1,Indonesia,AFF Championship,Singapore › Singapore
Tue Jan 16 2007,Burma,0-0,Philippines,AFF Championship,Bangkok › Thailand
Tue Jan 16 2007,Guadeloupe,3-4,Guyana,CFU Caribbean Cup,San Fernando › Trinidad and Tobago
Tue Jan 16 2007,Thailand,1-0,Malaysia,AFF Championship,Bangkok › Thailand
Wed Jan 17 2007,Barbados,2-3,Martinique,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Wed Jan 17 2007,Kuwait,1-1,Yemen,Gulf Cup,Abu Dhabi › United Arab Emirates
Wed Jan 17 2007,Singapore,2-2,Indonesia,AFF Championship,Singapore › Singapore
Wed Jan 17 2007,Trinidad and Tobago,3-1,Haiti,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Wed Jan 17 2007,United Arab Emirates,1-2,Oman,Gulf Cup,Abu Dhabi › United Arab Emirates
Wed Jan 17 2007,Vietnam,9-0,Laos,AFF Championship,Singapore › Singapore
Thu Jan 18 2007,Cuba,0-0,Guyana,CFU Caribbean Cup,San Fernando › Trinidad and Tobago
Thu Jan 18 2007,Ecuador,2-1,Sweden,Friendly,Cuenca › Ecuador
Thu Jan 18 2007,Qatar,0-1,Iraq,Gulf Cup,Abu Dhabi › United Arab Emirates
Thu Jan 18 2007,Saudi Arabia,2-1,Bahrain,Gulf Cup,Abu Dhabi › United Arab Emirates
Thu Jan 18 2007,Saint Vincent and the Grenadines,0-1,Guadeloupe,CFU Caribbean Cup,San Fernando › Trinidad and Tobago
Sat Jan 20 2007,Guadeloupe,1-3,Haiti,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Sat Jan 20 2007,Kuwait,1-2,Oman,Gulf Cup,Abu Dhabi › United Arab Emirates
Sat Jan 20 2007,Trinidad and Tobago,3-1,Cuba,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Sat Jan 20 2007,United Arab Emirates,2-1,Yemen,Gulf Cup,Abu Dhabi › United Arab Emirates
Sun Jan 21 2007,Bahrain,1-1,Iraq,Gulf Cup,Abu Dhabi › United Arab Emirates
Sun Jan 21 2007,Ecuador,1-1,Sweden,Friendly,Quito › Ecuador
Sun Jan 21 2007,Saudi Arabia,1-1,Qatar,Gulf Cup,Abu Dhabi › United Arab Emirates
Tue Jan 23 2007,Cuba,2-1,Guadeloupe,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Tue Jan 23 2007,Malaysia,1-1,Singapore,AFF Championship,Shah Alam › Malaysia
Tue Jan 23 2007,Oman,2-1,Yemen,Gulf Cup,Abu Dhabi › United Arab Emirates
Tue Jan 23 2007,Trinidad and Tobago,1-2,Haiti,CFU Caribbean Cup,Port of Spain › Trinidad and Tobago
Tue Jan 23 2007,United Arab Emirates,3-2,Kuwait,Gulf Cup,Abu Dhabi › United Arab Emirates
Wed Jan 24 2007,Qatar,1-2,Bahrain,Gulf Cup,Abu Dhabi › United Arab Emirates
Wed Jan 24 2007,Saudi Arabia,1-0,Iraq,Gulf Cup,Abu Dhabi › United Arab Emirates
Wed Jan 24 2007,Vietnam,0-2,Thailand,AFF Championship,Hanoi › Vietnam
Wed Jan 24 2007,Zanzibar,2-1,Northern Cyprus,Friendly,Zanzibar › Zanzibar
Sat Jan 27 2007,Oman,1-0,Bahrain,Gulf Cup,Abu Dhabi › United Arab Emirates
Sat Jan 27 2007,Singapore,1-1,Malaysia,AFF Championship,Singapore › Singapore
Sat Jan 27 2007,United Arab Emirates,1-0,Saudi Arabia,Gulf Cup,Abu Dhabi › United Arab Emirates
Sun Jan 28 2007,Thailand,0-0,Vietnam,AFF Championship,Bangkok › Thailand
Tue Jan 30 2007,United Arab Emirates,1-0,Oman,Gulf Cup,Abu Dhabi › United Arab Emirates
Wed Jan 31 2007,Panama,2-1,Trinidad and Tobago,Friendly,Panama City › Panama
Wed Jan 31 2007,Singapore,2-1,Thailand,AFF Championship,Singapore › Singapore
Sat Feb 3 2007,Poland,4-0,Estonia,Friendly,Jerez de la Frontera › Spain
Sun Feb 4 2007,Costa Rica,4-0,Trinidad and Tobago,Friendly,Alajuela › Costa Rica
Sun Feb 4 2007,Thailand,1-1,Singapore,AFF Championship,Bangkok › Thailand
Tue Feb 6 2007,Australia,1-3,Denmark,Friendly,London › England
Tue Feb 6 2007,Botswana,1-0,Namibia,Friendly,Gaborone › Botswana
Tue Feb 6 2007,Cyprus,2-1,Hungary,Cyprus International Tournament,Limassol › Cyprus
Tue Feb 6 2007,Greece,0-1,South Korea,Friendly,London › England
Tue Feb 6 2007,Ivory Coast,1-0,Guinea,Friendly,Le Havre › France
Tue Feb 6 2007,Latvia,0-2,Bulgaria,Cyprus International Tournament,Larnaca › Cyprus
Tue Feb 6 2007,Lithuania,1-3,Mali,Friendly,La Courneuve › France
Tue Feb 6 2007,Nigeria,1-4,Ghana,Friendly,Brentford › England
Tue Feb 6 2007,Northern Ireland,0-0,Wales,Friendly,Belfast › Northern Ireland
Tue Feb 6 2007,Portugal,2-0,Brazil,Friendly,London › England
Wed Feb 7 2007,Albania,0-1,North Macedonia,Friendly,Shkodër › Albania
Wed Feb 7 2007,Algeria,2-1,Libya,Friendly,Algiers › Algeria
Wed Feb 7 2007,Andorra,0-0,Armenia,Friendly,Sant Julià de Lòria › Andorra
Wed Feb 7 2007,Belgium,0-2,Czech Republic,Friendly,Brussels › Belgium
Wed Feb 7 2007,China PR,2-1,Kazakhstan,Friendly,Guangzhou › China PR
Wed Feb 7 2007,Colombia,1-3,Uruguay,Friendly,Cúcuta › Colombia
Wed Feb 7 2007,Croatia,2-1,Norway,Friendly,Rijeka › Croatia
Wed Feb 7 2007,Cyprus,0-3,Bulgaria,Cyprus International Tournament,Nicosia › Cyprus
Wed Feb 7 2007,Egypt,2-0,Sweden,Friendly,Cairo › Egypt
Wed Feb 7 2007,England,0-1,Spain,Friendly,Manchester › England
Wed Feb 7 2007,France,0-1,Argentina,Friendly,Saint-Denis › France
Wed Feb 7 2007,Georgia,1-0,Turkey,Friendly,Tbilisi › Georgia
Wed Feb 7 2007,Germany,3-1,Switzerland,Friendly,Düsseldorf › Germany
Wed Feb 7 2007,Iran,2-2,Belarus,Friendly,Teheran › Iran
Wed Feb 7 2007,Israel,1-1,Ukraine,Friendly,Ramat-Gan › Israel
Wed Feb 7 2007,Latvia,0-2,Hungary,Cyprus International Tournament,Limassol › Cyprus
Wed Feb 7 2007,Luxembourg,2-1,Gambia,Friendly,Hesperange › Luxembourg
Wed Feb 7 2007,Malta,1-1,Austria,Friendly,Attard › Malta
Wed Feb 7 2007,Morocco,1-1,Tunisia,Friendly,Casablanca › Morocco
Wed Feb 7 2007,Netherlands,4-1,Russia,Friendly,Amsterdam › Netherlands
Wed Feb 7 2007,Poland,2-2,Slovakia,Friendly,Jerez de la Frontera › Spain
Wed Feb 7 2007,Romania,2-0,Moldova,Friendly,Bucharest › Romania
Wed Feb 7 2007,San Marino,1-2,Republic of Ireland,UEFA Euro qualification,Serravalle › San Marino
Wed Feb 7 2007,Senegal,2-1,Benin,Friendly,Rouen › France
Wed Feb 7 2007,Slovenia,1-0,Estonia,Friendly,Domžale › Slovenia
Wed Feb 7 2007,Togo,2-2,Cameroon,Friendly,Lomé › Togo
Wed Feb 7 2007,United States,2-0,Mexico,Friendly,Glendale › United States
Wed Feb 7 2007,Uzbekistan,0-0,Azerbaijan,Friendly,Qarshi › Uzbekistan
Wed Feb 7 2007,Venezuela,0-1,Chile,Friendly,Maracaibo › Venezuela
Thu Feb 8 2007,El Salvador,2-1,Belize,UNCAF Cup,San Salvador › El Salvador
Thu Feb 8 2007,Guatemala,1-0,Nicaragua,UNCAF Cup,San Salvador › El Salvador
Fri Feb 9 2007,Costa Rica,3-1,Honduras,UNCAF Cup,San Salvador › El Salvador
Sat Feb 10 2007,El Salvador,2-1,Nicaragua,UNCAF Cup,San Salvador › El Salvador
Sat Feb 10 2007,Guatemala,1-0,Belize,UNCAF Cup,San Salvador › El Salvador
Sun Feb 11 2007,Honduras,1-1,Panama,UNCAF Cup,San Salvador › El Salvador
Mon Feb 12 2007,El Salvador,0-0,Guatemala,UNCAF Cup,San Salvador › El Salvador
Mon Feb 12 2007,Nicaragua,4-2,Belize,UNCAF Cup,San Salvador › El Salvador
Tue Feb 13 2007,Lesotho,0-1,Eswatini,Friendly,Maseru › Lesotho
Tue Feb 13 2007,Panama,1-0,Costa Rica,UNCAF Cup,San Salvador › El Salvador
Thu Feb 15 2007,Nicaragua,1-9,Honduras,UNCAF Cup,San Salvador › El Salvador
Fri Feb 16 2007,El Salvador,0-2,Costa Rica,UNCAF Cup,San Salvador › El Salvador
Fri Feb 16 2007,Panama,2-0,Guatemala,UNCAF Cup,San Salvador › El Salvador
Sun Feb 18 2007,Costa Rica,1-1,Panama,UNCAF Cup,San Salvador › El Salvador
Sun Feb 18 2007,El Salvador,0-1,Guatemala,UNCAF Cup,San Salvador › El Salvador
Thu Feb 22 2007,Benin,0-1,Chad,Friendly,Cotonou › Benin
Wed Feb 28 2007,Mexico,3-1,Venezuela,Friendly,San Diego › United States
Mon Mar 5 2007,Congo,2-1,Equatorial Guinea,Friendly,N'Djamena › Chad
Tue Mar 6 2007,Chad,3-2,Central African Republic,Friendly,N'Djamena › Chad
Wed Mar 7 2007,Azerbaijan,1-0,Uzbekistan,Friendly,Shymkent › Kazakhstan
Wed Mar 7 2007,Congo,2-2,Gabon,Friendly,N'Djamena › Chad
Wed Mar 7 2007,Kazakhstan,2-0,Kyrgyzstan,Friendly,Shymkent › Kazakhstan
Fri Mar 9 2007,Equatorial Guinea,1-1,Gabon,Friendly,N'Djamena › Chad
Fri Mar 9 2007,Kazakhstan,1-0,Azerbaijan,Friendly,Shymkent › Kazakhstan
Fri Mar 9 2007,Kyrgyzstan,0-6,Uzbekistan,Friendly,Shymkent › Kazakhstan
Sun Mar 11 2007,Azerbaijan,1-0,Kyrgyzstan,Friendly,Shymkent › Kazakhstan
Sun Mar 11 2007,Chad,1-2,Gabon,Friendly,N'Djamena › Chad
Sun Mar 11 2007,Kazakhstan,1-1,Uzbekistan,Friendly,Shymkent › Kazakhstan
Mon Mar 12 2007,Congo,4-1,Central African Republic,Friendly,N'Djamena › Chad
Fri Mar 16 2007,Gabon,0-1,Congo,Friendly,N'Djamena › Chad
Sun Mar 18 2007,Eswatini,0-1,Lesotho,Friendly,Lobamba › Eswatini
Tue Mar 20 2007,Libya,0-0,Mauritania,Friendly,Tripoli › Libya
Wed Mar 21 2007,Mauritius,0-3,Ivory Coast,Friendly,Belle Vue › Mauritius
Thu Mar 22 2007,Jamaica,0-2,Switzerland,Friendly,Fort Lauderdale › United States
Sat Mar 24 2007,Albania,0-0,Slovenia,UEFA Euro qualification,Shkodër › Albania
Sat Mar 24 2007,Algeria,2-0,Cape Verde,African Cup of Nations qualification,Algiers › Algeria
Sat Mar 24 2007,Austria,1-1,Ghana,Friendly,Graz › Austria
Sat Mar 24 2007,Brazil,4-0,Chile,Friendly,Gothenburg › Sweden
Sat Mar 24 2007,Burkina Faso,1-1,Mozambique,African Cup of Nations qualification,Ouagadougou › Burkina Faso
Sat Mar 24 2007,Cameroon,3-1,Liberia,African Cup of Nations qualification,Yaoundé › Cameroon
Sat Mar 24 2007,Chad,0-3,South Africa,African Cup of Nations qualification,N'Djamena › Chad
Sat Mar 24 2007,China PR,0-2,Australia,Friendly,Guangzhou › China PR
