Date,Team 1,Score,Team 2,Tournament,City
Wed Feb 9 2000,Honduras,5-1,El Salvador,Friendly,San Pedro Sula › Honduras
Thu Feb 10 2000,Andorra,0-0,Azerbaijan,Malta International Tournament,Attard › Malta
Thu Feb 10 2000,Cameroon,3-0,Tunisia,African Cup of Nations,Accra › Ghana
Thu Feb 10 2000,Hong Kong,0-0,Singapore,Friendly,Victoria › Hong Kong
Thu Feb 10 2000,Kuwait,6-1,Turkmenistan,AFC Asian Cup qualification,Kuwait City › Kuwait
Thu Feb 10 2000,Malta,0-1,Albania,Malta International Tournament,Attard › Malta
Thu Feb 10 2000,Nepal,0-3,Yemen,AFC Asian Cup qualification,Kuwait City › Kuwait
Thu Feb 10 2000,Nigeria,2-0,South Africa,African Cup of Nations,Lagos › Nigeria
Sat Feb 12 2000,Australia,0-0,Slovakia,Friendly,Valparaíso › Chile
Sat Feb 12 2000,Chile,3-2,Bulgaria,Friendly,Valparaíso › Chile
Sat Feb 12 2000,Colombia,1-0,Jamaica,Gold Cup,Miami › United States
Sat Feb 12 2000,Nepal,3-0,Bhutan,AFC Asian Cup qualification,Kuwait City › Kuwait
Sat Feb 12 2000,South Africa,2-2,Tunisia,African Cup of Nations,Accra › Ghana
Sat Feb 12 2000,United States,3-0,Haiti,Gold Cup,Miami › United States
Sat Feb 12 2000,Yemen,0-1,Turkmenistan,AFC Asian Cup qualification,Kuwait City › Kuwait
Sun Feb 13 2000,Costa Rica,2-2,Canada,Gold Cup,San Diego › United States
Sun Feb 13 2000,Dominican Republic,1-0,British Virgin Islands,Friendly,Santo Domingo › Dominican Republic
Sun Feb 13 2000,Macau,1-0,Brunei,AFC Asian Cup qualification,Macau › Macau
Sun Feb 13 2000,Mexico,4-0,Trinidad and Tobago,Gold Cup,San Diego › United States
Sun Feb 13 2000,Nigeria,2-2,Cameroon,African Cup of Nations,Lagos › Nigeria
Sun Feb 13 2000,Singapore,0-3,Japan,AFC Asian Cup qualification,Macau › Macau
Sun Feb 13 2000,Syria,0-0,North Korea,Friendly,Damascus › Syria
Mon Feb 14 2000,Haiti,1-1,Peru,Gold Cup,Miami › United States
Mon Feb 14 2000,Jamaica,0-2,Honduras,Gold Cup,Miami › United States
Mon Feb 14 2000,Kuwait,20-0,Bhutan,AFC Asian Cup qualification,Kuwait City › Kuwait
Mon Feb 14 2000,Turkmenistan,5-0,Nepal,AFC Asian Cup qualification,Kuwait City › Kuwait
Tue Feb 15 2000,Australia,1-1,Bulgaria,Friendly,Valparaíso › Chile
Tue Feb 15 2000,Canada,0-0,South Korea,Gold Cup,Los Angeles › United States
Tue Feb 15 2000,Chile,0-2,Slovakia,Friendly,Valparaíso › Chile
Tue Feb 15 2000,Malaysia,2-0,Maldives,Friendly,Kuala Lumpur › Malaysia
Tue Feb 15 2000,Trinidad and Tobago,4-2,Guatemala,Gold Cup,Los Angeles › United States
Wed Feb 16 2000,Bhutan,0-8,Turkmenistan,AFC Asian Cup qualification,Kuwait City › Kuwait
Wed Feb 16 2000,Honduras,2-0,Colombia,Gold Cup,Miami › United States
Wed Feb 16 2000,Japan,9-0,Brunei,AFC Asian Cup qualification,Macau › Macau
Wed Feb 16 2000,Kuwait,2-0,Yemen,AFC Asian Cup qualification,Kuwait City › Kuwait
Wed Feb 16 2000,Lebanon,1-0,North Korea,Friendly,Beirut › Lebanon
Wed Feb 16 2000,Macau,0-1,Singapore,AFC Asian Cup qualification,Macau › Macau
Wed Feb 16 2000,Panama,4-1,El Salvador,Friendly,Panama City › Panama
Wed Feb 16 2000,United States,1-0,Peru,Gold Cup,Miami › United States
Thu Feb 17 2000,Barbados,1-0,Saint Kitts and Nevis,Friendly,Bridgetown › Barbados
Thu Feb 17 2000,South Korea,2-2,Costa Rica,Gold Cup,Los Angeles › United States
Thu Feb 17 2000,Malaysia,3-0,Maldives,Friendly,Kuala Lumpur › Malaysia
Thu Feb 17 2000,Mexico,1-1,Guatemala,Gold Cup,Los Angeles › United States
Fri Feb 18 2000,Kuwait,5-0,Nepal,AFC Asian Cup qualification,Kuwait City › Kuwait
Fri Feb 18 2000,Yemen,11-2,Bhutan,AFC Asian Cup qualification,Kuwait City › Kuwait
Sat Feb 19 2000,Dominica,2-0,Antigua and Barbuda,Friendly,Roseau › Dominica
Sat Feb 19 2000,Honduras,3-5,Peru,Gold Cup,Miami › United States
Sat Feb 19 2000,Oman,1-4,Switzerland,Friendly,Muscat › Oman
Sat Feb 19 2000,United Arab Emirates,1-1,Slovenia,Friendly,Muscat › Oman
Sat Feb 19 2000,United States,2-2,Colombia,Gold Cup,Miami › United States
Sun Feb 20 2000,Costa Rica,1-2,Trinidad and Tobago,Gold Cup,San Diego › United States
Sun Feb 20 2000,Lesotho,1-0,Eswatini,Friendly,Maseru › Lesotho
Sun Feb 20 2000,Macau,0-3,Japan,AFC Asian Cup qualification,Macau › Macau
Sun Feb 20 2000,Mexico,1-2,Canada,Gold Cup,San Diego › United States
Sun Feb 20 2000,Singapore,1-0,Brunei,AFC Asian Cup qualification,Macau › Macau
Sun Feb 20 2000,Thailand,0-0,Finland,King's Cup,Bangkok › Thailand
Sun Feb 20 2000,Kernow,1-2,Guernsey,Friendly,Cornwall › England
Mon Feb 21 2000,Oman,0-1,United Arab Emirates,Friendly,Muscat › Oman
Wed Feb 23 2000,Belgium,1-1,Portugal,Friendly,Charleroi › Belgium
Wed Feb 23 2000,Colombia,2-1,Peru,Gold Cup,San Diego › United States
Wed Feb 23 2000,Croatia,0-0,Spain,Friendly,Split › Croatia
Wed Feb 23 2000,England,0-0,Argentina,Friendly,London › England
Wed Feb 23 2000,Estonia,2-4,Finland,King's Cup,Bangkok › Thailand
Wed Feb 23 2000,France,1-0,Poland,Friendly,Saint-Denis › France
Wed Feb 23 2000,Greece,4-1,Austria,Friendly,Kalamáta › Greece
Wed Feb 23 2000,Hungary,0-3,Australia,Friendly,Budapest › Hungary
Wed Feb 23 2000,Republic of Ireland,3-2,Czech Republic,Friendly,Dublin › Republic of Ireland
Wed Feb 23 2000,Israel,4-1,Russia,Friendly,Haifa › Israel
Wed Feb 23 2000,Italy,1-0,Sweden,Friendly,Palermo › Italy
Wed Feb 23 2000,Lebanon,1-1,Jordan,Friendly,Tripoli › Lebanon
Wed Feb 23 2000,Luxembourg,1-3,Northern Ireland,Friendly,Luxembourg › Luxembourg
Wed Feb 23 2000,North Macedonia,1-2,Serbia,Friendly,Skopje › North Macedonia
Wed Feb 23 2000,Netherlands,2-1,Germany,Friendly,Amsterdam › Netherlands
Wed Feb 23 2000,Oman,0-4,Slovenia,Friendly,Muscat › Oman
Wed Feb 23 2000,Qatar,0-1,Wales,Friendly,Doha › Qatar
Wed Feb 23 2000,Thailand,0-7,Brazil,King's Cup,Bangkok › Thailand
Wed Feb 23 2000,Turkey,0-2,Norway,Friendly,Istanbul › Turkey
Wed Feb 23 2000,United Arab Emirates,1-0,Switzerland,Friendly,Muscat › Oman
Thu Feb 24 2000,Trinidad and Tobago,0-1,Canada,Gold Cup,Los Angeles › United States
Fri Feb 25 2000,British Virgin Islands,3-4,Anguilla,Friendly,Road Town › British Virgin Islands
Fri Feb 25 2000,Thailand,2-1,Estonia,King's Cup,Bangkok › Thailand
Sun Feb 27 2000,Botswana,1-0,Lesotho,Friendly,Gaborone › Botswana
Sun Feb 27 2000,British Virgin Islands,5-0,Anguilla,Friendly,Road Town › British Virgin Islands
Sun Feb 27 2000,Canada,2-0,Colombia,Gold Cup,Los Angeles › United States
Sun Feb 27 2000,Thailand,5-1,Finland,King's Cup,Bangkok › Thailand
Tue Feb 29 2000,Barbados,2-2,Antigua and Barbuda,Friendly,Bridgetown › Barbados
Tue Feb 29 2000,El Salvador,3-1,Panama,Friendly,San Salvador › El Salvador
Tue Feb 29 2000,Uzbekistan,8-1,Mongolia,Friendly,Tashkent › Uzbekistan
Wed Mar 1 2000,Zambia,2-0,Lesotho,Friendly,Lusaka › Zambia
Sat Mar 4 2000,Honduras,3-0,Nicaragua,FIFA World Cup qualification,San Pedro Sula › Honduras
Sat Mar 4 2000,Trinidad and Tobago,5-0,Curaçao,FIFA World Cup qualification,Macoya › Trinidad and Tobago
Sun Mar 5 2000,Anguilla,1-3,Bahamas,FIFA World Cup qualification,The Valley › Anguilla
Sun Mar 5 2000,Barbados,2-2,Grenada,FIFA World Cup qualification,Bridgetown › Barbados
Sun Mar 5 2000,Bolivia,9-2,Haiti,Friendly,La Paz › Bolivia
Sun Mar 5 2000,British Virgin Islands,1-5,Bermuda,FIFA World Cup qualification,Road Town › British Virgin Islands
Sun Mar 5 2000,Cuba,4-0,Cayman Islands,FIFA World Cup qualification,Havana › Cuba
Sun Mar 5 2000,Dominican Republic,3-0,Montserrat,FIFA World Cup qualification,San Cristóbal › Dominican Republic
Sun Mar 5 2000,El Salvador,5-0,Belize,FIFA World Cup qualification,San Salvador › El Salvador
Sun Mar 5 2000,Ethiopia,1-0,Sudan,Friendly,Addis Abeba › Ethiopia
Sun Mar 5 2000,Saint Lucia,1-0,Suriname,FIFA World Cup qualification,Castries › Saint Lucia
Sun Mar 5 2000,Saint Vincent and the Grenadines,9-0,U.S. Virgin Islands,FIFA World Cup qualification,Kingstown › Saint Vincent and the Grenadines
Sun Mar 5 2000,Zimbabwe,2-1,Lesotho,COSAFA Cup,Harare › Zimbabwe
Mon Mar 6 2000,Syria,0-0,Jordan,Friendly,Damascus › Syria
Wed Mar 8 2000,Ecuador,1-3,Honduras,Friendly,Quito › Ecuador
Wed Mar 8 2000,Jordan,1-1,Lebanon,Friendly,Amman › Jordan
Thu Mar 9 2000,Cuba,4-0,Nicaragua,Friendly,Havana › Cuba
Fri Mar 10 2000,Qatar,3-0,Sudan,Friendly,Doha › Qatar
Sat Mar 11 2000,Aruba,4-2,Puerto Rico,FIFA World Cup qualification,Oranjestad › Aruba
Sat Mar 11 2000,Haiti,4-0,Dominica,FIFA World Cup qualification,Port-au-Prince › Haiti
Sat Mar 11 2000,Jordan,0-0,Bosnia and Herzegovina,Friendly,Zarqa › Jordan
Sun Mar 12 2000,United States,1-1,Tunisia,Friendly,Birmingham › United States
Sun Mar 12 2000,Zambia,1-1,Malawi,Friendly,Kitwe › Zambia
Mon Mar 13 2000,Jordan,0-0,Syria,Friendly,Amman › Jordan
Mon Mar 13 2000,Zambia,0-1,Malawi,Friendly,Lusaka › Zambia
Wed Mar 15 2000,Japan,0-0,China PR,Friendly,Kobe › Japan
Wed Mar 15 2000,Jordan,1-2,Bosnia and Herzegovina,Friendly,Zarqa › Jordan
Thu Mar 16 2000,Venezuela,0-0,Bolivia,Friendly,Maracaibo › Venezuela
Fri Mar 17 2000,Jordan,0-0,Syria,Friendly,Amman › Jordan
Sat Mar 18 2000,Curaçao,1-1,Trinidad and Tobago,FIFA World Cup qualification,Willemstad › Netherlands Antilles
Sat Mar 18 2000,Grenada,2-3,Barbados,FIFA World Cup qualification,St. George's › Grenada
Sat Mar 18 2000,Puerto Rico,2-2,Aruba,FIFA World Cup qualification,San Juan › Puerto Rico
Sat Mar 18 2000,Saint Kitts and Nevis,8-0,Turks and Caicos Islands,FIFA World Cup qualification,Basseterre › Saint Kitts and Nevis
Sun Mar 19 2000,Bahamas,2-1,Anguilla,FIFA World Cup qualification,Nassau › Bahamas
Sun Mar 19 2000,Belize,1-2,Guatemala,FIFA World Cup qualification,San Pedro Sula › Honduras
Sun Mar 19 2000,Bermuda,9-0,British Virgin Islands,FIFA World Cup qualification,Hamilton › Bermuda
Sun Mar 19 2000,Botswana,3-0,Eswatini,Friendly,Gaborone › Botswana
Sun Mar 19 2000,Cayman Islands,0-0,Cuba,FIFA World Cup qualification,George Town › Cayman Islands
Sun Mar 19 2000,Dominica,1-3,Haiti,FIFA World Cup qualification,Roseau › Dominica
Sun Mar 19 2000,Montserrat,1-3,Dominican Republic,FIFA World Cup qualification,Port of Spain › Trinidad and Tobago
Sun Mar 19 2000,Nicaragua,0-2,Panama,FIFA World Cup qualification,Diriamba › Nicaragua
Sun Mar 19 2000,Suriname,1-0,Saint Lucia,FIFA World Cup qualification,Paramaribo › Suriname
Sun Mar 19 2000,U.S. Virgin Islands,1-5,Saint Vincent and the Grenadines,FIFA World Cup qualification,Frederiksted › U.S. Virgin Islands
Mon Mar 20 2000,Bahrain,0-1,Kazakhstan,Friendly,Manama › Bahrain
Tue Mar 21 2000,Namibia,2-1,Zimbabwe,Friendly,Windhoek › Namibia
Tue Mar 21 2000,Saint Kitts and Nevis,6-0,Turks and Caicos Islands,FIFA World Cup qualification,Basseterre › Saint Kitts and Nevis
Wed Mar 22 2000,Bahrain,1-0,Qatar,Friendly,Manama › Bahrain
Wed Mar 22 2000,Chile,5-2,Honduras,Friendly,Santiago › Chile
Wed Mar 22 2000,Cyprus,0-0,Iran,Friendly,Nicosia › Cyprus
Fri Mar 24 2000,Gambia,0-0,Mauritania,Friendly,Banjul › Gambia
Sat Mar 25 2000,Bahrain,1-1,Jordan,Friendly,Manama › Bahrain
Sat Mar 25 2000,Malaysia,3-0,Chinese Taipei,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Sat Mar 25 2000,Tanzania,1-1,Malawi,Friendly,Morogoro › Tanzania
Sat Mar 25 2000,Thailand,0-0,North Korea,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Sat Mar 25 2000,Zambia,3-0,Botswana,COSAFA Cup,Lusaka › Zambia
Sun Mar 26 2000,Tanzania,4-3,Malawi,Friendly,Dar es Salaam › Tanzania
Mon Mar 27 2000,Malaysia,1-1,North Korea,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Mon Mar 27 2000,Thailand,2-0,Chinese Taipei,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Tue Mar 28 2000,Colombia,0-0,Brazil,FIFA World Cup qualification,Bogotá › Colombia
Tue Mar 28 2000,El Salvador,3-1,Haiti,Friendly,San Salvador › El Salvador
Tue Mar 28 2000,Malta,0-3,Northern Ireland,Friendly,Attard › Malta
Tue Mar 28 2000,Serbia,1-0,China PR,Friendly,Belgrade › Yugoslavia
Wed Mar 29 2000,Argentina,4-1,Chile,FIFA World Cup qualification,Buenos Aires › Argentina
Wed Mar 29 2000,Austria,1-1,Sweden,Friendly,Graz › Austria
Wed Mar 29 2000,Belgium,2-2,Netherlands,Friendly,Brussels › Belgium
Wed Mar 29 2000,Bosnia and Herzegovina,1-0,North Macedonia,Friendly,Zenica › Bosnia and Herzegovina
Wed Mar 29 2000,Bulgaria,4-1,Belarus,Friendly,Sofia › Bulgaria
Wed Mar 29 2000,Croatia,1-1,Germany,Friendly,Zagreb › Croatia
Wed Mar 29 2000,Czech Republic,3-1,Australia,Friendly,Teplice › Czech Republic
Wed Mar 29 2000,Ecuador,2-0,Venezuela,FIFA World Cup qualification,Quito › Ecuador
Wed Mar 29 2000,Greece,2-0,Romania,Friendly,Athens › Greece
Wed Mar 29 2000,Hungary,0-0,Poland,Friendly,Debrecen › Hungary
Wed Mar 29 2000,Israel,1-1,Georgia,Friendly,Ashkelon › Israel
Wed Mar 29 2000,Malaysia,3-2,Thailand,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Wed Mar 29 2000,Peru,2-0,Paraguay,FIFA World Cup qualification,Lima › Peru
Wed Mar 29 2000,Portugal,2-1,Denmark,Friendly,Leiria › Portugal
Wed Mar 29 2000,Scotland,0-2,France,Friendly,Glasgow › Scotland
Wed Mar 29 2000,Spain,2-0,Italy,Friendly,Barcelona › Spain
Wed Mar 29 2000,Switzerland,2-2,Norway,Friendly,Lugano › Switzerland
Wed Mar 29 2000,Uruguay,1-0,Bolivia,FIFA World Cup qualification,Montevideo › Uruguay
Wed Mar 29 2000,Wales,1-2,Finland,Friendly,Cardiff › Wales
Fri Mar 31 2000,Gambia,0-0,Mauritania,Friendly,Banjul › Gambia
Fri Mar 31 2000,Jordan,0-1,Kazakhstan,AFC Asian Cup qualification,Doha › Qatar
Fri Mar 31 2000,Maldives,0-8,Iran,AFC Asian Cup qualification,Damascus › Syria
Fri Mar 31 2000,Qatar,1-0,Palestine,AFC Asian Cup qualification,Doha › Qatar
Fri Mar 31 2000,Syria,1-0,Bahrain,AFC Asian Cup qualification,Damascus › Syria
Sat Apr 1 2000,Aruba,1-3,Barbados,FIFA World Cup qualification,Oranjestad › Aruba
Sat Apr 1 2000,Haiti,9-0,Bahamas,FIFA World Cup qualification,Port-au-Prince › Haiti
Sat Apr 1 2000,Zambia,1-0,Kenya,Friendly,Lusaka › Zambia
Sun Apr 2 2000,Bahrain,4-1,Maldives,AFC Asian Cup qualification,Damascus › Syria
Sun Apr 2 2000,Cuba,1-0,Suriname,FIFA World Cup qualification,Havana › Cuba
Sun Apr 2 2000,Guatemala,0-1,El Salvador,FIFA World Cup qualification,Guatemala › Guatemala
Sun Apr 2 2000,Palestine,2-0,Pakistan,AFC Asian Cup qualification,Doha › Qatar
Sun Apr 2 2000,Panama,1-0,Honduras,FIFA World Cup qualification,Panama City › Panama
Sun Apr 2 2000,Qatar,3-1,Kazakhstan,AFC Asian Cup qualification,Doha › Qatar
Sun Apr 2 2000,Syria,0-1,Iran,AFC Asian Cup qualification,Damascus › Syria
Sun Apr 2 2000,Trinidad and Tobago,3-0,Dominican Republic,FIFA World Cup qualification,Port of Spain › Trinidad and Tobago
Tue Apr 4 2000,Bahrain,1-0,Iran,AFC Asian Cup qualification,Damascus › Syria
Tue Apr 4 2000,Malaysia,2-3,Chinese Taipei,AFC Asian Cup qualification,Bangkok › Thailand
Tue Apr 4 2000,Palestine,1-5,Jordan,AFC Asian Cup qualification,Doha › Qatar
Tue Apr 4 2000,Qatar,5-0,Pakistan,AFC Asian Cup qualification,Doha › Qatar
Tue Apr 4 2000,Syria,2-1,Maldives,AFC Asian Cup qualification,Damascus › Syria
Tue Apr 4 2000,Thailand,5-3,North Korea,AFC Asian Cup qualification,Bangkok › Thailand
Wed Apr 5 2000,Burma,2-0,Mongolia,AFC Asian Cup qualification,Seoul › South Korea
Wed Apr 5 2000,South Korea,9-0,Laos,AFC Asian Cup qualification,Seoul › South Korea
Thu Apr 6 2000,Kazakhstan,2-0,Palestine,AFC Asian Cup qualification,Doha › Qatar
Thu Apr 6 2000,Malaysia,1-4,North Korea,AFC Asian Cup qualification,Bangkok › Thailand
Thu Apr 6 2000,Pakistan,0-5,Jordan,AFC Asian Cup qualification,Doha › Qatar
Thu Apr 6 2000,Thailand,1-0,Chinese Taipei,AFC Asian Cup qualification,Bangkok › Thailand
Fri Apr 7 2000,Burma,4-0,Laos,AFC Asian Cup qualification,Seoul › South Korea
Fri Apr 7 2000,Djibouti,1-1,DR Congo,FIFA World Cup qualification,Djibouti › Djibouti
Fri Apr 7 2000,South Korea,6-0,Mongolia,AFC Asian Cup qualification,Seoul › South Korea
Fri Apr 7 2000,Mauritania,1-2,Tunisia,FIFA World Cup qualification,Nouakchott › Mauritania
Sat Apr 8 2000,Botswana,0-1,Zambia,FIFA World Cup qualification,Gaborone › Botswana
