Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 1 2014,Kuwait,1-2,Jordan,WAFF Championship,Doha › Qatar
Sat Jan 4 2014,Bahrain,0-1,Jordan,WAFF Championship,Doha › Qatar
Sat Jan 4 2014,Namibia,0-1,Ghana,Friendly,Windhoek › Namibia
Sat Jan 4 2014,Nigeria,2-1,Ethiopia,Friendly,Abuja › Nigeria
Sat Jan 4 2014,Qatar,3-0,Kuwait,WAFF Championship,Doha › Qatar
Tue Jan 7 2014,Bahrain,0-0,Kuwait,WAFF Championship,Doha › Qatar
Tue Jan 7 2014,Qatar,2-0,Jordan,WAFF Championship,Doha › Qatar
Tue Jan 7 2014,Zimbabwe,2-0,Gabon,Friendly,Johannesburg › South Africa
Sat Jan 11 2014,Mali,2-1,Nigeria,African Nations Championship,Cape Town › South Africa
Sat Jan 11 2014,South Africa,3-1,Mozambique,African Nations Championship,Cape Town › South Africa
Sun Jan 12 2014,Uganda,2-1,Burkina Faso,African Nations Championship,Cape Town › South Africa
Sun Jan 12 2014,Zimbabwe,0-0,Morocco,African Nations Championship,Cape Town › South Africa
Mon Jan 13 2014,Ghana,1-0,Congo,African Nations Championship,Bloemfontein › South Africa
Mon Jan 13 2014,Libya,2-0,Ethiopia,African Nations Championship,Bloemfontein › South Africa
Tue Jan 14 2014,DR Congo,1-0,Mauritania,African Nations Championship,Polokwane › South Africa
Tue Jan 14 2014,Gabon,0-0,Burundi,African Nations Championship,Polokwane › South Africa
Wed Jan 15 2014,Moldova,1-2,Norway,Friendly,Abu Dhabi › United Arab Emirates
Wed Jan 15 2014,Nigeria,4-2,Mozambique,African Nations Championship,Cape Town › South Africa
Wed Jan 15 2014,South Africa,1-1,Mali,African Nations Championship,Cape Town › South Africa
Thu Jan 16 2014,Burkina Faso,1-1,Morocco,African Nations Championship,Cape Town › South Africa
Thu Jan 16 2014,Zimbabwe,0-0,Uganda,African Nations Championship,Cape Town › South Africa
Fri Jan 17 2014,Ethiopia,0-1,Congo,African Nations Championship,Bloemfontein › South Africa
Fri Jan 17 2014,Ghana,1-1,Libya,African Nations Championship,Bloemfontein › South Africa
Fri Jan 17 2014,Moldova,1-2,Sweden,Friendly,Abu Dhabi › United Arab Emirates
Sat Jan 18 2014,Burundi,3-2,Mauritania,African Nations Championship,Polokwane › South Africa
Sat Jan 18 2014,DR Congo,0-1,Gabon,African Nations Championship,Polokwane › South Africa
Sat Jan 18 2014,Norway,0-3,Poland,Friendly,Abu Dhabi › United Arab Emirates
Sun Jan 19 2014,Mozambique,1-2,Mali,African Nations Championship,Cape Town › South Africa
Sun Jan 19 2014,South Africa,1-3,Nigeria,African Nations Championship,Cape Town › South Africa
Mon Jan 20 2014,Burkina Faso,0-1,Zimbabwe,African Nations Championship,Cape Town › South Africa
Mon Jan 20 2014,Moldova,0-1,Poland,Friendly,Abu Dhabi › United Arab Emirates
Mon Jan 20 2014,Morocco,3-1,Uganda,African Nations Championship,Cape Town › South Africa
Tue Jan 21 2014,Congo,2-2,Libya,African Nations Championship,Polokwane › South Africa
Tue Jan 21 2014,Ethiopia,0-1,Ghana,African Nations Championship,Bloemfontein › South Africa
Tue Jan 21 2014,Iceland,0-2,Sweden,Friendly,Abu Dhabi › United Arab Emirates
Wed Jan 22 2014,Burundi,1-2,DR Congo,African Nations Championship,Polokwane › South Africa
Wed Jan 22 2014,Chile,4-0,Costa Rica,Friendly,Coquimbo › Chile
Wed Jan 22 2014,Mauritania,2-4,Gabon,African Nations Championship,Bloemfontein › South Africa
Fri Jan 24 2014,Oman,0-0,Finland,Friendly,Nizwa › Oman
