Date,Team 1,Score,Team 2,Tournament,City
Tue Jan 23 2001,Thailand,5-4,Kuwait,Friendly,Bangkok › Thailand
Wed Jan 24 2001,South Korea,2-3,Norway,Lunar New Year Cup,So Kon Po › Hong Kong
Wed Jan 24 2001,Mexico,0-2,Bulgaria,Friendly,Morelia › Mexico
Thu Jan 25 2001,Benin,1-3,Cameroon,Friendly,Cotonou › Benin
Thu Jan 25 2001,Bosnia and Herzegovina,0-2,Serbia,Millennium Cup,Calcutta › India
Fri Jan 26 2001,Algeria,1-0,Namibia,FIFA World Cup qualification,Algiers › Algeria
Sat Jan 27 2001,Botswana,1-2,Eswatini,Friendly,Gaborone › Botswana
Sat Jan 27 2001,Grenada,1-2,Trinidad and Tobago,Friendly,St. George's › Grenada
Sat Jan 27 2001,South Korea,1-1,Paraguay,Lunar New Year Cup,So Kon Po › Hong Kong
Sat Jan 27 2001,Nigeria,3-0,Sudan,FIFA World Cup qualification,Port Harcourt › Nigeria
Sat Jan 27 2001,Singapore,1-1,Thailand,Friendly,Singapore › Singapore
Sat Jan 27 2001,South Africa,1-0,Burkina Faso,FIFA World Cup qualification,Rustenburg › South Africa
Sat Jan 27 2001,United States,2-1,China PR,Friendly,Oakland › United States
Sun Jan 28 2001,Angola,3-1,Libya,FIFA World Cup qualification,Luanda › Angola
Sun Jan 28 2001,Antigua and Barbuda,1-1,British Virgin Islands,Friendly,St. John's › Antigua and Barbuda
Sun Jan 28 2001,Botswana,2-1,Lesotho,Friendly,Gaborone › Botswana
Sun Jan 28 2001,Congo,1-2,Tunisia,FIFA World Cup qualification,Pointe-Noire › Congo
Sun Jan 28 2001,Egypt,0-0,Morocco,FIFA World Cup qualification,Cairo › Egypt
Sun Jan 28 2001,Ghana,1-3,Liberia,FIFA World Cup qualification,Accra › Ghana
Sun Jan 28 2001,Guinea,1-1,Malawi,FIFA World Cup qualification,Conakry › Guinea
Sun Jan 28 2001,Jamaica,0-0,Bulgaria,Friendly,Kingston › Jamaica
Sun Jan 28 2001,Jordan,1-0,North Korea,Friendly,Zarqa › Jordan
Sun Jan 28 2001,Madagascar,1-3,Ivory Coast,FIFA World Cup qualification,Antananarivo › Madagascar
Sun Jan 28 2001,Togo,0-2,Cameroon,FIFA World Cup qualification,Lomé › Togo
Mon Jan 29 2001,Grenada,0-2,Trinidad and Tobago,Friendly,St. George's › Grenada
Tue Jan 30 2001,Jordan,0-2,North Korea,Friendly,Zarqa › Jordan
Tue Jan 30 2001,Saudi Arabia,1-0,Syria,Friendly,Dammam › Saudi Arabia
Tue Jan 30 2001,Thailand,3-1,Kyrgyzstan,Friendly,Bangkok › Thailand
Wed Jan 31 2001,Lebanon,0-0,Iraq,Friendly,Beirut › Lebanon
Wed Jan 31 2001,Mexico,2-3,Colombia,Friendly,Los Angeles › United States
Wed Jan 31 2001,Sweden,0-0,Faroe Islands,Nordic Championship,Växjö › Sweden
Thu Feb 1 2001,Sweden,0-1,Finland,Nordic Championship,Jönköping › Sweden
Sat Feb 3 2001,Bahrain,1-2,Kuwait,FIFA World Cup qualification,Singapore › Singapore
Sat Feb 3 2001,Puerto Rico,1-2,British Virgin Islands,CFU Caribbean Cup qualification,San Juan › Puerto Rico
Sat Feb 3 2001,Saudi Arabia,3-1,Uganda,Friendly,Dammam › Saudi Arabia
Sat Feb 3 2001,Singapore,0-1,Kyrgyzstan,FIFA World Cup qualification,Singapore › Singapore
Sat Feb 3 2001,United States,0-1,Colombia,Friendly,Miami › United States
Sun Feb 4 2001,Senegal,1-0,Mali,Friendly,Dakar › Senegal
Mon Feb 5 2001,Fiji,4-1,Malaysia,Friendly,Lautoka › Fiji
Tue Feb 6 2001,Bahrain,1-0,Kyrgyzstan,FIFA World Cup qualification,Singapore › Singapore
Tue Feb 6 2001,Singapore,1-1,Kuwait,FIFA World Cup qualification,Singapore › Singapore
Tue Feb 6 2001,Saint Martin,3-1,Montserrat,CFU Caribbean Cup qualification,Philipsburg › Sint Maarten
Wed Feb 7 2001,Fiji,2-0,Malaysia,Friendly,Suva › Fiji
Thu Feb 8 2001,Anguilla,4-1,Montserrat,CFU Caribbean Cup qualification,Marigot › Saint Martin
Thu Feb 8 2001,Morocco,1-1,South Korea,United Arab Emirates Friendship Tournament,Dubai › United Arab Emirates
Thu Feb 8 2001,Saudi Arabia,6-0,Mongolia,FIFA World Cup qualification,Dammam › Saudi Arabia
Thu Feb 8 2001,Vietnam,0-0,Bangladesh,FIFA World Cup qualification,Dammam › Saudi Arabia
Fri Feb 9 2001,Fiji,1-2,Malaysia,Friendly,Ba › Fiji
Fri Feb 9 2001,Kyrgyzstan,0-3,Kuwait,FIFA World Cup qualification,Singapore › Singapore
Fri Feb 9 2001,Singapore,1-2,Bahrain,FIFA World Cup qualification,Singapore › Singapore
Sat Feb 10 2001,China PR,1-1,Qatar,King's Cup,Bangkok › Thailand
Sat Feb 10 2001,Mongolia,0-1,Vietnam,FIFA World Cup qualification,Dammam › Saudi Arabia
Sat Feb 10 2001,Saudi Arabia,3-0,Bangladesh,FIFA World Cup qualification,Dammam › Saudi Arabia
Sat Feb 10 2001,Saint Martin,3-1,Anguilla,CFU Caribbean Cup qualification,Marigot › Saint Martin
Sat Feb 10 2001,Thailand,1-4,Sweden,King's Cup,Bangkok › Thailand
Sun Feb 11 2001,British Virgin Islands,0-0,Puerto Rico,CFU Caribbean Cup qualification,Road Town › British Virgin Islands
Sun Feb 11 2001,Eswatini,0-0,Zambia,COSAFA Cup,Lobamba › Eswatini
Sun Feb 11 2001,United Arab Emirates,1-4,South Korea,United Arab Emirates Friendship Tournament,Dubai › United Arab Emirates
Mon Feb 12 2001,Armenia,2-0,Uzbekistan,Friendly,Balchik › Bulgaria
Mon Feb 12 2001,China PR,2-2,Sweden,King's Cup,Bangkok › Thailand
Mon Feb 12 2001,Mongolia,0-3,Bangladesh,FIFA World Cup qualification,Dammam › Saudi Arabia
Mon Feb 12 2001,Saudi Arabia,5-0,Vietnam,FIFA World Cup qualification,Dammam › Saudi Arabia
Mon Feb 12 2001,Thailand,1-3,Qatar,King's Cup,Bangkok › Thailand
Wed Feb 14 2001,Georgia,0-0,Ukraine,Friendly,Tbilisi › Georgia
Wed Feb 14 2001,Israel,1-0,Moldova,Friendly,Herzliyya › Israel
Wed Feb 14 2001,Sweden,0-0,Qatar,King's Cup,Bangkok › Thailand
Wed Feb 14 2001,Thailand,1-5,China PR,King's Cup,Bangkok › Thailand
Wed Feb 14 2001,United Arab Emirates,1-1,Morocco,United Arab Emirates Friendship Tournament,Dubai › United Arab Emirates
Thu Feb 15 2001,Azerbaijan,1-2,Uzbekistan,Friendly,Varna › Bulgaria
Thu Feb 15 2001,Bangladesh,0-4,Vietnam,FIFA World Cup qualification,Dammam › Saudi Arabia
Thu Feb 15 2001,Kuwait,4-3,Finland,Friendly,Kuwait City › Kuwait
Thu Feb 15 2001,Saudi Arabia,6-0,Mongolia,FIFA World Cup qualification,Dammam › Saudi Arabia
Sat Feb 17 2001,China PR,0-3,Sweden,King's Cup,Bangkok › Thailand
Sat Feb 17 2001,Saudi Arabia,6-0,Bangladesh,FIFA World Cup qualification,Dammam › Saudi Arabia
Sat Feb 17 2001,Thailand,2-0,Qatar,King's Cup,Bangkok › Thailand
Sat Feb 17 2001,Vietnam,4-0,Mongolia,FIFA World Cup qualification,Dammam › Saudi Arabia
Sun Feb 18 2001,Oman,1-2,Finland,Friendly,Muscat › Oman
Mon Feb 19 2001,Bangladesh,2-2,Mongolia,FIFA World Cup qualification,Dammam › Saudi Arabia
Mon Feb 19 2001,Saudi Arabia,4-0,Vietnam,FIFA World Cup qualification,Dammam › Saudi Arabia
Mon Feb 19 2001,Saint Kitts and Nevis,2-0,Saint Lucia,Friendly,Basseterre › Saint Kitts and Nevis
Tue Feb 20 2001,Oman,0-2,Finland,Friendly,Muscat › Oman
Wed Feb 21 2001,Kuwait,1-0,Singapore,FIFA World Cup qualification,Kuwait City › Kuwait
Wed Feb 21 2001,Kyrgyzstan,1-2,Bahrain,FIFA World Cup qualification,Kuwait City › Kuwait
Wed Feb 21 2001,Martinique,4-2,Saint Lucia,Friendly,Fort-de-France › Martinique
Wed Feb 21 2001,Panama,2-2,Guatemala,Friendly,Panama City › Panama
Fri Feb 23 2001,Libya,3-3,Togo,FIFA World Cup qualification,Benghazi › Libya
Sat Feb 24 2001,Bahrain,2-0,Singapore,FIFA World Cup qualification,Kuwait City › Kuwait
Sat Feb 24 2001,Burkina Faso,1-2,Zimbabwe,FIFA World Cup qualification,Bobo Dioulasso › Burkina Faso
Sat Feb 24 2001,Kuwait,2-0,Kyrgyzstan,FIFA World Cup qualification,Kuwait City › Kuwait
Sat Feb 24 2001,Morocco,0-0,Senegal,FIFA World Cup qualification,Rabat › Morocco
Sat Feb 24 2001,Namibia,1-1,Egypt,FIFA World Cup qualification,Windhoek › Namibia
Sun Feb 25 2001,Antigua and Barbuda,0-1,Saint Lucia,Friendly,St. John's › Antigua and Barbuda
Sun Feb 25 2001,Cameroon,1-0,Zambia,FIFA World Cup qualification,Yaoundé › Cameroon
Sun Feb 25 2001,Cayman Islands,0-3,Trinidad and Tobago,Friendly,George Town › Cayman Islands
Sun Feb 25 2001,Liberia,1-0,Sierra Leone,FIFA World Cup qualification,Paynesville › Liberia
Sun Feb 25 2001,Malawi,1-2,South Africa,FIFA World Cup qualification,Blantyre › Malawi
Sun Feb 25 2001,Oman,5-0,Maldives,Friendly,Muscat › Oman
Sun Feb 25 2001,Sudan,1-0,Ghana,FIFA World Cup qualification,Omdurman › Sudan
Sun Feb 25 2001,Tunisia,6-0,DR Congo,FIFA World Cup qualification,Tunis › Tunisia
Mon Feb 26 2001,Cyprus,1-2,Lithuania,Cyprus International Tournament,Limassol › Cyprus
Mon Feb 26 2001,Romania,1-0,Ukraine,Cyprus International Tournament,Nicosia › Cyprus
Tue Feb 27 2001,Algeria,1-1,Slovakia,Friendly,Algiers › Algeria
Tue Feb 27 2001,France,1-0,Germany,Friendly,Saint-Denis › France
Tue Feb 27 2001,Kuwait,0-1,Bahrain,FIFA World Cup qualification,Kuwait City › Kuwait
Tue Feb 27 2001,Kyrgyzstan,1-1,Singapore,FIFA World Cup qualification,Kuwait City › Kuwait
Tue Feb 27 2001,Oman,2-0,Maldives,Friendly,Muscat › Oman
Wed Feb 28 2001,Belgium,10-1,San Marino,FIFA World Cup qualification,Brussels › Belgium
Wed Feb 28 2001,Bosnia and Herzegovina,1-1,Hungary,Friendly,Zenica › Bosnia and Herzegovina
Wed Feb 28 2001,Colombia,3-2,Australia,Friendly,Bogotá › Colombia
Wed Feb 28 2001,Costa Rica,2-2,Honduras,FIFA World Cup qualification,San José › Costa Rica
Wed Feb 28 2001,Croatia,1-0,Austria,Friendly,Rijeka › Croatia
Wed Feb 28 2001,Cyprus,4-3,Ukraine,Cyprus International Tournament,Larnaca › Cyprus
Wed Feb 28 2001,England,3-0,Spain,Friendly,Birmingham › England
Wed Feb 28 2001,Greece,3-3,Russia,Friendly,Heraklion › Greece
Wed Feb 28 2001,Italy,1-2,Argentina,Friendly,Rome › Italy
Wed Feb 28 2001,Jamaica,1-0,Trinidad and Tobago,FIFA World Cup qualification,Kingston › Jamaica
Wed Feb 28 2001,Jordan,0-2,Bulgaria,Friendly,Amman › Jordan
Wed Feb 28 2001,Liechtenstein,0-2,Latvia,Friendly,Vaduz › Liechtenstein
Wed Feb 28 2001,Lithuania,0-3,Romania,Cyprus International Tournament,Nicosia › Cyprus
Wed Feb 28 2001,Luxembourg,0-1,Finland,Friendly,Luxembourg › Luxembourg
Wed Feb 28 2001,North Macedonia,1-1,Czech Republic,Friendly,Skopje › North Macedonia
Wed Feb 28 2001,Malta,0-3,Sweden,Friendly,Attard › Malta
Wed Feb 28 2001,Netherlands,0-0,Turkey,Friendly,Amsterdam › Netherlands
Wed Feb 28 2001,Northern Ireland,0-4,Norway,Friendly,Belfast › Northern Ireland
Wed Feb 28 2001,Portugal,3-0,Andorra,FIFA World Cup qualification,Funchal › Portugal
Wed Feb 28 2001,Slovenia,0-2,Uruguay,Friendly,Koper › Slovenia
Wed Feb 28 2001,Switzerland,0-4,Poland,Friendly,Larnaca › Cyprus
Wed Feb 28 2001,United States,2-0,Mexico,FIFA World Cup qualification,Columbus › United States
Thu Mar 1 2001,Saint Kitts and Nevis,2-1,Dominican Republic,CFU Caribbean Cup qualification,St. John's › Antigua and Barbuda
Sat Mar 3 2001,Antigua and Barbuda,2-3,Dominican Republic,CFU Caribbean Cup qualification,St. John's › Antigua and Barbuda
Sat Mar 3 2001,United States,1-2,Brazil,Friendly,Pasadena › United States
Sun Mar 4 2001,Antigua and Barbuda,2-2,Saint Kitts and Nevis,CFU Caribbean Cup qualification,St. John's › Antigua and Barbuda
Sun Mar 4 2001,Hong Kong,1-1,Palestine,FIFA World Cup qualification,So Kon Po › Hong Kong
Sun Mar 4 2001,Qatar,5-1,Malaysia,FIFA World Cup qualification,So Kon Po › Hong Kong
Tue Mar 6 2001,Guatemala,1-1,El Salvador,Friendly,Mazatenango › Guatemala
Wed Mar 7 2001,Honduras,0-0,Peru,Friendly,Miami › United States
Wed Mar 7 2001,Jordan,1-1,Hungary,Friendly,Amman › Jordan
Wed Mar 7 2001,Lebanon,2-2,Syria,Friendly,Tripoli › Lebanon
Wed Mar 7 2001,Mexico,3-3,Brazil,Friendly,Guadalajara › Mexico
Thu Mar 8 2001,Hong Kong,0-2,Malaysia,FIFA World Cup qualification,So Kon Po › Hong Kong
Thu Mar 8 2001,Palestine,1-2,Qatar,FIFA World Cup qualification,So Kon Po › Hong Kong
Sat Mar 10 2001,Botswana,1-0,Eswatini,Friendly,Maseru › Lesotho
Sat Mar 10 2001,DR Congo,1-2,Ivory Coast,FIFA World Cup qualification,Kinshasa › DR Congo
Sat Mar 10 2001,Kenya,1-0,Uganda,Friendly,Mumias › Kenya
Sat Mar 10 2001,Lesotho,0-0,Mozambique,Friendly,Maseru › Lesotho
Sat Mar 10 2001,Senegal,4-0,Namibia,FIFA World Cup qualification,Dakar › Senegal
Sat Mar 10 2001,Sierra Leone,0-2,Sudan,FIFA World Cup qualification,Freetown › Sierra Leone
Sat Mar 10 2001,Zambia,2-0,Libya,FIFA World Cup qualification,Chingola › Zambia
Sun Mar 11 2001,Botswana,1-3,Mozambique,Friendly,Maseru › Lesotho
Sun Mar 11 2001,Egypt,5-2,Algeria,FIFA World Cup qualification,Cairo › Egypt
Sun Mar 11 2001,Ghana,0-0,Nigeria,FIFA World Cup qualification,Accra › Ghana
Sun Mar 11 2001,Hong Kong,0-2,Qatar,FIFA World Cup qualification,So Kon Po › Hong Kong
Sun Mar 11 2001,Lesotho,2-1,Eswatini,Friendly,Maseru › Lesotho
Sun Mar 11 2001,Palestine,1-0,Malaysia,FIFA World Cup qualification,So Kon Po › Hong Kong
Sun Mar 11 2001,Togo,1-1,Angola,FIFA World Cup qualification,Lomé › Togo
Sun Mar 11 2001,Zimbabwe,2-0,Malawi,FIFA World Cup qualification,Harare › Zimbabwe
Mon Mar 12 2001,Grenada,8-3,Dominica,Windward Islands Tournament,St. George's › Grenada
Mon Mar 12 2001,Saint Lucia,0-2,Saint Vincent and the Grenadines,Windward Islands Tournament,St. George's › Grenada
Wed Mar 14 2001,Dominica,0-2,Saint Vincent and the Grenadines,Windward Islands Tournament,St. George's › Grenada
Wed Mar 14 2001,Grenada,4-3,Saint Lucia,Windward Islands Tournament,St. George's › Grenada
Wed Mar 14 2001,Panama,1-0,El Salvador,Friendly,Panama City › Panama
Fri Mar 16 2001,Dominica,1-1,Saint Lucia,Windward Islands Tournament,St. George's › Grenada
Sat Mar 17 2001,Botswana,0-1,Malawi,COSAFA Cup,Gaborone › Botswana
Sun Mar 18 2001,Dominica,0-1,Saint Lucia,Windward Islands Tournament,St. George's › Grenada
Sun Mar 18 2001,Gabon,2-0,Mali,Friendly,Libreville › Gabon
Mon Mar 19 2001,Egypt,3-3,Estonia,Friendly,Cairo › Egypt
Tue Mar 20 2001,Palestine,1-0,Hong Kong,FIFA World Cup qualification,Doha › Qatar
Tue Mar 20 2001,Qatar,0-0,Malaysia,FIFA World Cup qualification,Doha › Qatar
Wed Mar 21 2001,Honduras,3-1,Chile,Friendly,San Pedro Sula › Honduras
Wed Mar 21 2001,Saint Lucia,1-1,Martinique,Friendly,Castries › Saint Lucia
Fri Mar 23 2001,Hong Kong,2-1,Malaysia,FIFA World Cup qualification,Doha › Qatar
Fri Mar 23 2001,Libya,2-0,Egypt,African Cup of Nations qualification,Tripoli › Libya
Fri Mar 23 2001,Qatar,2-1,Palestine,FIFA World Cup qualification,Doha › Qatar
Sat Mar 24 2001,Andorra,0-5,Netherlands,FIFA World Cup qualification,Barcelona › Spain
Sat Mar 24 2001,Armenia,2-2,Wales,FIFA World Cup qualification,Yerevan › Armenia
Sat Mar 24 2001,Azerbaijan,0-0,Moldova,FIFA World Cup qualification,Baku › Azerbaijan
Sat Mar 24 2001,Bosnia and Herzegovina,1-1,Austria,FIFA World Cup qualification,Sarajevo › Bosnia and Herzegovina
Sat Mar 24 2001,British Virgin Islands,2-0,U.S. Virgin Islands,Friendly,Road Town › British Virgin Islands
Sat Mar 24 2001,Bulgaria,2-1,Iceland,FIFA World Cup qualification,Sofia › Bulgaria
Sat Mar 24 2001,Croatia,4-1,Latvia,FIFA World Cup qualification,Osijek › Croatia
Sat Mar 24 2001,Cyprus,0-4,Republic of Ireland,FIFA World Cup qualification,Nicosia › Cyprus
Sat Mar 24 2001,England,2-1,Finland,FIFA World Cup qualification,Liverpool › England
Sat Mar 24 2001,France,5-0,Japan,Friendly,Saint-Denis › France
Sat Mar 24 2001,Gabon,1-1,Kenya,African Cup of Nations qualification,Libreville › Gabon
Sat Mar 24 2001,Germany,2-1,Albania,FIFA World Cup qualification,Leverkusen › Germany
Sat Mar 24 2001,Hungary,1-1,Lithuania,FIFA World Cup qualification,Budapest › Hungary
Sat Mar 24 2001,Lesotho,0-1,Zimbabwe,African Cup of Nations qualification,Maseru › Lesotho
Sat Mar 24 2001,Luxembourg,0-2,Faroe Islands,FIFA World Cup qualification,Luxembourg › Luxembourg
Sat Mar 24 2001,Madagascar,1-2,Namibia,African Cup of Nations qualification,Antananarivo › Madagascar
Sat Mar 24 2001,Malta,0-5,Denmark,FIFA World Cup qualification,Attard › Malta
Sat Mar 24 2001,Morocco,2-0,Tunisia,African Cup of Nations qualification,Rabat › Morocco
Sat Mar 24 2001,Northern Ireland,0-1,Czech Republic,FIFA World Cup qualification,Belfast › Northern Ireland
Sat Mar 24 2001,Norway,2-3,Poland,FIFA World Cup qualification,Oslo › Norway
Sat Mar 24 2001,Romania,0-2,Italy,FIFA World Cup qualification,Bucharest › Romania
Sat Mar 24 2001,Russia,1-1,Slovenia,FIFA World Cup qualification,Moscow › Russia
Sat Mar 24 2001,Scotland,2-2,Belgium,FIFA World Cup qualification,Glasgow › Scotland
Sat Mar 24 2001,Senegal,3-0,Uganda,African Cup of Nations qualification,Dakar › Senegal
Sat Mar 24 2001,Serbia,1-1,Switzerland,FIFA World Cup qualification,Belgrade › Yugoslavia
Sat Mar 24 2001,South Africa,3-0,Mauritius,African Cup of Nations qualification,Port Elizabeth › South Africa
Sat Mar 24 2001,Spain,5-0,Liechtenstein,FIFA World Cup qualification,Alicante › Spain
Sat Mar 24 2001,Sweden,1-0,North Macedonia,FIFA World Cup qualification,Gothenburg › Sweden
Sat Mar 24 2001,Trinidad and Tobago,3-1,Guatemala,Friendly,Port of Spain › Trinidad and Tobago
Sat Mar 24 2001,Turkey,1-1,Slovakia,FIFA World Cup qualification,Istanbul › Turkey
Sat Mar 24 2001,Ukraine,0-0,Belarus,FIFA World Cup qualification,Kyïv › Ukraine
Sat Mar 24 2001,Zambia,1-1,Nigeria,African Cup of Nations qualification,Chingola › Zambia
Sun Mar 25 2001,Angola,2-0,Burkina Faso,African Cup of Nations qualification,Luanda › Angola
Sun Mar 25 2001,Burundi,0-1,Algeria,African Cup of Nations qualification,Bujumbura › Burundi
Sun Mar 25 2001,Congo,0-1,Liberia,African Cup of Nations qualification,Pointe-Noire › Congo
Sun Mar 25 2001,Ghana,3-0,DR Congo,African Cup of Nations qualification,Accra › Ghana
Sun Mar 25 2001,Malaysia,4-3,Palestine,FIFA World Cup qualification,Doha › Qatar
Sun Mar 25 2001,Mexico,4-0,Jamaica,FIFA World Cup qualification,Mexico City › Mexico
Sun Mar 25 2001,Qatar,3-0,Hong Kong,FIFA World Cup qualification,Doha › Qatar
Sun Mar 25 2001,Sudan,0-0,Ivory Coast,African Cup of Nations qualification,Omdurman › Sudan
Tue Mar 27 2001,Colombia,2-0,Bolivia,FIFA World Cup qualification,Bogotá › Colombia
Tue Mar 27 2001,Oman,2-1,United Arab Emirates,Friendly,Muscat › Oman
Tue Mar 27 2001,Peru,3-1,Chile,FIFA World Cup qualification,Lima › Peru
Wed Mar 28 2001,Albania,1-3,England,FIFA World Cup qualification,Tirana › Albania
Wed Mar 28 2001,Andorra,0-3,Republic of Ireland,FIFA World Cup qualification,Barcelona › Spain
Wed Mar 28 2001,Argentina,5-0,Venezuela,FIFA World Cup qualification,Buenos Aires › Argentina
Wed Mar 28 2001,Austria,2-1,Israel,FIFA World Cup qualification,Vienna › Austria
Wed Mar 28 2001,Belarus,2-1,Norway,FIFA World Cup qualification,Minsk › Belarus
Wed Mar 28 2001,Bulgaria,4-3,Northern Ireland,FIFA World Cup qualification,Sofia › Bulgaria
Wed Mar 28 2001,Costa Rica,3-0,Trinidad and Tobago,FIFA World Cup qualification,Alajuela › Costa Rica
Wed Mar 28 2001,Cyprus,2-2,Estonia,FIFA World Cup qualification,Limassol › Cyprus
Wed Mar 28 2001,Czech Republic,0-0,Denmark,FIFA World Cup qualification,Prague › Czech Republic
Wed Mar 28 2001,Ecuador,1-0,Brazil,FIFA World Cup qualification,Quito › Ecuador
Wed Mar 28 2001,Georgia,0-2,Romania,FIFA World Cup qualification,Tbilisi › Georgia
Wed Mar 28 2001,Greece,2-4,Germany,FIFA World Cup qualification,Athens › Greece
Wed Mar 28 2001,Honduras,1-2,United States,FIFA World Cup qualification,San Pedro Sula › Honduras
Wed Mar 28 2001,Italy,4-0,Lithuania,FIFA World Cup qualification,Trieste › Italy
Wed Mar 28 2001,Liechtenstein,0-3,Bosnia and Herzegovina,FIFA World Cup qualification,Vaduz › Liechtenstein
Wed Mar 28 2001,North Macedonia,1-2,Turkey,FIFA World Cup qualification,Skopje › North Macedonia
Wed Mar 28 2001,Martinique,4-1,Guadeloupe,Friendly,Fort-de-France › Martinique
Wed Mar 28 2001,Moldova,0-2,Sweden,FIFA World Cup qualification,Chişinău › Moldova
Wed Mar 28 2001,Poland,4-0,Armenia,FIFA World Cup qualification,Warsaw › Poland
Wed Mar 28 2001,Portugal,2-2,Netherlands,FIFA World Cup qualification,Porto › Portugal
Wed Mar 28 2001,Russia,1-0,Faroe Islands,FIFA World Cup qualification,Moscow › Russia
Wed Mar 28 2001,Scotland,4-0,San Marino,FIFA World Cup qualification,Glasgow › Scotland
Wed Mar 28 2001,Slovakia,3-1,Azerbaijan,FIFA World Cup qualification,Trnava › Slovakia
Wed Mar 28 2001,Slovenia,1-1,Serbia,FIFA World Cup qualification,Ljubljana › Slovenia
Wed Mar 28 2001,Spain,2-1,France,Friendly,Valencia › Spain
Wed Mar 28 2001,Sri Lanka,1-0,Cambodia,Friendly,Colombo › Sri Lanka
Wed Mar 28 2001,Switzerland,5-0,Luxembourg,FIFA World Cup qualification,Zürich › Switzerland
Wed Mar 28 2001,Uruguay,0-1,Paraguay,FIFA World Cup qualification,Montevideo › Uruguay
Wed Mar 28 2001,Wales,1-1,Ukraine,FIFA World Cup qualification,Cardiff › Wales
