Date,Team 1,Score,Team 2,Tournament,City
Fri Jan 23 2015,Ghana,1-0,Algeria,African Cup of Nations,Mongomo › Equatorial Guinea
Fri Jan 23 2015,Iran,3-3,Iraq,AFC Asian Cup,Canberra › Australia
Fri Jan 23 2015,Japan,1-1,United Arab Emirates,AFC Asian Cup,Sydney › Australia
Fri Jan 23 2015,South Africa,1-1,Senegal,African Cup of Nations,Mongomo › Equatorial Guinea
Sat Jan 24 2015,Cameroon,1-1,Guinea,African Cup of Nations,Malabo › Equatorial Guinea
Sat Jan 24 2015,Ivory Coast,1-1,Mali,African Cup of Nations,Malabo › Equatorial Guinea
Sun Jan 25 2015,Congo,2-1,Burkina Faso,African Cup of Nations,Ebebiyín › Equatorial Guinea
Sun Jan 25 2015,Equatorial Guinea,2-0,Gabon,African Cup of Nations,Bata › Equatorial Guinea
Mon Jan 26 2015,Cape Verde,0-0,Zambia,African Cup of Nations,Ebebiyín › Equatorial Guinea
Mon Jan 26 2015,DR Congo,1-1,Tunisia,African Cup of Nations,Bata › Equatorial Guinea
Mon Jan 26 2015,South Korea,2-0,Iraq,AFC Asian Cup,Sydney › Australia
Tue Jan 27 2015,Australia,2-0,United Arab Emirates,AFC Asian Cup,Newcastle › Australia
Tue Jan 27 2015,Senegal,0-2,Algeria,African Cup of Nations,Malabo › Equatorial Guinea
Tue Jan 27 2015,South Africa,1-2,Ghana,African Cup of Nations,Mongomo › Equatorial Guinea
Wed Jan 28 2015,Cameroon,0-1,Ivory Coast,African Cup of Nations,Malabo › Equatorial Guinea
Wed Jan 28 2015,Chile,3-2,United States,Friendly,Rancagua › Chile
Wed Jan 28 2015,Guinea,1-1,Mali,African Cup of Nations,Mongomo › Equatorial Guinea
Fri Jan 30 2015,Curaçao,0-0,Aruba,ABCS Tournament,Paramaribo › Suriname
Fri Jan 30 2015,Iraq,2-3,United Arab Emirates,AFC Asian Cup,Newcastle › Australia
Fri Jan 30 2015,Suriname,3-0,Bonaire,ABCS Tournament,Paramaribo › Suriname
Sat Jan 31 2015,Australia,2-1,South Korea,AFC Asian Cup,Sydney › Australia
Sat Jan 31 2015,Congo,2-4,DR Congo,African Cup of Nations,Bata › Equatorial Guinea
Sat Jan 31 2015,Equatorial Guinea,2-1,Tunisia,African Cup of Nations,Bata › Equatorial Guinea
Sun Feb 1 2015,Curaçao,4-1,Bonaire,ABCS Tournament,Paramaribo › Suriname
Sun Feb 1 2015,Ghana,3-0,Guinea,African Cup of Nations,Malabo › Equatorial Guinea
Sun Feb 1 2015,Ivory Coast,3-1,Algeria,African Cup of Nations,Malabo › Equatorial Guinea
Sun Feb 1 2015,Suriname,1-0,Aruba,ABCS Tournament,Paramaribo › Suriname
Mon Feb 2 2015,Bangladesh,1-0,Sri Lanka,Friendly,Dhaka › Bangladesh
Wed Feb 4 2015,DR Congo,1-3,Ivory Coast,African Cup of Nations,Bata › Equatorial Guinea
Wed Feb 4 2015,Honduras,2-3,Venezuela,Friendly,San Pedro Sula › Honduras
Thu Feb 5 2015,Equatorial Guinea,0-3,Ghana,African Cup of Nations,Malabo › Equatorial Guinea
Fri Feb 6 2015,Pakistan,2-1,Afghanistan,Friendly,Lahore › Pakistan
Sat Feb 7 2015,Equatorial Guinea,0-0,DR Congo,African Cup of Nations,Malabo › Equatorial Guinea
Sun Feb 8 2015,Ivory Coast,0-0,Ghana,African Cup of Nations,Bata › Equatorial Guinea
Sun Feb 8 2015,United States,2-0,Panama,Friendly,Carson › United States
Wed Feb 18 2015,Kazakhstan,1-1,Moldova,Friendly,Antalya › Turkey
Sun Mar 8 2015,Antigua and Barbuda,2-0,U.S. Virgin Islands,Friendly,St. John's › Antigua and Barbuda
Sun Mar 8 2015,Bermuda,2-0,Grenada,Friendly,Hamilton › Bermuda
Thu Mar 12 2015,Cambodia,3-0,Macau,FIFA World Cup qualification,Phnom Penh › Cambodia
Thu Mar 12 2015,East Timor,0-3,Mongolia,FIFA World Cup qualification,Dili › East Timor
Thu Mar 12 2015,India,2-0,Nepal,FIFA World Cup qualification,Guwahati › India
Thu Mar 12 2015,Sri Lanka,0-1,Bhutan,FIFA World Cup qualification,Colombo › Sri Lanka
Thu Mar 12 2015,Yemen,3-1,Pakistan,FIFA World Cup qualification,Doha › Qatar
Sun Mar 15 2015,Antigua and Barbuda,1-0,Dominica,Friendly,St. John's › Antigua and Barbuda
Tue Mar 17 2015,Bhutan,2-1,Sri Lanka,FIFA World Cup qualification,Thimphu › Bhutan
Tue Mar 17 2015,Brunei,0-2,Chinese Taipei,FIFA World Cup qualification,Bandar Seri Begawan › Brunei
Tue Mar 17 2015,Macau,1-1,Cambodia,FIFA World Cup qualification,Taipa › Macau
Tue Mar 17 2015,Mongolia,3-0,East Timor,FIFA World Cup qualification,Ulan Bator › Mongolia
Tue Mar 17 2015,Nepal,0-0,India,FIFA World Cup qualification,Kathmandu › Nepal
Sun Mar 22 2015,Antigua and Barbuda,1-0,British Virgin Islands,Friendly,St. John's › Antigua and Barbuda
Sun Mar 22 2015,Barbados,0-1,U.S. Virgin Islands,FIFA World Cup qualification,Bridgetown › Barbados
Mon Mar 23 2015,Pakistan,0-0,Yemen,FIFA World Cup qualification,Isa Town › Bahrain
Wed Mar 25 2015,Botswana,2-0,Lesotho,Friendly,Gaborone › Botswana
Wed Mar 25 2015,Denmark,3-2,United States,Friendly,Århus › Denmark
Wed Mar 25 2015,Dominican Republic,0-3,Cuba,Friendly,Santiago de los Caballeros › Dominican Republic
Wed Mar 25 2015,French Guiana,3-1,Honduras,Gold Cup qualification,Cayenne › French Guiana
Wed Mar 25 2015,Gabon,4-3,Mali,Friendly,Beauvais › France
Wed Mar 25 2015,Georgia,2-0,Malta,Friendly,Tbilisi › Georgia
Wed Mar 25 2015,Germany,2-2,Australia,Friendly,Kaiserslautern › Germany
Wed Mar 25 2015,Indonesia,0-1,Cameroon,Friendly,Sidoarjo › Indonesia
Wed Mar 25 2015,Mauritius,2-2,Burundi,Friendly,Curepipe › Mauritius
Wed Mar 25 2015,Nigeria,0-1,Uganda,Friendly,Uyo › Nigeria
Wed Mar 25 2015,Scotland,1-0,Northern Ireland,Friendly,Glasgow › Scotland
Wed Mar 25 2015,Eswatini,1-3,South Africa,Friendly,Lobamba › Eswatini
Thu Mar 26 2015,Bahrain,0-6,Colombia,Friendly,Riffa › Bahrain
Thu Mar 26 2015,Chile,0-2,Iran,Friendly,Sankt Pölten › Austria
Thu Mar 26 2015,Egypt,2-0,Equatorial Guinea,Friendly,Cairo › Egypt
Thu Mar 26 2015,France,1-3,Brazil,Friendly,Saint-Denis › France
Thu Mar 26 2015,Ivory Coast,2-0,Angola,Friendly,Abidjan › Ivory Coast
Thu Mar 26 2015,Jordan,0-1,Syria,Friendly,Amman › Jordan
Thu Mar 26 2015,Maldives,0-2,Tajikistan,Friendly,Malé › Maldives
Thu Mar 26 2015,Oman,6-0,Malaysia,Friendly,Seeb › Oman
Thu Mar 26 2015,Qatar,1-0,Algeria,Friendly,Doha › Qatar
Thu Mar 26 2015,Thailand,2-0,Singapore,Friendly,Nakhon Ratchasima › Thailand
Thu Mar 26 2015,U.S. Virgin Islands,0-4,Barbados,FIFA World Cup qualification,Charlotte Amalie › U.S. Virgin Islands
Fri Mar 27 2015,Canada,1-0,Guatemala,Friendly,Fort Lauderdale › United States
Fri Mar 27 2015,China PR,2-2,Haiti,Friendly,Changsha › China PR
Fri Mar 27 2015,Curaçao,2-1,Montserrat,FIFA World Cup qualification,Willemstad › Curaçao
Fri Mar 27 2015,England,4-0,Lithuania,UEFA Euro qualification,London › England
Fri Mar 27 2015,Gambia,1-0,Mauritania,Friendly,Bakau › Gambia
Fri Mar 27 2015,Japan,2-0,Tunisia,Friendly,Ōita › Japan
Fri Mar 27 2015,South Korea,1-1,Uzbekistan,Friendly,Daejeon › South Korea
Fri Mar 27 2015,Liechtenstein,0-5,Austria,UEFA Euro qualification,Vaduz › Liechtenstein
Fri Mar 27 2015,North Macedonia,1-2,Belarus,UEFA Euro qualification,Skopje › North Macedonia
Fri Mar 27 2015,Moldova,0-2,Sweden,UEFA Euro qualification,Chișinău › Moldova
Fri Mar 27 2015,Montenegro,0-3,Russia,UEFA Euro qualification,Podgorica › Montenegro
Fri Mar 27 2015,Slovakia,3-0,Luxembourg,UEFA Euro qualification,Žilina › Slovakia
Fri Mar 27 2015,Slovenia,6-0,San Marino,UEFA Euro qualification,Ljubljana › Slovenia
Fri Mar 27 2015,Spain,1-0,Ukraine,UEFA Euro qualification,Seville › Spain
Fri Mar 27 2015,Switzerland,3-0,Estonia,UEFA Euro qualification,Lucerne › Switzerland
Fri Mar 27 2015,Trinidad and Tobago,0-1,Panama,Friendly,Couva › Trinidad and Tobago
Sat Mar 28 2015,Andorra,0-3,Bosnia and Herzegovina,UEFA Euro qualification,Sant Julià de Lòria › Andorra
Sat Mar 28 2015,Azerbaijan,2-0,Malta,UEFA Euro qualification,Baku › Azerbaijan
Sat Mar 28 2015,Belgium,5-0,Cyprus,UEFA Euro qualification,Brussels › Belgium
Sat Mar 28 2015,Bulgaria,2-2,Italy,UEFA Euro qualification,Sofia › Bulgaria
Sat Mar 28 2015,Croatia,5-1,Norway,UEFA Euro qualification,Zagreb › Croatia
Sat Mar 28 2015,Czech Republic,1-1,Latvia,UEFA Euro qualification,Prague › Czech Republic
Sat Mar 28 2015,Ghana,1-2,Senegal,Friendly,Le Havre › France
Sat Mar 28 2015,Hong Kong,1-0,Guam,Friendly,Kowloon › Hong Kong
Sat Mar 28 2015,Iraq,2-1,DR Congo,Friendly,Sharjah › United Arab Emirates
Sat Mar 28 2015,Israel,0-3,Wales,UEFA Euro qualification,Haifa › Israel
Sat Mar 28 2015,Kazakhstan,0-3,Iceland,UEFA Euro qualification,Astana › Kazakhstan
Sat Mar 28 2015,Mauritius,1-1,Togo,Friendly,Mapou › Mauritius
Sat Mar 28 2015,Morocco,0-1,Uruguay,Friendly,Agadir › Morocco
Sat Mar 28 2015,Netherlands,1-1,Turkey,UEFA Euro qualification,Amsterdam › Netherlands
Sun Mar 29 2015,Albania,2-1,Armenia,UEFA Euro qualification,Elbasan › Albania
Sun Mar 29 2015,Anguilla,0-3,Nicaragua,FIFA World Cup qualification,The Valley › Anguilla
Sun Mar 29 2015,Bermuda,3-0,Bahamas,FIFA World Cup qualification,Hamilton › Bermuda
Sun Mar 29 2015,Botswana,1-2,Mozambique,Friendly,Lobatse › Botswana
Sun Mar 29 2015,Brazil,1-0,Chile,Friendly,London › England
Sun Mar 29 2015,Dominica,0-0,British Virgin Islands,FIFA World Cup qualification,Roseau › Dominica
Sun Mar 29 2015,France,2-0,Denmark,Friendly,Saint-Étienne › France
Sun Mar 29 2015,Georgia,0-2,Germany,UEFA Euro qualification,Tbilisi › Georgia
Sun Mar 29 2015,Guyana,2-0,Grenada,Friendly,Providence › Guyana
Sun Mar 29 2015,Honduras,3-0,French Guiana,Gold Cup qualification,San Pedro Sula › Honduras
Sun Mar 29 2015,Hungary,0-0,Greece,UEFA Euro qualification,Budapest › Hungary
Sun Mar 29 2015,Republic of Ireland,1-1,Poland,UEFA Euro qualification,Dublin › Republic of Ireland
Sun Mar 29 2015,Ivory Coast,1-1,Equatorial Guinea,Friendly,Abidjan › Ivory Coast
Sun Mar 29 2015,Northern Ireland,2-1,Finland,UEFA Euro qualification,Belfast › Northern Ireland
Sun Mar 29 2015,Portugal,2-1,Serbia,UEFA Euro qualification,Lisbon › Portugal
Sun Mar 29 2015,Romania,1-0,Faroe Islands,UEFA Euro qualification,Ploieşti › Romania
Sun Mar 29 2015,Scotland,6-1,Gibraltar,UEFA Euro qualification,Glasgow › Scotland
Sun Mar 29 2015,South Africa,1-1,Nigeria,Friendly,Nelspruit › South Africa
Sun Mar 29 2015,Tanzania,1-1,Malawi,Friendly,Mwanza › Tanzania
Sun Mar 29 2015,Zambia,2-0,Rwanda,Friendly,Lusaka › Zambia
Mon Mar 30 2015,Bahrain,2-1,Philippines,Friendly,Riffa › Bahrain
Mon Mar 30 2015,Belarus,0-0,Gabon,Friendly,Belek › Turkey
Mon Mar 30 2015,Indonesia,2-1,Burma,Friendly,Sidoarjo › Indonesia
Mon Mar 30 2015,Jamaica,3-0,Cuba,Friendly,Montego Bay › Jamaica
Mon Mar 30 2015,Kuwait,1-3,Colombia,Friendly,Abu Dhabi › United Arab Emirates
Mon Mar 30 2015,North Macedonia,0-0,Australia,Friendly,Skopje › North Macedonia
Mon Mar 30 2015,Oman,1-4,Algeria,Friendly,Doha › Qatar
Mon Mar 30 2015,Qatar,1-0,Slovenia,Friendly,Doha › Qatar
Mon Mar 30 2015,Saudi Arabia,2-1,Jordan,Friendly,Dammam › Saudi Arabia
Mon Mar 30 2015,Thailand,2-3,Cameroon,Friendly,Nonthaburi › Thailand
Tue Mar 31 2015,Austria,1-1,Bosnia and Herzegovina,Friendly,Vienna › Austria
Tue Mar 31 2015,China PR,1-1,Tunisia,Friendly,Nanjing › China PR
Tue Mar 31 2015,Estonia,1-1,Iceland,Friendly,Tallinn › Estonia
Tue Mar 31 2015,Ghana,1-1,Mali,Friendly,Paris › France
Tue Mar 31 2015,Iraq,1-0,DR Congo,Friendly,Sharjah › United Arab Emirates
Tue Mar 31 2015,Israel,0-1,Belgium,UEFA Euro qualification,Jerusalem › Israel
Tue Mar 31 2015,Italy,1-1,England,Friendly,Turin › Italy
Tue Mar 31 2015,Japan,5-1,Uzbekistan,Friendly,Chōfu › Japan
Tue Mar 31 2015,South Korea,1-0,New Zealand,Friendly,Seoul › South Korea
Tue Mar 31 2015,Liechtenstein,1-0,San Marino,Friendly,Eschen › Liechtenstein
Tue Mar 31 2015,Luxembourg,1-2,Turkey,Friendly,Luxembourg › Luxembourg
Tue Mar 31 2015,Mauritania,2-0,Niger,Friendly,Nouakchott › Mauritania
Tue Mar 31 2015,Montserrat,2-2,Curaçao,FIFA World Cup qualification,Lookout › Montserrat
Tue Mar 31 2015,Netherlands,2-0,Spain,Friendly,Amsterdam › Netherlands
Tue Mar 31 2015,Panama,2-1,Costa Rica,Friendly,Panama City › Panama
Tue Mar 31 2015,Peru,0-1,Venezuela,Friendly,Fort Lauderdale › United States
Tue Mar 31 2015,Portugal,0-2,Cape Verde,Friendly,Estoril › Portugal
Tue Mar 31 2015,Russia,0-0,Kazakhstan,Friendly,Khimki › Russia
Tue Mar 31 2015,Singapore,2-2,Guam,Friendly,Kallang › Singapore
Tue Mar 31 2015,Slovakia,1-0,Czech Republic,Friendly,Žilina › Slovakia
Tue Mar 31 2015,Sweden,3-1,Iran,Friendly,Solna › Sweden
Tue Mar 31 2015,Switzerland,1-1,United States,Friendly,Zürich › Switzerland
Tue Mar 31 2015,Tajikistan,2-3,Syria,Friendly,Dushanbe › Tajikistan
Tue Mar 31 2015,Ukraine,1-1,Latvia,Friendly,L'viv › Ukraine
Wed Apr 15 2015,United States,2-0,Mexico,Friendly,San Antonio › United States
Sun May 10 2015,Barbados,1-3,Saint Kitts and Nevis,Friendly,Bridgetown › Barbados
Sun May 10 2015,Zambia,2-0,Malawi,Friendly,Lusaka › Zambia
Tue May 12 2015,Kazakhstan,0-0,Burkina Faso,Friendly,Almaty › Kazakhstan
Wed May 13 2015,Dominican Republic,6-0,Cayman Islands,Friendly,Santiago de los Caballeros › Dominican Republic
Thu May 14 2015,Grenada,1-2,Dominica,Windward Islands Tournament,Vieux Fort › Saint Lucia
Thu May 14 2015,Lesotho,0-0,South Africa,Friendly,Maseru › Lesotho
Thu May 14 2015,Saint Lucia,1-2,Saint Vincent and the Grenadines,Windward Islands Tournament,Vieux Fort › Saint Lucia
Sat May 16 2015,Lesotho,1-1,South Africa,Friendly,Maseru › Lesotho
Sat May 16 2015,Saint Lucia,0-2,Grenada,Windward Islands Tournament,Vieux Fort › Saint Lucia
Sun May 17 2015,Namibia,0-0,Seychelles,COSAFA Cup,Moruleng-Saulspoort › South Africa
Sun May 17 2015,Vietnam,1-1,North Korea,Friendly,Hanoi › Vietnam
Sun May 17 2015,Zimbabwe,2-0,Mauritius,COSAFA Cup,Moruleng-Saulspoort › South Africa
Mon May 18 2015,Lesotho,1-2,Madagascar,COSAFA Cup,Phokeng › South Africa
Mon May 18 2015,Tanzania,0-1,Eswatini,COSAFA Cup,Phokeng › South Africa
Tue May 19 2015,Namibia,2-0,Mauritius,COSAFA Cup,Moruleng-Saulspoort › South Africa
Tue May 19 2015,Seychelles,0-1,Zimbabwe,COSAFA Cup,Moruleng-Saulspoort › South Africa
Wed May 20 2015,Lesotho,0-2,Eswatini,COSAFA Cup,Phokeng › South Africa
Wed May 20 2015,Madagascar,2-0,Tanzania,COSAFA Cup,Phokeng › South Africa
Wed May 20 2015,Thailand,0-1,North Korea,Friendly,Bangkok › Thailand
Thu May 21 2015,Namibia,4-1,Zimbabwe,COSAFA Cup,Moruleng-Saulspoort › South Africa
Thu May 21 2015,Seychelles,0-1,Mauritius,COSAFA Cup,Phokeng › South Africa
Fri May 22 2015,Lesotho,1-0,Tanzania,COSAFA Cup,Moruleng-Saulspoort › South Africa
Fri May 22 2015,Madagascar,1-1,Eswatini,COSAFA Cup,Phokeng › South Africa
Sun May 24 2015,Lebanon,2-2,Syria,Friendly,Sidon › Lebanon
Sun May 24 2015,South Africa,0-0,Botswana,COSAFA Cup,Moruleng-Saulspoort › South Africa
Sun May 24 2015,Thailand,1-0,Vietnam,FIFA World Cup qualification,Bangkok › Thailand
Sun May 24 2015,Zambia,0-0,Namibia,COSAFA Cup,Moruleng-Saulspoort › South Africa
Mon May 25 2015,Ghana,1-2,Madagascar,COSAFA Cup,Phokeng › South Africa
Mon May 25 2015,Mozambique,2-2,Malawi,COSAFA Cup,Phokeng › South Africa
Wed May 27 2015,South Africa,0-0,Malawi,COSAFA Cup,Moruleng-Saulspoort › South Africa
Wed May 27 2015,Zambia,3-0,Ghana,COSAFA Cup,Moruleng-Saulspoort › South Africa
Thu May 28 2015,Botswana,1-2,Mozambique,COSAFA Cup,Moruleng-Saulspoort › South Africa
Thu May 28 2015,Namibia,3-2,Madagascar,COSAFA Cup,Moruleng-Saulspoort › South Africa
Fri May 29 2015,Laos,0-2,Afghanistan,Friendly,Vientiane › Laos
Fri May 29 2015,Zambia,0-1,Malawi,COSAFA Cup,Phokeng › South Africa
Fri May 29 2015,Corsica,1-0,Burkina Faso,Friendly,Bastia › France
Sat May 30 2015,Bahrain,0-0,Oman,Friendly,Riffa › Bahrain
Sat May 30 2015,Bangladesh,1-2,Singapore,Friendly,Dhaka › Bangladesh
Sat May 30 2015,Jordan,0-0,Lebanon,Friendly,Irbid › Jordan
Sat May 30 2015,Madagascar,2-1,Botswana,COSAFA Cup,Moruleng-Saulspoort › South Africa
Sat May 30 2015,Mexico,3-0,Guatemala,Friendly,Tuxtla Gutiérrez › Mexico
Sat May 30 2015,Namibia,2-0,Mozambique,COSAFA Cup,Moruleng-Saulspoort › South Africa
Sun May 31 2015,El Salvador,0-2,Honduras,Friendly,Washington › United States
Sun May 31 2015,Northern Ireland,1-1,Qatar,Friendly,Crewe › England
Tue Jun 2 2015,Bangladesh,1-1,Afghanistan,Friendly,Dhaka › Bangladesh
Tue Jun 2 2015,Cambodia,1-1,Laos,Friendly,Phnom Penh › Cambodia
Wed Jun 3 2015,Panama,1-1,Ecuador,Friendly,Panama City › Panama
Fri Jun 5 2015,Cambodia,1-0,Burma,Friendly,Samut Sakhon › Thailand
Fri Jun 5 2015,Curaçao,1-0,Trinidad and Tobago,Friendly,Willemstad › Curaçao
Fri Jun 5 2015,Hungary,4-0,Lithuania,Friendly,Debrecen › Hungary
Fri Jun 5 2015,Jordan,2-2,Kuwait,Friendly,Istanbul › Turkey
Fri Jun 5 2015,Netherlands,3-4,United States,Friendly,Amsterdam › Netherlands
Fri Jun 5 2015,Oman,1-2,Syria,Friendly,Muscat › Oman
Fri Jun 5 2015,Scotland,1-0,Qatar,Friendly,Edinburgh › Scotland
Fri Jun 5 2015,Thailand,1-1,Bahrain,Friendly,Bangkok › Thailand
Sat Jun 6 2015,Andorra,0-1,Equatorial Guinea,Friendly,Sant Julià de Lòria › Andorra
Sat Jun 6 2015,Burkina Faso,2-3,Cameroon,Friendly,Colombes › France
Sat Jun 6 2015,Colombia,1-0,Costa Rica,Friendly,Buenos Aires › Argentina
Sat Jun 6 2015,Ecuador,4-0,Panama,Friendly,Portoviejo › Ecuador
Sat Jun 6 2015,Guinea,2-1,Chad,Friendly,Saint-Leu-la-Forêt › France
Sat Jun 6 2015,Malaysia,0-0,Hong Kong,Friendly,Shah Alam › Malaysia
Sat Jun 6 2015,Niger,2-1,Gabon,Friendly,Niamey › Niger
Sat Jun 6 2015,Paraguay,2-2,Honduras,Friendly,Asunción › Paraguay
Sat Jun 6 2015,Rwanda,0-0,Kenya,Friendly,Kigali › Rwanda
Sat Jun 6 2015,Singapore,5-1,Brunei,Friendly,Jurong West › Singapore
Sat Jun 6 2015,Uruguay,5-1,Guatemala,Friendly,Montevideo › Uruguay
Sun Jun 7 2015,Brazil,2-0,Mexico,Friendly,São Paulo › Brazil
Sun Jun 7 2015,Croatia,4-0,Gibraltar,Friendly,Varaždin › Croatia
Sun Jun 7 2015,Ethiopia,0-1,Zambia,Friendly,Addis Abeba › Ethiopia
Sun Jun 7 2015,France,3-4,Belgium,Friendly,Saint-Denis › France
Sun Jun 7 2015,Republic of Ireland,0-0,England,Friendly,Dublin › Republic of Ireland
Sun Jun 7 2015,Kenya,2-0,South Sudan,Friendly,Kigali › Rwanda
Sun Jun 7 2015,Russia,4-2,Belarus,Friendly,Khimki › Russia
Sun Jun 7 2015,Rwanda,2-0,Tanzania,Friendly,Kigali › Rwanda
Sun Jun 7 2015,Serbia,4-1,Azerbaijan,Friendly,Sankt Pölten › Austria
Mon Jun 8 2015,Denmark,2-1,Montenegro,Friendly,Viborg › Denmark
Mon Jun 8 2015,Egypt,2-1,Malawi,Friendly,Alexandria › Egypt
Mon Jun 8 2015,Ghana,1-0,Togo,Friendly,Accra › Ghana
Mon Jun 8 2015,Malta,2-0,Lithuania,Friendly,Attard › Malta
Mon Jun 8 2015,Norway,0-0,Sweden,Friendly,Oslo › Norway
