Date,Team 1,Score,Team 2,Tournament,City
Thu Jan 1 2004,Bahrain,0-1,Saudi Arabia,Gulf Cup,Kuwait City › Kuwait
Thu Jan 1 2004,Bermuda,0-4,Barbados,Friendly,Hamilton › Bermuda
Thu Jan 1 2004,Kuwait,4-0,Yemen,Gulf Cup,Kuwait City › Kuwait
Sat Jan 3 2004,Oman,0-1,Bahrain,Gulf Cup,Kuwait City › Kuwait
Sat Jan 3 2004,United Arab Emirates,0-0,Qatar,Gulf Cup,Kuwait City › Kuwait
Sun Jan 4 2004,Kuwait,1-1,Saudi Arabia,Gulf Cup,Kuwait City › Kuwait
Mon Jan 5 2004,Qatar,3-0,Yemen,Gulf Cup,Kuwait City › Kuwait
Tue Jan 6 2004,Oman,1-2,Saudi Arabia,Gulf Cup,Kuwait City › Kuwait
Wed Jan 7 2004,United Arab Emirates,1-3,Bahrain,Gulf Cup,Kuwait City › Kuwait
Thu Jan 8 2004,Cuba,0-0,Martinique,Friendly,Havana › Cuba
Thu Jan 8 2004,Egypt,5-1,Rwanda,Friendly,Port Said › Egypt
Thu Jan 8 2004,Kuwait,1-2,Qatar,Gulf Cup,Kuwait City › Kuwait
Thu Jan 8 2004,Yemen,0-2,Saudi Arabia,Gulf Cup,Kuwait City › Kuwait
Sat Jan 10 2004,Kuwait,0-4,Bahrain,Gulf Cup,Kuwait City › Kuwait
Sat Jan 10 2004,Mauritius,2-0,South Africa,COSAFA Cup,Curepipe › Mauritius
Sat Jan 10 2004,Suriname,1-1,Curaçao,Friendly,Paramaribo › Suriname
Sun Jan 11 2004,Barbados,2-0,Grenada,Friendly,Bridgetown › Barbados
Sun Jan 11 2004,Oman,2-0,Qatar,Gulf Cup,Kuwait City › Kuwait
Sun Jan 11 2004,Yemen,0-3,United Arab Emirates,Gulf Cup,Kuwait City › Kuwait
Wed Jan 14 2004,Egypt,2-2,DR Congo,Friendly,Port Said › Egypt
Wed Jan 14 2004,Tunisia,2-0,Benin,Friendly,Houmet Souk › Tunisia
Thu Jan 15 2004,Algeria,0-2,Mali,Friendly,Algiers › Algeria
Fri Jan 16 2004,Libya,2-0,Kenya,Friendly,Az Zawiyah › Libya
Sat Jan 17 2004,Curaçao,2-0,Suriname,Friendly,Willemstad › Netherlands Antilles
Sat Jan 17 2004,Egypt,1-1,Burkina Faso,Friendly,Port Said › Egypt
Sat Jan 17 2004,Tunisia,2-1,Benin,Friendly,Sfax › Tunisia
Sun Jan 18 2004,Barbados,0-1,Canada,Friendly,Bridgetown › Barbados
Sun Jan 18 2004,Guadeloupe,2-0,Saint Lucia,Friendly,Basse-Terre › Guadeloupe
Sun Jan 18 2004,Senegal,2-1,South Africa,Friendly,Dakar › Senegal
Mon Jan 19 2004,Libya,2-0,Kenya,Friendly,Tripoli › Libya
Tue Jan 20 2004,Guinea,1-0,Burkina Faso,Friendly,Toulon › France
Thu Jan 22 2004,Sweden,0-3,Norway,Lunar New Year Cup,So Kon Po › Hong Kong
Sat Jan 24 2004,Tunisia,2-1,Rwanda,African Cup of Nations,Radès › Tunisia
Sun Jan 25 2004,Cameroon,1-1,Algeria,African Cup of Nations,Sousse › Tunisia
Sun Jan 25 2004,DR Congo,1-2,Guinea,African Cup of Nations,Tunis › Tunisia
Sun Jan 25 2004,Norway,3-1,Honduras,Lunar New Year Cup,So Kon Po › Hong Kong
Sun Jan 25 2004,Zimbabwe,1-2,Egypt,African Cup of Nations,Sfax › Tunisia
Mon Jan 26 2004,Kenya,1-3,Mali,African Cup of Nations,Bizerte › Tunisia
Mon Jan 26 2004,Senegal,0-0,Burkina Faso,African Cup of Nations,Tunis › Tunisia
Tue Jan 27 2004,China PR,0-0,North Macedonia,Friendly,Yiwu › China PR
Tue Jan 27 2004,Nigeria,0-1,Morocco,African Cup of Nations,Monastir › Tunisia
Tue Jan 27 2004,South Africa,2-0,Benin,African Cup of Nations,Sfax › Tunisia
Wed Jan 28 2004,British Virgin Islands,0-1,Dominica,Friendly,Road Town › British Virgin Islands
Wed Jan 28 2004,Curaçao,6-1,Aruba,Friendly,Willemstad › Netherlands Antilles
Wed Jan 28 2004,El Salvador,1-1,Panama,Friendly,San Salvador › El Salvador
Wed Jan 28 2004,Rwanda,1-1,Guinea,African Cup of Nations,Bizerte › Tunisia
Wed Jan 28 2004,Singapore,2-5,Norway,Friendly,Singapore › Singapore
Wed Jan 28 2004,Tunisia,3-0,DR Congo,African Cup of Nations,Radès › Tunisia
Thu Jan 29 2004,Algeria,2-1,Egypt,African Cup of Nations,Sousse › Tunisia
Thu Jan 29 2004,Cameroon,5-3,Zimbabwe,African Cup of Nations,Sfax › Tunisia
Thu Jan 29 2004,China PR,1-0,North Macedonia,Friendly,Suzhou › China PR
Fri Jan 30 2004,British Virgin Islands,5-0,U.S. Virgin Islands,Friendly,Road Town › British Virgin Islands
Fri Jan 30 2004,Burkina Faso,1-3,Mali,African Cup of Nations,Tunis › Tunisia
Fri Jan 30 2004,Senegal,3-0,Kenya,African Cup of Nations,Bizerte › Tunisia
Sat Jan 31 2004,Dominica,5-0,U.S. Virgin Islands,Friendly,Spanish Town › British Virgin Islands
Sat Jan 31 2004,Grenada,0-1,Barbados,Friendly,St. George's › Grenada
Sat Jan 31 2004,Haiti,1-1,Nicaragua,Friendly,West Palm Beach › United States
Sat Jan 31 2004,Morocco,4-0,Benin,African Cup of Nations,Sfax › Tunisia
Sat Jan 31 2004,Nigeria,4-0,South Africa,African Cup of Nations,Monastir › Tunisia
Sun Feb 1 2004,British Virgin Islands,1-2,Dominica,Friendly,Road Town › British Virgin Islands
Sun Feb 1 2004,Rwanda,1-0,DR Congo,African Cup of Nations,Bizerte › Tunisia
Sun Feb 1 2004,Tunisia,1-1,Guinea,African Cup of Nations,Radès › Tunisia
Mon Feb 2 2004,Burkina Faso,0-3,Kenya,African Cup of Nations,Bizerte › Tunisia
Mon Feb 2 2004,Senegal,1-1,Mali,African Cup of Nations,Tunis › Tunisia
Tue Feb 3 2004,Algeria,1-2,Zimbabwe,African Cup of Nations,Sousse › Tunisia
Tue Feb 3 2004,Cameroon,0-0,Egypt,African Cup of Nations,Monastir › Tunisia
Tue Feb 3 2004,China PR,2-1,Finland,Friendly,Guangzhou › China PR
Wed Feb 4 2004,Morocco,1-1,South Africa,African Cup of Nations,Sousse › Tunisia
Wed Feb 4 2004,Nigeria,2-1,Benin,African Cup of Nations,Sfax › Tunisia
Sat Feb 7 2004,China PR,2-1,Finland,Friendly,Shenzhen › China PR
Sat Feb 7 2004,Japan,4-0,Malaysia,Friendly,Kashima › Japan
Sat Feb 7 2004,Mali,2-1,Guinea,African Cup of Nations,Tunis › Tunisia
Sat Feb 7 2004,Tunisia,1-0,Senegal,African Cup of Nations,Radès › Tunisia
Sun Feb 8 2004,Cameroon,1-2,Nigeria,African Cup of Nations,Monastir › Tunisia
Sun Feb 8 2004,Lebanon,2-1,Bahrain,Friendly,Beirut › Lebanon
Sun Feb 8 2004,Morocco,3-1,Algeria,African Cup of Nations,Sfax › Tunisia
Sun Feb 8 2004,Saint Lucia,1-2,Saint Vincent and the Grenadines,Friendly,Castries › Saint Lucia
Tue Feb 10 2004,Bermuda,0-1,Trinidad and Tobago,Friendly,Hamilton › Bermuda
Wed Feb 11 2004,Morocco,4-0,Mali,African Cup of Nations,Sousse › Tunisia
Wed Feb 11 2004,Tunisia,1-1,Nigeria,African Cup of Nations,Radès › Tunisia
Thu Feb 12 2004,Bermuda,2-2,Trinidad and Tobago,Friendly,Hamilton › Bermuda
Thu Feb 12 2004,Japan,2-0,Iraq,Friendly,Tokyo › Japan
Thu Feb 12 2004,Jordan,2-1,Indonesia,Friendly,Amman › Jordan
Fri Feb 13 2004,Nigeria,2-1,Mali,African Cup of Nations,Monastir › Tunisia
Fri Feb 13 2004,Qatar,2-0,Bahrain,Friendly,Doha › Qatar
Sat Feb 14 2004,South Korea,5-0,Oman,Friendly,Ulsan › South Korea
Sat Feb 14 2004,Malta,0-0,Moldova,Malta International Tournament,Attard › Malta
Sat Feb 14 2004,Tunisia,2-1,Morocco,African Cup of Nations,Radès › Tunisia
Sun Feb 15 2004,Barbados,0-2,Guyana,Friendly,Bridgetown › Barbados
Mon Feb 16 2004,Malta,5-2,Estonia,Malta International Tournament,Attard › Malta
Wed Feb 18 2004,Albania,2-1,Sweden,Friendly,Tirana › Albania
Wed Feb 18 2004,Antigua and Barbuda,2-0,Curaçao,FIFA World Cup qualification,St. John's › Antigua and Barbuda
Wed Feb 18 2004,Bahrain,2-1,Syria,FIFA World Cup qualification,Muharraq › Bahrain
Wed Feb 18 2004,Belgium,0-2,France,Friendly,Brussels › Belgium
Wed Feb 18 2004,China PR,1-0,Kuwait,FIFA World Cup qualification,Guangzhou › China PR
Wed Feb 18 2004,Croatia,1-2,Germany,Friendly,Split › Croatia
Wed Feb 18 2004,Cyprus,0-2,Belarus,Cyprus International Tournament,Achna › Cyprus
Wed Feb 18 2004,Estonia,1-0,Moldova,Malta International Tournament,Attard › Malta
Wed Feb 18 2004,Greece,2-0,Bulgaria,Friendly,Athens › Greece
Wed Feb 18 2004,Haiti,5-0,Turks and Caicos Islands,FIFA World Cup qualification,Miami › United States
Wed Feb 18 2004,Honduras,1-1,Colombia,Friendly,Tegucigalpa › Honduras
Wed Feb 18 2004,Hungary,2-0,Armenia,Cyprus International Tournament,Paphos › Cyprus
Wed Feb 18 2004,India,1-0,Singapore,FIFA World Cup qualification,Margao › India
