Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 2 2005,Singapore,4-2,Burma,AFF Championship,Singapore › Singapore
Mon Jan 3 2005,Malaysia,1-4,Indonesia,AFF Championship,Kuala Lumpur › Malaysia
Sat Jan 8 2005,Egypt,3-0,Uganda,Friendly,Cairo › Egypt
Sat Jan 8 2005,Indonesia,1-3,Singapore,AFF Championship,Jakarta › Indonesia
Sat Jan 8 2005,Jamaica,5-0,French Guiana,CFU Caribbean Cup qualification,Kingston › Jamaica
Sun Jan 9 2005,Haiti,0-1,Cuba,CFU Caribbean Cup qualification,Port-au-Prince › Haiti
Wed Jan 12 2005,Antigua and Barbuda,2-1,Trinidad and Tobago,Friendly,St. John's › Antigua and Barbuda
Wed Jan 12 2005,Costa Rica,3-3,Haiti,Friendly,San José › Costa Rica
Sat Jan 15 2005,Colombia,2-1,South Korea,Friendly,Los Angeles › United States
Sat Jan 15 2005,French Guiana,0-0,Jamaica,CFU Caribbean Cup qualification,Cayenne › French Guiana
Sat Jan 15 2005,Malaysia,2-1,Burma,AFF Championship,Singapore › Singapore
Sun Jan 16 2005,Cuba,1-1,Haiti,CFU Caribbean Cup qualification,Havana › Cuba
Sun Jan 16 2005,Singapore,2-1,Indonesia,AFF Championship,Singapore › Singapore
Mon Jan 17 2005,Guatemala,1-1,Colombia,Friendly,Los Angeles › United States
Wed Jan 19 2005,Paraguay,1-1,South Korea,Friendly,Los Angeles › United States
Fri Jan 21 2005,Trinidad and Tobago,1-0,Azerbaijan,Friendly,Port of Spain › Trinidad and Tobago
Sat Jan 22 2005,Kuwait,1-1,Norway,Friendly,Kuwait City › Kuwait
Sat Jan 22 2005,Sweden,1-1,South Korea,Friendly,Carson › United States
Sun Jan 23 2005,Barbados,3-0,Grenada,Friendly,Bridgetown › Barbados
Sun Jan 23 2005,Guatemala,1-2,Paraguay,Friendly,Los Angeles › United States
Sun Jan 23 2005,Trinidad and Tobago,2-0,Azerbaijan,Friendly,San Fernando › Trinidad and Tobago
Tue Jan 25 2005,Bahrain,0-1,Norway,Friendly,Riffa › Bahrain
Tue Jan 25 2005,Saudi Arabia,3-0,Tajikistan,Friendly,Riyadh › Saudi Arabia
Wed Jan 26 2005,Ecuador,2-0,Panama,Friendly,Ambato › Ecuador
Wed Jan 26 2005,Kuwait,3-2,Syria,Friendly,Kuwait City › Kuwait
Wed Jan 26 2005,Mexico,0-0,Sweden,Friendly,San Diego › United States
Fri Jan 28 2005,Jordan,0-0,Norway,Friendly,Amman › Jordan
Sat Jan 29 2005,Ecuador,2-0,Panama,Friendly,Babahoyo › Ecuador
Sat Jan 29 2005,Japan,4-0,Kazakhstan,Friendly,Yokohama › Japan
Sat Jan 29 2005,Saudi Arabia,1-0,Turkmenistan,Friendly,Riyadh › Saudi Arabia
Tue Feb 1 2005,Trinidad and Tobago,1-0,Haiti,Friendly,Port of Spain › Trinidad and Tobago
Wed Feb 2 2005,Bahrain,2-1,Lebanon,Friendly,Doha › Qatar
Wed Feb 2 2005,Hungary,0-0,Saudi Arabia,Friendly,Istanbul › Turkey
Wed Feb 2 2005,Iran,2-1,Bosnia and Herzegovina,Friendly,Teheran › Iran
Wed Feb 2 2005,Japan,3-0,Syria,Friendly,Saitama › Japan
Wed Feb 2 2005,North Korea,0-0,Kuwait,Friendly,Beijing › China PR
Thu Feb 3 2005,Gabon,4-0,Central African Republic,Friendly,Libreville › Gabon
Thu Feb 3 2005,Trinidad and Tobago,2-1,Haiti,Friendly,Port of Spain › Trinidad and Tobago
