Date,Team 1,Score,Team 2,Tournament,City
Tue May 25 2010,Georgia,0-0,Cameroon,Friendly,Linz › Austria
Tue May 25 2010,Greece,2-2,North Korea,Friendly,Altach › Austria
Tue May 25 2010,Republic of Ireland,2-1,Paraguay,Friendly,Dublin › Republic of Ireland
Tue May 25 2010,Montenegro,0-1,Albania,Friendly,Podgorica › Montenegro
Tue May 25 2010,Nigeria,0-0,Saudi Arabia,Friendly,Wattens › Austria
Tue May 25 2010,Ukraine,4-0,Lithuania,Friendly,Kharkiv › Ukraine
Tue May 25 2010,United States,2-4,Czech Republic,Friendly,East Hartford › United States
Wed May 26 2010,Azerbaijan,1-1,Moldova,Friendly,Seekirchen am Wallersee › Austria
Wed May 26 2010,Chile,3-0,Zambia,Friendly,Calama › Chile
Wed May 26 2010,Estonia,0-0,Croatia,Friendly,Tallinn › Estonia
Wed May 26 2010,France,2-1,Costa Rica,Friendly,Lens › France
Wed May 26 2010,Netherlands,2-1,Mexico,Friendly,Freiburg › Germany
Wed May 26 2010,Northern Ireland,0-2,Turkey,Friendly,New Britain › United States
Wed May 26 2010,Uruguay,4-1,Israel,Friendly,Montevideo › Uruguay
Thu May 27 2010,Belarus,2-2,Honduras,Friendly,Villach › Austria
Thu May 27 2010,Denmark,2-0,Senegal,Friendly,Aalborg › Denmark
Thu May 27 2010,South Africa,2-1,Colombia,Friendly,Johannesburg › South Africa
Fri May 28 2010,Republic of Ireland,3-0,Algeria,Friendly,Dublin › Republic of Ireland
Sat May 29 2010,Azerbaijan,1-3,North Macedonia,Friendly,Bischofshofen › Austria
Sat May 29 2010,Hungary,0-3,Germany,Friendly,Budapest › Hungary
Sat May 29 2010,Iceland,4-0,Andorra,Friendly,Reykjavík › Iceland
Sat May 29 2010,Moldova,2-3,United Arab Emirates,Friendly,Anif › Austria
Sat May 29 2010,New Zealand,1-0,Serbia,Friendly,Klagenfurt › Austria
Sat May 29 2010,Norway,2-1,Montenegro,Friendly,Oslo › Norway
Sat May 29 2010,Poland,0-0,Finland,Friendly,Kielce › Poland
Sat May 29 2010,Slovakia,1-1,Cameroon,Friendly,Klagenfurt › Austria
Sat May 29 2010,Spain,3-2,Saudi Arabia,Friendly,Innsbruck › Austria
Sat May 29 2010,Sweden,4-2,Bosnia and Herzegovina,Friendly,Solna › Sweden
Sat May 29 2010,Ukraine,3-2,Romania,Friendly,L'viv › Ukraine
Sat May 29 2010,United States,2-1,Turkey,Friendly,Philadelphia › United States
Sat May 29 2010,Venezuela,1-1,Canada,Friendly,Mérida › Venezuela
Sun May 30 2010,Belarus,1-0,South Korea,Friendly,Kufstein › Austria
Sun May 30 2010,Chile,1-0,Northern Ireland,Friendly,Chillán › Chile
Sun May 30 2010,Chile,3-0,Israel,Friendly,Concepción › Chile
Sun May 30 2010,Grenada,2-2,Martinique,Friendly,Grenville › Grenada
Sun May 30 2010,Japan,1-2,England,Friendly,Graz › Austria
Sun May 30 2010,Mexico,5-1,Gambia,Friendly,Bayreuth › Germany
Sun May 30 2010,Nigeria,1-1,Colombia,Friendly,Milton Keynes › England
Sun May 30 2010,Paraguay,2-2,Ivory Coast,Friendly,Thonon-les-Bains › France
Sun May 30 2010,Tunisia,1-1,France,Friendly,Radès › Tunisia
Mon May 31 2010,South Africa,5-0,Guatemala,Friendly,Polokwane › South Africa
Mon May 31 2010,Gozo,1-2,Padania,Viva World Cup,Xewkija › Malta
Mon May 31 2010,Iraqi Kurdistan,4-1,Two Sicilies,Viva World Cup,Sannat › Malta
Tue Jun 1 2010,Australia,1-0,Denmark,Friendly,Roodepoort › South Africa
Tue Jun 1 2010,Netherlands,4-1,Ghana,Friendly,Rotterdam › Netherlands
Tue Jun 1 2010,Portugal,3-1,Cameroon,Friendly,Covilhã › Portugal
Tue Jun 1 2010,Switzerland,0-1,Costa Rica,Friendly,Sion › Switzerland
Tue Jun 1 2010,Occitania,0-1,Padania,Viva World Cup,Xewkija › Malta
Tue Jun 1 2010,Provence,0-1,Two Sicilies,Viva World Cup,Sannat › Malta
Wed Jun 2 2010,Albania,1-0,Andorra,Friendly,Tirana › Albania
Wed Jun 2 2010,Azerbaijan,0-0,Honduras,Friendly,Zell am See › Austria
Wed Jun 2 2010,Belarus,0-1,Sweden,Friendly,Minsk › Belarus
Wed Jun 2 2010,Greece,0-2,Paraguay,Friendly,Winterthur › Switzerland
Wed Jun 2 2010,Norway,0-1,Ukraine,Friendly,Oslo › Norway
Wed Jun 2 2010,Romania,0-1,North Macedonia,Friendly,Villach › Austria
Wed Jun 2 2010,Serbia,0-0,Poland,Friendly,Kufstein › Austria
Wed Jun 2 2010,Zimbabwe,0-3,Brazil,Friendly,Harare › Zimbabwe
Wed Jun 2 2010,Gozo,0-5,Occitania,Viva World Cup,Xewkija › Malta
Wed Jun 2 2010,Iraqi Kurdistan,3-2,Provence,Viva World Cup,Sannat › Malta
Thu Jun 3 2010,Germany,3-1,Bosnia and Herzegovina,Friendly,Frankfurt am Main › Germany
Thu Jun 3 2010,Italy,1-2,Mexico,Friendly,Brussels › Belgium
Thu Jun 3 2010,Spain,1-0,South Korea,Friendly,Innsbruck › Austria
Fri Jun 4 2010,France,0-1,China PR,Friendly,Saint-Pierre › Réunion
Fri Jun 4 2010,Japan,0-2,Ivory Coast,Friendly,Sion › Switzerland
Fri Jun 4 2010,Luxembourg,0-0,Faroe Islands,Friendly,Hesperange › Luxembourg
Fri Jun 4 2010,Slovenia,3-1,New Zealand,Friendly,Maribor › Slovenia
Fri Jun 4 2010,Sudan,1-1,Palestine,Friendly,Omdurman › Sudan
Fri Jun 4 2010,Iraqi Kurdistan,2-1,Occitania,Viva World Cup,Sannat › Malta
Fri Jun 4 2010,Padania,2-0,Two Sicilies,Viva World Cup,Xewkija › Malta
Fri Jun 4 2010,Gozo,2-1,Provence,Viva World Cup,Xewkija › Malta
Sat Jun 5 2010,Algeria,1-0,United Arab Emirates,Friendly,Fürth › Germany
Sat Jun 5 2010,Australia,1-3,United States,Friendly,Roodepoort › South Africa
Sat Jun 5 2010,Ghana,1-0,Latvia,Friendly,Milton Keynes › England
Sat Jun 5 2010,Netherlands,6-1,Hungary,Friendly,Amsterdam › Netherlands
Sat Jun 5 2010,Romania,3-0,Honduras,Friendly,Sankt Veit an der Glan › Austria
Sat Jun 5 2010,Serbia,4-3,Cameroon,Friendly,Belgrade › Serbia
Sat Jun 5 2010,Slovakia,3-0,Costa Rica,Friendly,Bratislava › Slovakia
Sat Jun 5 2010,South Africa,1-0,Denmark,Friendly,Atteridgeville › South Africa
Sat Jun 5 2010,Switzerland,1-1,Italy,Friendly,Geneva › Switzerland
Sat Jun 5 2010,Occitania,2-0,Two Sicilies,Viva World Cup,Sannat › Malta
Sat Jun 5 2010,Iraqi Kurdistan,0-1,Padania,Viva World Cup,Xewkija › Malta
Sun Jun 6 2010,Nigeria,3-1,North Korea,Friendly,Johannesburg › South Africa
Mon Jun 7 2010,Tanzania,1-5,Brazil,Friendly,Dar es Salaam › Tanzania
Tue Jun 8 2010,Mozambique,0-3,Portugal,Friendly,Johannesburg › South Africa
Tue Jun 8 2010,Spain,6-0,Poland,Friendly,Murcia › Spain
Fri Jun 11 2010,South Africa,1-1,Mexico,FIFA World Cup,Johannesburg › South Africa
Fri Jun 11 2010,Uruguay,0-0,France,FIFA World Cup,Cape Town › South Africa
Sat Jun 12 2010,Argentina,1-0,Nigeria,FIFA World Cup,Johannesburg › South Africa
Sat Jun 12 2010,England,1-1,United States,FIFA World Cup,Rustenburg › South Africa
Sat Jun 12 2010,South Korea,2-0,Greece,FIFA World Cup,Port Elizabeth › South Africa
Sun Jun 13 2010,Algeria,0-1,Slovenia,FIFA World Cup,Polokwane › South Africa
Sun Jun 13 2010,Germany,4-0,Australia,FIFA World Cup,Durban › South Africa
Sun Jun 13 2010,Serbia,0-1,Ghana,FIFA World Cup,Pretoria › South Africa
Mon Jun 14 2010,Italy,1-1,Paraguay,FIFA World Cup,Cape Town › South Africa
Mon Jun 14 2010,Japan,1-0,Cameroon,FIFA World Cup,Bloemfontein › South Africa
Mon Jun 14 2010,Netherlands,2-0,Denmark,FIFA World Cup,Johannesburg › South Africa
Tue Jun 15 2010,Brazil,2-1,North Korea,FIFA World Cup,Johannesburg › South Africa
Tue Jun 15 2010,Ivory Coast,0-0,Portugal,FIFA World Cup,Port Elizabeth › South Africa
Tue Jun 15 2010,New Zealand,1-1,Slovakia,FIFA World Cup,Rustenburg › South Africa
Wed Jun 16 2010,Honduras,0-1,Chile,FIFA World Cup,Nelspruit › South Africa
Wed Jun 16 2010,South Africa,0-3,Uruguay,FIFA World Cup,Pretoria › South Africa
Wed Jun 16 2010,Spain,0-1,Switzerland,FIFA World Cup,Durban › South Africa
Thu Jun 17 2010,Argentina,4-1,South Korea,FIFA World Cup,Johannesburg › South Africa
Thu Jun 17 2010,France,0-2,Mexico,FIFA World Cup,Polokwane › South Africa
Thu Jun 17 2010,Greece,2-1,Nigeria,FIFA World Cup,Bloemfontein › South Africa
Fri Jun 18 2010,England,0-0,Algeria,FIFA World Cup,Cape Town › South Africa
Fri Jun 18 2010,Germany,0-1,Serbia,FIFA World Cup,Port Elizabeth › South Africa
Fri Jun 18 2010,Lithuania,0-0,Latvia,Baltic Cup,Kaunas › Lithuania
Fri Jun 18 2010,Slovenia,2-2,United States,FIFA World Cup,Johannesburg › South Africa
Sat Jun 19 2010,Cameroon,1-2,Denmark,FIFA World Cup,Pretoria › South Africa
Sat Jun 19 2010,Estonia,0-0,Latvia,Baltic Cup,Kaunas › Lithuania
Sat Jun 19 2010,Ghana,1-1,Australia,FIFA World Cup,Rustenburg › South Africa
Sat Jun 19 2010,Netherlands,1-0,Japan,FIFA World Cup,Durban › South Africa
Sat Jun 19 2010,Niger,1-1,Chad,Friendly,Niamey › Niger
Sat Jun 19 2010,Northern Mariana Islands,1-1,Guam,Friendly,Susupe › Northern Mariana Islands
Sun Jun 20 2010,Brazil,3-1,Ivory Coast,FIFA World Cup,Johannesburg › South Africa
Sun Jun 20 2010,Italy,1-1,New Zealand,FIFA World Cup,Nelspruit › South Africa
Sun Jun 20 2010,Lithuania,2-0,Estonia,Baltic Cup,Kaunas › Lithuania
Sun Jun 20 2010,Slovakia,0-2,Paraguay,FIFA World Cup,Bloemfontein › South Africa
Sun Jun 20 2010,Sudan,2-6,Tunisia,Friendly,Omdurman › Sudan
Mon Jun 21 2010,Chile,1-0,Switzerland,FIFA World Cup,Port Elizabeth › South Africa
Mon Jun 21 2010,Portugal,7-0,North Korea,FIFA World Cup,Cape Town › South Africa
Mon Jun 21 2010,Spain,2-0,Honduras,FIFA World Cup,Johannesburg › South Africa
Tue Jun 22 2010,Greece,0-2,Argentina,FIFA World Cup,Polokwane › South Africa
Tue Jun 22 2010,Mexico,0-1,Uruguay,FIFA World Cup,Rustenburg › South Africa
Tue Jun 22 2010,Nigeria,2-2,South Korea,FIFA World Cup,Durban › South Africa
Tue Jun 22 2010,South Africa,2-1,France,FIFA World Cup,Bloemfontein › South Africa
Wed Jun 23 2010,Australia,2-1,Serbia,FIFA World Cup,Nelspruit › South Africa
Wed Jun 23 2010,Ghana,0-1,Germany,FIFA World Cup,Johannesburg › South Africa
Wed Jun 23 2010,Slovenia,0-1,England,FIFA World Cup,Port Elizabeth › South Africa
