Date,Team 1,Score,Team 2,Tournament,City
Thu Jan 21 2016,DR Congo,4-2,Angola,African Nations Championship,Butare › Rwanda
Fri Jan 22 2016,Niger,2-2,Guinea,African Nations Championship,Kigali › Rwanda
Fri Jan 22 2016,Tunisia,1-1,Nigeria,African Nations Championship,Kigali › Rwanda
Sat Jan 23 2016,Uganda,0-1,Zambia,African Nations Championship,Gisenyi › Rwanda
Sat Jan 23 2016,Zimbabwe,0-1,Mali,African Nations Championship,Gisenyi › Rwanda
Sun Jan 24 2016,Ivory Coast,4-1,Gabon,African Nations Championship,Butare › Rwanda
Sun Jan 24 2016,Rwanda,1-4,Morocco,African Nations Championship,Kigali › Rwanda
Mon Jan 25 2016,Cameroon,3-1,DR Congo,African Nations Championship,Butare › Rwanda
Mon Jan 25 2016,Ethiopia,1-2,Angola,African Nations Championship,Kigali › Rwanda
Tue Jan 26 2016,Guinea,1-0,Nigeria,African Nations Championship,Gisenyi › Rwanda
Tue Jan 26 2016,Niger,0-5,Tunisia,African Nations Championship,Kigali › Rwanda
Wed Jan 27 2016,Egypt,0-1,Jordan,Friendly,Aswan › Egypt
Wed Jan 27 2016,Uganda,1-1,Zimbabwe,African Nations Championship,Gisenyi › Rwanda
Wed Jan 27 2016,Zambia,0-0,Mali,African Nations Championship,Kigali › Rwanda
Fri Jan 29 2016,Egypt,2-0,Libya,Friendly,Aswan › Egypt
Sat Jan 30 2016,Cameroon,0-3,Ivory Coast,African Nations Championship,Butare › Rwanda
Sat Jan 30 2016,Rwanda,1-2,DR Congo,African Nations Championship,Kigali › Rwanda
Sun Jan 31 2016,Tunisia,1-2,Mali,African Nations Championship,Kigali › Rwanda
Sun Jan 31 2016,United States,3-2,Iceland,Friendly,Carson › United States
Sun Jan 31 2016,Zambia,0-0,Guinea,African Nations Championship,Gisenyi › Rwanda
Wed Feb 3 2016,DR Congo,1-1,Guinea,African Nations Championship,Kigali › Rwanda
Thu Feb 4 2016,Mali,1-0,Ivory Coast,African Nations Championship,Kigali › Rwanda
Fri Feb 5 2016,Bahrain,2-0,Lebanon,Friendly,Riffa › Bahrain
Sat Feb 6 2016,Guadeloupe,1-1,Martinique,Friendly,Vieux-Habitants › Guadeloupe
Sun Feb 7 2016,DR Congo,3-0,Mali,African Nations Championship,Kigali › Rwanda
Sun Feb 7 2016,Guinea,1-2,Ivory Coast,African Nations Championship,Kigali › Rwanda
Sun Feb 14 2016,Uzbekistan,2-0,Lebanon,Friendly,Dubai › United Arab Emirates
Sun Feb 21 2016,Guyana,2-0,Suriname,Friendly,Providence › Guyana
Thu Feb 25 2016,French Guiana,2-3,Suriname,Friendly,Cayenne › French Guiana
Sat Feb 27 2016,Egypt,2-0,Burkina Faso,Friendly,Alexandria › Egypt
Sun Mar 13 2016,Sint Maarten,2-0,Anguilla,Friendly,Philipsburg › Sint Maarten
Fri Mar 18 2016,Iraq,0-1,Syria,Friendly,Teheran › Iran
Fri Mar 18 2016,United Arab Emirates,6-1,Bangladesh,Friendly,Abu Dhabi › United Arab Emirates
Tue Mar 22 2016,Cuba,2-1,Bermuda,CFU Caribbean Cup qualification,Havana › Cuba
Wed Mar 23 2016,Antigua and Barbuda,2-1,Aruba,CFU Caribbean Cup qualification,St. John's › Antigua and Barbuda
Wed Mar 23 2016,Barbados,1-0,Curaçao,CFU Caribbean Cup qualification,Bridgetown › Barbados
Wed Mar 23 2016,Chad,0-1,Tanzania,African Cup of Nations qualification,N'Djamena › Chad
Wed Mar 23 2016,Croatia,2-0,Israel,Friendly,Osijek › Croatia
Wed Mar 23 2016,Gibraltar,0-0,Liechtenstein,Friendly,Gibraltar › Gibraltar
Wed Mar 23 2016,Guadeloupe,0-0,Suriname,CFU Caribbean Cup qualification,Les Abymes › Guadeloupe
Wed Mar 23 2016,Guinea-Bissau,1-0,Kenya,African Cup of Nations qualification,Bissau › Guinea-Bissau
Wed Mar 23 2016,Martinique,3-0,British Virgin Islands,CFU Caribbean Cup qualification,Fort-de-France › Martinique
Wed Mar 23 2016,Poland,1-0,Serbia,Friendly,Poznań › Poland
Wed Mar 23 2016,Romania,1-0,Lithuania,Friendly,Giurgiu › Romania
Wed Mar 23 2016,São Tomé and Príncipe,2-1,Libya,African Cup of Nations qualification,São Tomé › São Tomé and Príncipe
Wed Mar 23 2016,Slovenia,1-0,North Macedonia,Friendly,Koper › Slovenia
Wed Mar 23 2016,South Sudan,1-2,Benin,African Cup of Nations qualification,Juba › South Sudan
Wed Mar 23 2016,Zambia,1-1,Congo,African Cup of Nations qualification,Ndola › Zambia
Thu Mar 24 2016,Australia,7-0,Tajikistan,FIFA World Cup qualification,Adelaide › Australia
Thu Mar 24 2016,Bahrain,3-0,Yemen,FIFA World Cup qualification,Riffa › Bahrain
Thu Mar 24 2016,Bolivia,2-3,Colombia,FIFA World Cup qualification,La Paz › Bolivia
Thu Mar 24 2016,Chile,1-2,Argentina,FIFA World Cup qualification,Santiago › Chile
Thu Mar 24 2016,China PR,4-0,Maldives,FIFA World Cup qualification,Wuhan › China PR
Thu Mar 24 2016,Comoros,1-0,Botswana,African Cup of Nations qualification,Mitsamiouli › Comoros
Thu Mar 24 2016,Czech Republic,0-1,Scotland,Friendly,Prague › Czech Republic
Thu Mar 24 2016,Denmark,2-1,Iceland,Friendly,Herning › Denmark
Thu Mar 24 2016,Djibouti,0-1,Liberia,African Cup of Nations qualification,Djibouti › Djibouti
Thu Mar 24 2016,Ecuador,2-2,Paraguay,FIFA World Cup qualification,Quito › Ecuador
Thu Mar 24 2016,Estonia,0-0,Norway,Friendly,Tallinn › Estonia
Thu Mar 24 2016,Ghana,3-1,Mozambique,African Cup of Nations qualification,Accra › Ghana
Thu Mar 24 2016,Greece,2-1,Montenegro,Friendly,Piraeus › Greece
Thu Mar 24 2016,Iran,4-0,India,FIFA World Cup qualification,Teheran › Iran
Thu Mar 24 2016,Iraq,2-2,Thailand,FIFA World Cup qualification,Teheran › Iran
Thu Mar 24 2016,Italy,1-1,Spain,Friendly,Udine › Italy
Thu Mar 24 2016,Japan,5-0,Afghanistan,FIFA World Cup qualification,Saitama › Japan
Thu Mar 24 2016,Jordan,8-0,Bangladesh,FIFA World Cup qualification,Amman › Jordan
Thu Mar 24 2016,South Korea,1-0,Lebanon,FIFA World Cup qualification,Ansan › South Korea
Thu Mar 24 2016,Madagascar,1-1,Central African Republic,African Cup of Nations qualification,Antananarivo › Madagascar
Thu Mar 24 2016,Malta,0-0,Moldova,Friendly,Attard › Malta
Thu Mar 24 2016,Oman,1-0,Guam,FIFA World Cup qualification,Muscat › Oman
Thu Mar 24 2016,Peru,2-2,Venezuela,FIFA World Cup qualification,Lima › Peru
Thu Mar 24 2016,Qatar,2-0,Hong Kong,FIFA World Cup qualification,Doha › Qatar
Thu Mar 24 2016,Saudi Arabia,2-0,Malaysia,FIFA World Cup qualification,Jeddah › Saudi Arabia
Thu Mar 24 2016,Singapore,2-1,Burma,Friendly,Kallang › Singapore
Thu Mar 24 2016,Solomon Islands,2-0,Papua New Guinea,Friendly,Honiara › Solomon Islands
Thu Mar 24 2016,Syria,6-0,Cambodia,FIFA World Cup qualification,Seeb › Oman
Thu Mar 24 2016,Turkey,2-1,Sweden,Friendly,Antalya › Turkey
Thu Mar 24 2016,Ukraine,1-0,Cyprus,Friendly,Odesa › Ukraine
Thu Mar 24 2016,United Arab Emirates,2-0,Palestine,FIFA World Cup qualification,Abu Dhabi › United Arab Emirates
Thu Mar 24 2016,Uzbekistan,1-0,Philippines,FIFA World Cup qualification,Tashkent › Uzbekistan
Thu Mar 24 2016,Vietnam,4-1,Chinese Taipei,FIFA World Cup qualification,Hanoi › Vietnam
Thu Mar 24 2016,Wales,1-1,Northern Ireland,Friendly,Cardiff › Wales
Fri Mar 25 2016,Algeria,7-1,Ethiopia,African Cup of Nations qualification,Blida › Algeria
Fri Mar 25 2016,Armenia,0-0,Belarus,Friendly,Yerevan › Armenia
Fri Mar 25 2016,Brazil,2-2,Uruguay,FIFA World Cup qualification,Recife › Brazil
Fri Mar 25 2016,Canada,0-3,Mexico,FIFA World Cup qualification,Vancouver › Canada
Fri Mar 25 2016,El Salvador,2-2,Honduras,FIFA World Cup qualification,San Salvador › El Salvador
Fri Mar 25 2016,Gabon,2-1,Sierra Leone,Friendly,Franceville › Gabon
Fri Mar 25 2016,Guatemala,2-0,United States,FIFA World Cup qualification,Guatemala › Guatemala
Fri Mar 25 2016,Guinea,0-0,Malawi,African Cup of Nations qualification,Conakry › Guinea
Fri Mar 25 2016,Haiti,0-0,Panama,FIFA World Cup qualification,Port-au-Prince › Haiti
Fri Mar 25 2016,Republic of Ireland,1-0,Switzerland,Friendly,Dublin › Republic of Ireland
Fri Mar 25 2016,Ivory Coast,1-0,Sudan,African Cup of Nations qualification,Abidjan › Ivory Coast
Fri Mar 25 2016,Jamaica,1-1,Costa Rica,FIFA World Cup qualification,Kingston › Jamaica
Fri Mar 25 2016,Luxembourg,0-3,Bosnia and Herzegovina,Friendly,Luxembourg › Luxembourg
Fri Mar 25 2016,Mali,1-0,Equatorial Guinea,African Cup of Nations qualification,Bamako › Mali
Fri Mar 25 2016,Mauritania,2-1,Gambia,African Cup of Nations qualification,Nouakchott › Mauritania
Fri Mar 25 2016,Netherlands,2-3,France,Friendly,Amsterdam › Netherlands
Fri Mar 25 2016,Nigeria,1-1,Egypt,African Cup of Nations qualification,Kaduna › Nigeria
Fri Mar 25 2016,Portugal,0-1,Bulgaria,Friendly,Leiria › Portugal
Fri Mar 25 2016,Slovakia,0-0,Latvia,Friendly,Trnava › Slovakia
Fri Mar 25 2016,Eswatini,1-1,Zimbabwe,African Cup of Nations qualification,Lobamba › Eswatini
Fri Mar 25 2016,Tunisia,1-0,Togo,African Cup of Nations qualification,Monastir › Tunisia
Sat Mar 26 2016,Anguilla,0-4,Puerto Rico,CFU Caribbean Cup qualification,The Valley › Anguilla
Sat Mar 26 2016,Aruba,0-2,Saint Kitts and Nevis,CFU Caribbean Cup qualification,Oranjestad › Aruba
Sat Mar 26 2016,Austria,2-1,Albania,Friendly,Vienna › Austria
Sat Mar 26 2016,Azerbaijan,0-1,Kazakhstan,Friendly,Belek › Turkey
Sat Mar 26 2016,Bermuda,2-1,French Guiana,CFU Caribbean Cup qualification,Hamilton › Bermuda
Sat Mar 26 2016,British Virgin Islands,0-7,Dominica,CFU Caribbean Cup qualification,Road Town › British Virgin Islands
Sat Mar 26 2016,Burkina Faso,1-0,Uganda,African Cup of Nations qualification,Ouagadougou › Burkina Faso
Sat Mar 26 2016,Burundi,1-3,Namibia,African Cup of Nations qualification,Bujumbura › Burundi
Sat Mar 26 2016,Cameroon,2-2,South Africa,African Cup of Nations qualification,Limbe › Cameroon
Sat Mar 26 2016,Cape Verde,0-1,Morocco,African Cup of Nations qualification,Praia › Cape Verde
Sat Mar 26 2016,DR Congo,2-1,Angola,African Cup of Nations qualification,Kinshasa › DR Congo
Sat Mar 26 2016,Curaçao,2-1,Dominican Republic,CFU Caribbean Cup qualification,Willemstad › Curaçao
Sat Mar 26 2016,Germany,2-3,England,Friendly,Berlin › Germany
Sat Mar 26 2016,Hungary,1-1,Croatia,Friendly,Budapest › Hungary
Sat Mar 26 2016,Mauritius,1-0,Rwanda,African Cup of Nations qualification,Mapou › Mauritius
Sat Mar 26 2016,Poland,5-0,Finland,Friendly,Wrocław › Poland
Sat Mar 26 2016,Russia,3-0,Lithuania,Friendly,Moscow › Russia
Sat Mar 26 2016,Senegal,2-0,Niger,African Cup of Nations qualification,Dakar › Senegal
Sat Mar 26 2016,Seychelles,2-0,Lesotho,African Cup of Nations qualification,Victoria › Seychelles
Sat Mar 26 2016,Sint Maarten,1-2,U.S. Virgin Islands,CFU Caribbean Cup qualification,Philipsburg › Sint Maarten
Sun Mar 27 2016,Benin,4-1,South Sudan,African Cup of Nations qualification,Cotonou › Benin
Sun Mar 27 2016,Botswana,2-1,Comoros,African Cup of Nations qualification,Francistown › Botswana
Sun Mar 27 2016,Congo,1-1,Zambia,African Cup of Nations qualification,Brazzaville › Congo
Sun Mar 27 2016,Kenya,0-1,Guinea-Bissau,African Cup of Nations qualification,Nairobi › Kenya
Sun Mar 27 2016,Mozambique,0-0,Ghana,African Cup of Nations qualification,Maputo › Mozambique
Sun Mar 27 2016,Romania,0-0,Spain,Friendly,Cluj › Romania
Sun Mar 27 2016,Thailand,0-1,South Korea,Friendly,Bangkok › Thailand
Mon Mar 28 2016,Andorra,0-1,Moldova,Friendly,Paola › Malta
Mon Mar 28 2016,Central African Republic,2-1,Madagascar,African Cup of Nations qualification,Bangui › Central African Republic
Mon Mar 28 2016,Equatorial Guinea,0-1,Mali,African Cup of Nations qualification,Malabo › Equatorial Guinea
Mon Mar 28 2016,Libya,4-0,São Tomé and Príncipe,African Cup of Nations qualification,Cairo › Egypt
Mon Mar 28 2016,Liechtenstein,2-3,Faroe Islands,Friendly,Marbella › Spain
Mon Mar 28 2016,Northern Ireland,1-0,Slovenia,Friendly,Belfast › Northern Ireland
Mon Mar 28 2016,Sierra Leone,1-0,Gabon,Friendly,Freetown › Sierra Leone
Mon Mar 28 2016,Ukraine,1-0,Wales,Friendly,Kyïv › Ukraine
Tue Mar 29 2016,Afghanistan,2-1,Singapore,FIFA World Cup qualification,Teheran › Iran
Tue Mar 29 2016,Angola,0-2,DR Congo,African Cup of Nations qualification,Luanda › Angola
Tue Mar 29 2016,Argentina,2-0,Bolivia,FIFA World Cup qualification,Córdoba › Argentina
Tue Mar 29 2016,Australia,5-1,Jordan,FIFA World Cup qualification,Sydney › Australia
Tue Mar 29 2016,Austria,1-2,Turkey,Friendly,Vienna › Austria
Tue Mar 29 2016,China PR,2-0,Qatar,FIFA World Cup qualification,Xi'an › China PR
Tue Mar 29 2016,Colombia,3-0,Ecuador,FIFA World Cup qualification,Barranquilla › Colombia
Tue Mar 29 2016,Costa Rica,3-0,Jamaica,FIFA World Cup qualification,San José › Costa Rica
Tue Mar 29 2016,Dominica,1-4,Martinique,CFU Caribbean Cup qualification,Roseau › Dominica
Tue Mar 29 2016,Dominican Republic,2-0,Barbados,CFU Caribbean Cup qualification,Santo Domingo › Dominican Republic
Tue Mar 29 2016,Egypt,1-0,Nigeria,African Cup of Nations qualification,Alexandria › Egypt
Tue Mar 29 2016,England,1-2,Netherlands,Friendly,London › England
Tue Mar 29 2016,Estonia,0-1,Serbia,Friendly,Tallinn › Estonia
Tue Mar 29 2016,Ethiopia,3-3,Algeria,African Cup of Nations qualification,Addis Abeba › Ethiopia
Tue Mar 29 2016,France,4-2,Russia,Friendly,Saint-Denis › France
Tue Mar 29 2016,French Guiana,3-0,Cuba,CFU Caribbean Cup qualification,Cayenne › French Guiana
Tue Mar 29 2016,Gambia,0-0,Mauritania,African Cup of Nations qualification,Bakau › Gambia
Tue Mar 29 2016,Georgia,1-1,Kazakhstan,Friendly,Tbilisi › Georgia
Tue Mar 29 2016,Germany,4-1,Italy,Friendly,Munich › Germany
Tue Mar 29 2016,Gibraltar,0-5,Latvia,Friendly,Gibraltar › Gibraltar
Tue Mar 29 2016,Greece,2-3,Iceland,Friendly,Piraeus › Greece
Tue Mar 29 2016,Honduras,2-0,El Salvador,FIFA World Cup qualification,San Pedro Sula › Honduras
Tue Mar 29 2016,India,1-2,Turkmenistan,FIFA World Cup qualification,Kochi › India
Tue Mar 29 2016,Iran,2-0,Oman,FIFA World Cup qualification,Teheran › Iran
Tue Mar 29 2016,Iraq,1-0,Vietnam,FIFA World Cup qualification,Teheran › Iran
Tue Mar 29 2016,Republic of Ireland,2-2,Slovakia,Friendly,Dublin › Republic of Ireland
Tue Mar 29 2016,Japan,5-0,Syria,FIFA World Cup qualification,Saitama › Japan
Tue Mar 29 2016,Lebanon,1-1,Burma,FIFA World Cup qualification,Sidon › Lebanon
Tue Mar 29 2016,Lesotho,2-1,Seychelles,African Cup of Nations qualification,Maseru › Lesotho
Tue Mar 29 2016,Liberia,5-0,Djibouti,African Cup of Nations qualification,Monrovia › Liberia
Tue Mar 29 2016,Luxembourg,0-2,Albania,Friendly,Luxembourg › Luxembourg
Tue Mar 29 2016,North Macedonia,0-2,Bulgaria,Friendly,Skopje › North Macedonia
Tue Mar 29 2016,Malawi,1-2,Guinea,African Cup of Nations qualification,Blantyre › Malawi
Tue Mar 29 2016,Malaysia,0-0,Macau,Friendly,Krubong › Malaysia
Tue Mar 29 2016,Maldives,4-2,Bhutan,FIFA World Cup qualification,Malé › Maldives
Tue Mar 29 2016,Mexico,2-0,Canada,FIFA World Cup qualification,Mexico City › Mexico
Tue Mar 29 2016,Montenegro,0-0,Belarus,Friendly,Podgorica › Montenegro
Tue Mar 29 2016,Morocco,2-0,Cape Verde,African Cup of Nations qualification,Marrakech › Morocco
Tue Mar 29 2016,Namibia,1-3,Burundi,African Cup of Nations qualification,Windhoek › Namibia
Tue Mar 29 2016,Niger,1-2,Senegal,African Cup of Nations qualification,Niamey › Niger
Tue Mar 29 2016,Norway,2-0,Finland,Friendly,Oslo › Norway
Tue Mar 29 2016,Palestine,7-0,East Timor,FIFA World Cup qualification,Hebron › Palestine
Tue Mar 29 2016,Panama,1-0,Haiti,FIFA World Cup qualification,Panama City › Panama
Tue Mar 29 2016,Paraguay,2-2,Brazil,FIFA World Cup qualification,Asunción › Paraguay
Tue Mar 29 2016,Philippines,3-2,North Korea,FIFA World Cup qualification,Manila › Philippines
Tue Mar 29 2016,Portugal,2-1,Belgium,Friendly,Leiria › Portugal
Tue Mar 29 2016,Rwanda,5-0,Mauritius,African Cup of Nations qualification,Kigali › Rwanda
Tue Mar 29 2016,Scotland,1-0,Denmark,Friendly,Glasgow › Scotland
Tue Mar 29 2016,South Africa,0-0,Cameroon,African Cup of Nations qualification,Durban › South Africa
Tue Mar 29 2016,Saint Kitts and Nevis,1-0,Antigua and Barbuda,CFU Caribbean Cup qualification,Basseterre › Saint Kitts and Nevis
Tue Mar 29 2016,Sudan,1-1,Ivory Coast,African Cup of Nations qualification,Omdurman › Sudan
Tue Mar 29 2016,Suriname,3-2,Guadeloupe,CFU Caribbean Cup qualification,Paramaribo › Suriname
Tue Mar 29 2016,Sweden,1-1,Czech Republic,Friendly,Solna › Sweden
Tue Mar 29 2016,Switzerland,0-2,Bosnia and Herzegovina,Friendly,Zürich › Switzerland
Tue Mar 29 2016,Tajikistan,0-1,Kyrgyzstan,FIFA World Cup qualification,Dushanbe › Tajikistan
Tue Mar 29 2016,Togo,0-0,Tunisia,African Cup of Nations qualification,Lomé › Togo
Tue Mar 29 2016,Uganda,0-0,Burkina Faso,African Cup of Nations qualification,Kampala › Uganda
Tue Mar 29 2016,United Arab Emirates,1-1,Saudi Arabia,FIFA World Cup qualification,Abu Dhabi › United Arab Emirates
Tue Mar 29 2016,Uruguay,1-0,Peru,FIFA World Cup qualification,Montevideo › Uruguay
Tue Mar 29 2016,United States,4-0,Guatemala,FIFA World Cup qualification,Columbus › United States
Tue Mar 29 2016,Uzbekistan,1-0,Bahrain,FIFA World Cup qualification,Tashkent › Uzbekistan
Tue Mar 29 2016,Venezuela,1-4,Chile,FIFA World Cup qualification,Barinas › Venezuela
Tue Mar 29 2016,U.S. Virgin Islands,1-2,Grenada,CFU Caribbean Cup qualification,Charlotte Amalie › U.S. Virgin Islands
Wed Apr 27 2016,Martinique,0-2,Panama,Friendly,Fort-de-France › Martinique
Fri May 20 2016,Hungary,0-0,Ivory Coast,Friendly,Budapest › Hungary
Fri May 20 2016,Galicia,1-1,Venezuela,Friendly,La Coruña › Spain
Sat May 21 2016,Botswana,2-1,Lesotho,Friendly,Serowe › Botswana
Sun May 22 2016,England,2-1,Turkey,Friendly,Manchester › England
Sun May 22 2016,Puerto Rico,1-3,United States,Friendly,Bayamón › Puerto Rico
Wed May 25 2016,Romania,1-1,DR Congo,Friendly,Como › Italy
Wed May 25 2016,Serbia,2-1,Cyprus,Friendly,Užice › Serbia
Thu May 26 2016,Azerbaijan,0-0,Andorra,Friendly,Bad Erlach › Austria
Fri May 27 2016,Croatia,1-0,Moldova,Friendly,Koprivnica › Croatia
Fri May 27 2016,Czech Republic,6-0,Malta,Friendly,Kufstein › Austria
Fri May 27 2016,England,2-1,Australia,Friendly,Sunderland › England
Fri May 27 2016,Republic of Ireland,1-1,Netherlands,Friendly,Dublin › Republic of Ireland
Fri May 27 2016,Morocco,2-0,Congo,Friendly,Tangier › Morocco
Fri May 27 2016,Nigeria,1-0,Mali,Friendly,Le Petit-Quevilly › France
Fri May 27 2016,Northern Ireland,3-0,Belarus,Friendly,Belfast › Northern Ireland
Fri May 27 2016,Slovakia,3-1,Georgia,Friendly,Wels › Austria
Fri May 27 2016,Togo,1-0,Zambia,Friendly,Lomé › Togo
Fri May 27 2016,Corsica,1-1,Basque Country,Friendly,Ajaccio › France
Sat May 28 2016,Burma,0-0,Malaysia,Friendly,Rangoon › Burma
Sat May 28 2016,Costa Rica,2-1,Venezuela,Friendly,San José › Costa Rica
Sat May 28 2016,El Salvador,1-3,Peru,Friendly,Seattle › United States
Sat May 28 2016,Gabon,0-2,Mauritania,Friendly,Cornellà de Llobregat › Spain
Sat May 28 2016,Guatemala,1-7,Armenia,Friendly,Carson › United States
Sat May 28 2016,Mexico,1-0,Paraguay,Friendly,Atlanta › United States
Sat May 28 2016,New Zealand,3-1,Fiji,Oceania Nations Cup,Port Morseby › Papua New Guinea
Sat May 28 2016,Rwanda,0-2,Senegal,Friendly,Kigali › Rwanda
Sat May 28 2016,Switzerland,1-2,Belgium,Friendly,Geneva › Switzerland
Sat May 28 2016,Vanuatu,0-1,Solomon Islands,Oceania Nations Cup,Port Morseby › Papua New Guinea
Sun May 29 2016,Albania,3-1,Qatar,Friendly,Hartberg › Austria
Sun May 29 2016,Azerbaijan,1-3,North Macedonia,Friendly,Bad Erlach › Austria
Sun May 29 2016,Bosnia and Herzegovina,1-3,Spain,Friendly,St. Gallen › Switzerland
Sun May 29 2016,Cambodia,2-0,East Timor,Friendly,Phnom Penh › Cambodia
Sun May 29 2016,Germany,1-3,Slovakia,Friendly,Augsburg › Germany
Sun May 29 2016,Italy,1-0,Scotland,Friendly,Attard › Malta
Sun May 29 2016,Kenya,1-1,Tanzania,Friendly,Nairobi › Kenya
Sun May 29 2016,Laos,1-1,Nepal,Friendly,Vientiane › Laos
Sun May 29 2016,Lithuania,2-0,Estonia,Baltic Cup,Klaipėda › Lithuania
Sun May 29 2016,Papua New Guinea,1-1,New Caledonia,Oceania Nations Cup,Port Morseby › Papua New Guinea
Sun May 29 2016,Portugal,3-0,Norway,Friendly,Porto › Portugal
Sun May 29 2016,Romania,3-4,Ukraine,Friendly,Turin › Italy
Sun May 29 2016,Tahiti,4-0,Samoa,Oceania Nations Cup,Port Morseby › Papua New Guinea
Sun May 29 2016,Turkey,1-0,Montenegro,Friendly,Antalya › Turkey
Sun May 29 2016,Abkhazia,9-0,Chagos Islands,CONIFA World Football Cup,Suhkumi › Georgia
Sun May 29 2016,Iraqi Kurdistan,3-0,Székely Land,CONIFA World Football Cup,Suhkumi › Georgia
Sun May 29 2016,Padania,1-2,Northern Cyprus,CONIFA World Football Cup,Gagra › Georgia
Sun May 29 2016,Sápmi,5-0,Somaliland,CONIFA World Football Cup,Gagra › Georgia
Mon May 30 2016,France,3-2,Cameroon,Friendly,Nantes › France
Mon May 30 2016,Gambia,0-0,Zambia,Friendly,Bakau › Gambia
Mon May 30 2016,Sweden,0-0,Slovenia,Friendly,Malmö › Sweden
Mon May 30 2016,Chagos Islands,0-12,Western Armenia,CONIFA World Football Cup,Suhkumi › Georgia
Mon May 30 2016,United Koreans in Japan,1-0,Székely Land,CONIFA World Football Cup,Suhkumi › Georgia
Mon May 30 2016,Raetia,0-6,Padania,CONIFA World Football Cup,Gagra › Georgia
Mon May 30 2016,Sápmi,0-1,Panjab,CONIFA World Football Cup,Gagra › Georgia
Tue May 31 2016,Austria,2-1,Malta,Friendly,Klagenfurt › Austria
Tue May 31 2016,Republic of Ireland,1-2,Belarus,Friendly,Cork › Republic of Ireland
Tue May 31 2016,Kenya,1-1,Sudan,Friendly,Nairobi › Kenya
Tue May 31 2016,Luxembourg,1-3,Nigeria,Friendly,Luxembourg › Luxembourg
Tue May 31 2016,Serbia,3-1,Israel,Friendly,Novi Sad › Serbia
Tue May 31 2016,Solomon Islands,0-1,Fiji,Oceania Nations Cup,Port Moresby › Papua New Guinea
Tue May 31 2016,Vanuatu,0-5,New Zealand,Oceania Nations Cup,Port Moresby › Papua New Guinea
Tue May 31 2016,Vietnam,2-0,Syria,Friendly,Thanh Hóa › Vietnam
Tue May 31 2016,Zimbabwe,2-0,Uganda,Friendly,Harare › Zimbabwe
Tue May 31 2016,Abkhazia,1-0,Western Armenia,CONIFA World Football Cup,Suhkumi › Georgia
Tue May 31 2016,United Koreans in Japan,0-3,Iraqi Kurdistan,CONIFA World Football Cup,Suhkumi › Georgia
Tue May 31 2016,Northern Cyprus,7-0,Raetia,CONIFA World Football Cup,Gagra › Georgia
Tue May 31 2016,Somaliland,0-5,Panjab,CONIFA World Football Cup,Gagra › Georgia
Wed Jun 1 2016,Belgium,1-1,Finland,Friendly,Brussels › Belgium
Wed Jun 1 2016,Curaçao,5-2,Guyana,CFU Caribbean Cup qualification,Willemstad › Curaçao
