Date,Team 1,Score,Team 2,Tournament,City
Mon Jan 2 2006,Qatar,2-0,Libya,Friendly,Doha › Qatar
Thu Jan 5 2006,Egypt,2-0,Zimbabwe,Friendly,Alexandria › Egypt
Sat Jan 7 2006,Guinea,1-0,Togo,Friendly,Viry-Châtillon › France
Mon Jan 9 2006,Morocco,3-0,DR Congo,Friendly,Rabat › Morocco
Wed Jan 11 2006,Ghana,0-1,Togo,Friendly,Monastir › Tunisia
Thu Jan 12 2006,Tunisia,1-0,Libya,Friendly,Tunis › Tunisia
Sat Jan 14 2006,Egypt,1-2,South Africa,Friendly,Cairo › Egypt
Sat Jan 14 2006,Morocco,1-0,Zimbabwe,Friendly,Marrakech › Morocco
Sat Jan 14 2006,Senegal,0-0,DR Congo,Friendly,Dakar › Senegal
Sun Jan 15 2006,Tunisia,2-0,Ghana,Friendly,Tunis › Tunisia
Tue Jan 17 2006,Ivory Coast,2-0,Jordan,Friendly,Abu Dhabi › United Arab Emirates
Tue Jan 17 2006,Morocco,2-2,Angola,Friendly,Marrakech › Morocco
Wed Jan 18 2006,Saudi Arabia,1-1,Sweden,Friendly,Riyadh › Saudi Arabia
Wed Jan 18 2006,United Arab Emirates,1-0,South Korea,Friendly,Dubai › United Arab Emirates
Fri Jan 20 2006,Egypt,3-0,Libya,African Cup of Nations,Cairo › Egypt
Sat Jan 21 2006,Cameroon,3-1,Angola,African Cup of Nations,Cairo › Egypt
Sat Jan 21 2006,Greece,1-1,South Korea,Friendly,Riyadh › Saudi Arabia
Sat Jan 21 2006,Morocco,0-1,Ivory Coast,African Cup of Nations,Cairo › Egypt
Sat Jan 21 2006,Saudi Arabia,1-1,Finland,Friendly,Riyadh › Saudi Arabia
Sat Jan 21 2006,Togo,0-2,DR Congo,African Cup of Nations,Cairo › Egypt
Sun Jan 22 2006,South Africa,0-2,Guinea,African Cup of Nations,Alexandria › Egypt
Sun Jan 22 2006,Tunisia,4-1,Zambia,African Cup of Nations,Alexandria › Egypt
Sun Jan 22 2006,United States,0-0,Canada,Friendly,San Diego › United States
Mon Jan 23 2006,Jordan,0-0,Sweden,Friendly,Abu Dhabi › United Arab Emirates
Mon Jan 23 2006,Nigeria,1-0,Ghana,African Cup of Nations,Port Said › Egypt
Mon Jan 23 2006,Zimbabwe,0-2,Senegal,African Cup of Nations,Port Said › Egypt
Tue Jan 24 2006,Egypt,0-0,Morocco,African Cup of Nations,Cairo › Egypt
Tue Jan 24 2006,Libya,1-2,Ivory Coast,African Cup of Nations,Cairo › Egypt
Wed Jan 25 2006,Angola,0-0,DR Congo,African Cup of Nations,Cairo › Egypt
Wed Jan 25 2006,Cameroon,2-0,Togo,African Cup of Nations,Cairo › Egypt
Wed Jan 25 2006,Ecuador,1-0,Honduras,Friendly,Guayaquil › Ecuador
Wed Jan 25 2006,Finland,0-1,South Korea,Friendly,Riyadh › Saudi Arabia
Wed Jan 25 2006,Mexico,2-1,Norway,Friendly,San Francisco › United States
Wed Jan 25 2006,Saudi Arabia,1-1,Greece,Friendly,Riyadh › Saudi Arabia
Thu Jan 26 2006,Tunisia,2-0,South Africa,African Cup of Nations,Alexandria › Egypt
Thu Jan 26 2006,Zambia,1-2,Guinea,African Cup of Nations,Alexandria › Egypt
Fri Jan 27 2006,Ghana,1-0,Senegal,African Cup of Nations,Port Said › Egypt
Fri Jan 27 2006,Nigeria,2-0,Zimbabwe,African Cup of Nations,Port Said › Egypt
Fri Jan 27 2006,Northern Cyprus,3-2,Kyrgyzstan,Friendly,Nicosia › Northern Cyprus
Fri Jan 27 2006,Saudi Arabia,1-2,Lebanon,Friendly,Riyadh › Saudi Arabia
Sat Jan 28 2006,Egypt,3-1,Ivory Coast,African Cup of Nations,Cairo › Egypt
Sat Jan 28 2006,Libya,0-0,Morocco,African Cup of Nations,Cairo › Egypt
Sun Jan 29 2006,Angola,3-2,Togo,African Cup of Nations,Cairo › Egypt
Sun Jan 29 2006,Cameroon,2-0,DR Congo,African Cup of Nations,Cairo › Egypt
Sun Jan 29 2006,South Korea,2-0,Croatia,Lunar New Year Cup,So Kon Po › Hong Kong
Sun Jan 29 2006,United States,5-0,Norway,Friendly,Carson › United States
Mon Jan 30 2006,Bahrain,1-1,Syria,Friendly,Manama › Bahrain
Mon Jan 30 2006,Tunisia,0-3,Guinea,African Cup of Nations,Alexandria › Egypt
Mon Jan 30 2006,Zambia,1-0,South Africa,African Cup of Nations,Alexandria › Egypt
Tue Jan 31 2006,Ghana,1-2,Zimbabwe,African Cup of Nations,Ismailia › Egypt
Tue Jan 31 2006,Nigeria,2-1,Senegal,African Cup of Nations,Port Said › Egypt
Wed Feb 1 2006,Hong Kong,0-4,Croatia,Lunar New Year Cup,So Kon Po › Hong Kong
Wed Feb 1 2006,Thailand,0-0,Jordan,Friendly,Ayutthaya › Thailand
Fri Feb 3 2006,Egypt,4-1,DR Congo,African Cup of Nations,Cairo › Egypt
Fri Feb 3 2006,Guinea,2-3,Senegal,African Cup of Nations,Alexandria › Egypt
Sat Feb 4 2006,Cameroon,1-1,Ivory Coast,African Cup of Nations,Cairo › Egypt
Sat Feb 4 2006,Nigeria,1-1,Tunisia,African Cup of Nations,Port Said › Egypt
Mon Feb 6 2006,Oman,1-0,Singapore,Friendly,Doha › Qatar
Tue Feb 7 2006,Egypt,2-1,Senegal,African Cup of Nations,Cairo › Egypt
Tue Feb 7 2006,Kuwait,2-1,Jordan,Friendly,Kuwait City › Kuwait
Tue Feb 7 2006,Nigeria,0-1,Ivory Coast,African Cup of Nations,Alexandria › Egypt
