Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 2 2008,Kuwait,3-2,Lebanon,Friendly,Salmiya › Kuwait
Sat Jan 5 2008,Egypt,3-0,Namibia,Friendly,Aswan › Egypt
Sun Jan 6 2008,Tunisia,1-2,Zambia,Friendly,Radès › Tunisia
Tue Jan 8 2008,Tunisia,1-0,Zambia,Friendly,Radès › Tunisia
Wed Jan 9 2008,Nigeria,2-0,Sudan,Friendly,Estepona › Spain
Thu Jan 10 2008,Egypt,1-0,Mali,Friendly,Abu Dhabi › United Arab Emirates
Thu Jan 10 2008,Qatar,0-0,Iran,Friendly,Doha › Qatar
Thu Jan 10 2008,United Arab Emirates,0-0,China PR,Friendly,Dubai › United Arab Emirates
Fri Jan 11 2008,Guinea,6-0,Sudan,Friendly,Estepona › Spain
Sat Jan 12 2008,Kuwait,0-2,Ivory Coast,Friendly,Kuwait City › Kuwait
Sat Jan 12 2008,Morocco,2-0,Zambia,Friendly,Fès › Morocco
Sat Jan 12 2008,Senegal,3-1,Namibia,Friendly,Dakar › Senegal
Sun Jan 13 2008,Angola,3-3,Egypt,Friendly,Alverca do Ribatejo › Portugal
Sun Jan 13 2008,Barbados,3-2,Antigua and Barbuda,Friendly,Black Rock › Barbados
Sun Jan 13 2008,Costa Rica,0-1,Sweden,Friendly,San José › Costa Rica
Sun Jan 13 2008,South Africa,2-0,Mozambique,Friendly,Durban › South Africa
Sun Jan 13 2008,Syria,0-0,Qatar,Friendly,Damascus › Syria
Wed Jan 16 2008,Bahrain,1-0,Kuwait,Friendly,Manama › Bahrain
Wed Jan 16 2008,Benin,1-2,Senegal,Friendly,Ouagadougou › Burkina Faso
Wed Jan 16 2008,Bermuda,0-2,Puerto Rico,Friendly,Hamilton › Bermuda
Wed Jan 16 2008,Morocco,2-1,Angola,Friendly,Rabat › Morocco
Wed Jan 16 2008,South Africa,2-1,Botswana,Friendly,Umlazi › South Africa
Fri Jan 18 2008,Bermuda,0-1,Puerto Rico,Friendly,Hamilton › Bermuda
Fri Jan 18 2008,Dominica,0-3,Guadeloupe,Friendly,Roseau › Dominica
Sat Jan 19 2008,United States,2-0,Sweden,Friendly,Carson › United States
Sun Jan 20 2008,China PR,0-0,Lebanon,Friendly,Zhongshan › China PR
Sun Jan 20 2008,Ghana,2-1,Guinea,African Cup of Nations,Accra › Ghana
Sun Jan 20 2008,Guyana,1-2,Grenada,Friendly,Georgetown › Guyana
Mon Jan 21 2008,Mali,1-0,Benin,African Cup of Nations,Sekondi › Ghana
Mon Jan 21 2008,Namibia,1-5,Morocco,African Cup of Nations,Accra › Ghana
Mon Jan 21 2008,Nigeria,0-1,Ivory Coast,African Cup of Nations,Sekondi › Ghana
Tue Jan 22 2008,Belize,0-1,El Salvador,Friendly,San Ignacio › Belize
Tue Jan 22 2008,Egypt,4-2,Cameroon,African Cup of Nations,Kumasi › Ghana
Tue Jan 22 2008,Sudan,0-3,Zambia,African Cup of Nations,Kumasi › Ghana
Wed Jan 23 2008,Bahrain,1-2,Syria,Friendly,Manama › Bahrain
Wed Jan 23 2008,South Africa,1-1,Angola,African Cup of Nations,Tamale › Ghana
Wed Jan 23 2008,Tunisia,2-2,Senegal,African Cup of Nations,Tamale › Ghana
Thu Jan 24 2008,Ghana,1-0,Namibia,African Cup of Nations,Accra › Ghana
Thu Jan 24 2008,Guinea,3-2,Morocco,African Cup of Nations,Accra › Ghana
Thu Jan 24 2008,Iraq,1-1,Jordan,Friendly,Dubai › United Arab Emirates
