Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 4 2017,Trinidad and Tobago,1-2,Suriname,CFU Caribbean Cup qualification,Couva › Trinidad and Tobago
Wed Jan 4 2017,Tunisia,2-0,Uganda,Friendly,Tunis › Tunisia
Thu Jan 5 2017,Cameroon,2-0,DR Congo,Friendly,Yaoundé › Cameroon
Fri Jan 6 2017,Suriname,2-4,Haiti,CFU Caribbean Cup qualification,Couva › Trinidad and Tobago
Sat Jan 7 2017,Algeria,3-1,Mauritania,Friendly,Blida › Algeria
Sat Jan 7 2017,Burkina Faso,2-1,Mali,Friendly,Marrakech › Morocco
Sun Jan 8 2017,Egypt,1-0,Tunisia,Friendly,Cairo › Egypt
Sun Jan 8 2017,Ivory Coast,2-1,Sweden,Friendly,Abu Dhabi › United Arab Emirates
Sun Jan 8 2017,Libya,1-2,Senegal,Friendly,Brazzaville › Congo
Sun Jan 8 2017,Trinidad and Tobago,3-4,Haiti,CFU Caribbean Cup qualification,Couva › Trinidad and Tobago
Mon Jan 9 2017,Morocco,0-1,Finland,Friendly,al-Ain › United Arab Emirates
Tue Jan 10 2017,Algeria,6-0,Mauritania,Friendly,Sidi Moussa › Algeria
Tue Jan 10 2017,Cameroon,1-1,Zimbabwe,Friendly,Yaoundé › Cameroon
Tue Jan 10 2017,China PR,0-2,Iceland,Friendly,Nanning › China PR
Wed Jan 11 2017,Chile,1-1,Croatia,Friendly,Nanning › China PR
Wed Jan 11 2017,Congo,0-2,Senegal,Friendly,Brazzaville › Congo
Wed Jan 11 2017,Ivory Coast,3-0,Uganda,Friendly,Abu Dhabi › United Arab Emirates
Fri Jan 13 2017,Honduras,2-1,Nicaragua,UNCAF Cup,Panama City › Panama
Sat Jan 14 2017,Burkina Faso,1-1,Cameroon,African Cup of Nations,Libreville › Gabon
Sat Jan 14 2017,Cambodia,2-7,Saudi Arabia,Friendly,Abu Dhabi › United Arab Emirates
Sat Jan 14 2017,China PR,1-1,Croatia,Friendly,Nanning › China PR
Sat Jan 14 2017,Gabon,1-1,Guinea-Bissau,African Cup of Nations,Libreville › Gabon
Sun Jan 15 2017,Algeria,2-2,Zimbabwe,African Cup of Nations,Franceville › Gabon
Sun Jan 15 2017,Belize,0-3,Costa Rica,UNCAF Cup,Panama City › Panama
Sun Jan 15 2017,El Salvador,1-2,Honduras,UNCAF Cup,Panama City › Panama
Sun Jan 15 2017,Iceland,0-1,Chile,Friendly,Nanning › China PR
Sun Jan 15 2017,Tunisia,0-2,Senegal,African Cup of Nations,Franceville › Gabon
Mon Jan 16 2017,DR Congo,1-0,Morocco,African Cup of Nations,Oyem › Gabon
Mon Jan 16 2017,Ivory Coast,0-0,Togo,African Cup of Nations,Oyem › Gabon
Tue Jan 17 2017,El Salvador,3-1,Belize,UNCAF Cup,Panama City › Panama
Tue Jan 17 2017,Ghana,1-0,Uganda,African Cup of Nations,Port-Gentil › Gabon
Tue Jan 17 2017,Mali,0-0,Egypt,African Cup of Nations,Port-Gentil › Gabon
Tue Jan 17 2017,Qatar,1-1,Moldova,Friendly,Doha › Qatar
Wed Jan 18 2017,Cameroon,2-1,Guinea-Bissau,African Cup of Nations,Libreville › Gabon
Wed Jan 18 2017,Gabon,1-1,Burkina Faso,African Cup of Nations,Libreville › Gabon
Thu Jan 19 2017,Algeria,1-2,Tunisia,African Cup of Nations,Franceville › Gabon
Thu Jan 19 2017,Senegal,2-0,Zimbabwe,African Cup of Nations,Franceville › Gabon
Fri Jan 20 2017,Ivory Coast,2-2,DR Congo,African Cup of Nations,Oyem › Gabon
Fri Jan 20 2017,Morocco,3-1,Togo,African Cup of Nations,Oyem › Gabon
Fri Jan 20 2017,Nicaragua,3-1,Belize,UNCAF Cup,Panama City › Panama
Sat Jan 21 2017,Egypt,1-0,Uganda,African Cup of Nations,Port-Gentil › Gabon
Sat Jan 21 2017,Ghana,1-0,Mali,African Cup of Nations,Port-Gentil › Gabon
Sun Jan 22 2017,Belize,0-1,Honduras,UNCAF Cup,Panama City › Panama
Sun Jan 22 2017,Bermuda,2-4,Canada,Friendly,Hamilton › Bermuda
Sun Jan 22 2017,El Salvador,1-0,Nicaragua,UNCAF Cup,Panama City › Panama
Sun Jan 22 2017,Gabon,0-0,Cameroon,African Cup of Nations,Libreville › Gabon
